protocol,seeds,delta_mean,delta_min,delta_max,delta_over_q95_mean,violation_rate,block_delta_mean,first_price_mean,last_price_mean,mean_price_mean,std_price_mean,acf_r_lag1_mean,acf_abs_r_lag1_mean,excess_kurtosis_mean,sp500_real_delta,sp500_null_q95,seed,mean_r_next,mean_r_next_r_t,mean_r_next_r_t_minus_1,mean_r_next_abs_r_t,mean_r_next_abs_r_t_minus_1
continuous_rollout,6,0.026326026641494884,0.026325712723560137,0.026326325701158223,0.8696535128160409,0.0,0.026326026641494884,1253.30004883,7085.067414440197,4138.183140208991,1701.528733893115,-0.094942611792194,0.5295911803944909,2977.3155795400685,0.02972892422987811,0.030271856841293146,44.5,-0.026291315659794295,0.0006734351958144653,0.0005083812305349129,-0.000843384454003446,-0.0006349297643766096
independent_blocks,6,0.037007280259935764,0.03700345992545126,0.037008950354602346,1.2224978617583504,1.0,0.03700729051303444,1253.30004883,1248.8713367755051,1214.349292254477,24.5273829234647,-0.12597683742593116,0.5036314856128916,30.179714035287574,0.02972892422987811,0.030271856841293146,44.5,-0.028544759939810052,-0.004588154177044783,-0.01829337546239773,-0.012457870084467623,0.00662104182679028
