eval_year,mape
0,0.03713954985141754
10,0.09878568351268768
20,0.08256667852401733
30,0.09660971164703369
40,0.16873495280742645
50,0.14550653100013733
60,0.1321260780096054
70,0.10975629836320877
80,0.15461643040180206
90,0.34477782249450684
100,0.19993458688259125
