eval_year,mape
0,0.062372513115406036
10,0.07237373292446136
20,0.08289796859025955
30,0.11098846793174744
40,0.09902492165565491
50,0.09324418753385544
60,0.23186098039150238
70,0.21205133199691772
80,0.14326180517673492
90,0.24517181515693665
100,0.2556397616863251
