eval_year,mape
0,0.06537102162837982
10,0.031003423035144806
20,0.04452518746256828
30,0.1726788878440857
40,0.2046700268983841
50,0.670141875743866
60,0.7035117745399475
70,0.0660695731639862
80,0.5924406051635742
90,0.18212582170963287
100,1.2100847959518433
