eval_year,mean_mape,std_mape,ci95_low,ci95_high,n_runs
0,0.011135623138397869,0.00038192206675364675,0.01102252759194616,0.011294228010034749,30
10,0.01483178601289783,0.0006208898939145472,0.014608471778531815,0.015056033656001026,30
20,0.017015369577954166,0.0010870606409682326,0.016663758941770798,0.017434502004180053,30
30,0.018295571270088302,0.0012406713746831758,0.017856200331201097,0.018763653865704884,30
40,0.01927041616290803,0.0015053730209582206,0.018752519187206974,0.01984060684995099,30
50,0.01941306603451564,0.0013736326055447615,0.018906519360219372,0.0198913131669784,30
60,0.01971418553342417,0.0011040881209885623,0.019328512563370114,0.02011351972818369,30
70,0.020029775674144386,0.001424862276003972,0.01953387007117268,0.020548990255532133,30
80,0.020010884851217214,0.001464483896741562,0.019507481399923504,0.020549361645244006,30
90,0.020304060354828797,0.0015475318062549124,0.019761474762732743,0.020856373570859395,30
100,0.020980733881394018,0.001572478979459009,0.02043192433038099,0.021565407707045417,30
