eval_year,mape
0,0.011725219897925854
10,0.01701463758945465
20,0.016373420134186745
30,0.03198675066232681
40,0.019374217838048935
50,0.030314885079860687
60,0.044314224272966385
70,0.0339936763048172
80,0.0341089628636837
90,0.04248715937137604
100,0.02126295678317547
