eval_year,mape
0,0.07502979040145874
10,0.09909328073263168
20,0.11137720197439194
30,0.08234140276908875
40,0.08626826107501984
50,0.10760775208473206
60,0.08492591232061386
70,0.11698050051927567
80,0.10430082678794861
90,0.08967526257038116
100,0.10304518789052963
