,0
0,0
1,11
2,21
3,32
4,46
5,67
6,79
7,91
8,103
9,119
10,130
11,144
12,154
13,175
14,189
15,208
16,219
17,233
18,243
19,259
20,274
21,284
22,303
23,324
24,334
25,344
26,356
27,374
28,388
29,400
30,421
31,431
32,447
33,458
34,470
35,480
36,491
37,511
38,521
39,531
40,545
41,565
42,578
43,592
44,609
45,625
46,643
47,655
48,665
49,684
50,696
51,716
52,732
53,745
54,760
55,777
56,792
57,802
58,816
59,830
60,851
61,865
62,883
63,893
64,903
65,913
66,928
67,949
68,960
69,970
70,986
71,1001
72,1013
73,1029
74,1041
75,1057
76,1074
77,1087
78,1107
79,1125
80,1140
81,1158
82,1176
83,1186
84,1205
85,1221
86,1240
87,1255
88,1265
89,1285
90,1306
91,1320
92,1337
93,1357
94,1375
95,1385
96,1401
97,1422
98,1441
99,1458
100,1475
101,1495
102,1506
103,1527
104,1544
105,1558
106,1579
107,1589
108,1609
109,1619
110,1633
111,1646
112,1656
113,1677
114,1688
115,1709
116,1719
117,1731
118,1749
119,1759
120,1769
121,1788
122,1809
123,1825
124,1836
125,1857
126,1867
127,1884
128,1900
129,1910
130,1920
131,1940
132,1950
133,1963
134,1982
135,1994
136,2007
137,2022
138,2033
139,2054
140,2073
141,2086
142,2102
143,2122
144,2138
145,2156
146,2170
147,2191
148,2203
149,2213
150,2223
151,2236
152,2253
153,2268
154,2289
155,2299
156,2312
157,2323
158,2341
159,2358
160,2373
161,2384
162,2395
163,2411
164,2429
165,2447
166,2464
167,2476
168,2492
169,2503
170,2514
171,2532
172,2553
173,2568
174,2579
175,2593
176,2608
177,2622
178,2636
179,2648
180,2668
181,2686
182,2697
183,2712
184,2731
185,2752
186,2766
187,2778
188,2798
189,2816
190,2829
191,2843
192,2860
193,2881
194,2894
195,2910
196,2921
197,2942
198,2953
199,2973
200,2994
201,3007
202,3017
203,3034
204,3048
205,3069
206,3090
207,3102
208,3122
209,3137
210,3158
211,3169
212,3179
213,3196
214,3206
215,3219
216,3229
217,3244
218,3263
219,3283
220,3301
221,3319
222,3332
223,3353
224,3363
225,3384
226,3395
227,3405
228,3419
229,3440
230,3452
231,3466
232,3477
233,3498
234,3519
235,3530
236,3546
237,3560
238,3578
239,3589
240,3609
241,3622
242,3634
243,3650
244,3662
245,3679
246,3696
247,3708
248,3726
249,3737
250,3749
251,3762
252,3782
253,3800
254,3816
255,3836
256,3849
257,3863
258,3873
259,3887
260,3908
261,3928
262,3943
263,3953
264,3968
265,3979
266,3991
267,4001
268,4021
269,4042
270,4060
271,4070
272,4082
273,4094
274,4108
275,4120
276,4131
277,4141
278,4151
279,4171
280,4190
281,4207
282,4228
283,4238
284,4259
285,4271
286,4282
287,4302
288,4313
289,4326
290,4338
291,4348
292,4361
293,4379
294,4391
295,4405
296,4425
297,4436
298,4452
299,4462
300,4473
301,4490
302,4500
303,4514
304,4524
305,4539
306,4557
307,4568
308,4589
309,4607
310,4626
311,4636
312,4657
313,4667
314,4684
315,4705
316,4726
317,4736
318,4750
319,4761
