eval_year,mean_mape,std_mape,ci95_low,ci95_high,n_runs
0,0.011475053243339021,0.0003976338880984481,0.011346509490782987,0.011624809664984508,30
10,0.019874380342662278,0.0020283499626833615,0.019144568985017582,0.02060562729680285,30
20,0.02193743021537856,0.0018572012817104997,0.021307241649677306,0.022623741811451773,30
30,0.024002333420018306,0.0016510492439709371,0.02341424943568802,0.024576609833165963,30
40,0.02583511813233291,0.0023726704381038187,0.02498750718000031,0.026698837360988006,30
50,0.02721265709648525,0.0027869305243172077,0.026273804249552345,0.028266005955326013,30
60,0.029233046869436854,0.0032008108602043085,0.028122576129001823,0.03039602204846834,30
70,0.032050515152513934,0.0031392339328220283,0.030956827253103204,0.0332162551116198,30
80,0.03235138617455955,0.0028052936876004258,0.031379749688009384,0.03337325896136458,30
90,0.03386097196489568,0.0028367064386611075,0.032857767756407426,0.034891866357065704,30
100,0.03452444610496357,0.0039672075418650974,0.03306012293789532,0.03593036844705538,30
