eval_year,mape
0,0.011519589461386204
10,0.017180806025862694
20,0.019724708050489426
30,0.021840769797563553
40,0.02799815870821476
50,0.03147163614630699
60,0.027294490486383438
70,0.03295052796602249
80,0.0364014133810997
90,0.038758207112550735
100,0.03719493746757507
