,0
0,9
1,0
2,12
3,3
4,3
5,7
6,7
7,4
8,11
9,9
10,7
11,7
12,7
13,3
14,5
15,8
16,3
17,4
18,9
19,7
20,6
21,3
22,3
23,4
24,1
25,10
26,10
27,5
28,9
29,11
30,9
31,7
32,10
33,3
34,11
35,1
36,5
37,3
38,7
39,7
40,11
41,3
42,7
43,3
44,10
45,11
46,9
47,5
48,9
49,11
50,10
51,0
52,5
53,10
54,10
55,9
56,3
57,7
58,3
59,3
60,8
61,10
62,3
63,9
64,1
65,3
66,5
67,8
68,4
69,7
70,2
71,11
72,9
73,5
74,9
75,4
76,10
77,10
78,9
79,3
80,3
81,7
82,7
83,3
84,9
85,11
86,3
87,11
88,2
89,7
90,10
91,3
92,5
93,3
94,10
95,9
96,3
97,5
98,5
99,11
100,11
101,5
102,10
103,10
104,3
105,6
106,3
107,3
108,2
109,8
110,5
111,9
112,7
113,11
114,10
115,10
116,3
117,6
118,5
119,2
120,11
121,11
122,1
123,11
124,3
125,11
126,2
127,12
128,7
129,11
130,3
131,3
132,5
133,3
134,3
135,9
136,7
137,10
138,5
139,9
140,7
141,11
142,7
143,11
144,5
145,3
146,3
147,6
148,3
149,7
150,5
151,5
152,9
153,1
154,10
155,9
156,8
157,4
158,8
159,9
160,2
161,2
162,8
163,10
164,10
165,11
166,10
167,10
168,9
169,11
170,10
171,6
172,3
173,4
174,3
175,10
176,2
177,9
178,2
179,9
180,12
181,3
182,8
183,12
184,9
185,10
186,9
187,11
188,10
189,3
190,3
191,4
192,3
193,11
194,5
195,8
196,2
197,9
198,9
199,2
200,3
201,5
202,3
203,9
204,11
205,6
206,9
207,0
208,3
209,4
210,7
211,10
212,10
213,9
214,10
215,3
216,9
217,3
218,9
219,0
220,7
221,1
222,11
223,5
224,11
225,7
226,0
227,3
228,3
229,8
230,9
231,9
232,2
233,3
234,3
235,11
236,2
237,10
238,3
239,3
240,12
241,3
242,0
243,3
244,2
245,8
246,10
247,4
248,3
249,7
250,10
251,10
252,9
253,3
254,10
255,7
256,11
257,3
258,3
259,11
260,2
261,2
262,10
263,4
264,3
265,7
266,10
267,8
268,8
269,10
270,7
271,8
272,8
273,2
274,5
275,10
276,8
277,8
278,10
279,7
280,2
281,6
282,3
283,0
284,7
285,3
286,12
287,3
288,1
289,3
290,8
291,5
292,10
293,5
294,4
295,4
296,10
297,10
298,9
299,3
300,10
301,3
302,2
303,5
304,9
305,7
306,5
307,10
308,8
309,3
310,3
311,4
312,9
313,12
314,11
315,8
316,3
317,9
318,8
319,4
320,1
321,3
322,1
323,4
