,0
222,"[428.   424.   425.   426.25 429.   429.5  431.75 432.   427.5  433.5
 434.   435.75 441.75 443.25 443.  ]"
223,"[444.25 443.   441.5  440.   440.5  445.25 449.5  453.75 455.75 453.
 451.5  455.75 455.5  448.   457.5  464.  ]"
224,"[476.75 475.25 485.75 481.   472.   478.   484.25 484.25 472.25 479.
 486.25 487.75 478.5  479.   490.   486.5  484.5  492.   492.   502.
 507.5 ]"
225,"[495.75 500.   501.75 499.25 507.   502.25 501.25 498.5  503.   503.75
 497.5  494.75 488.5 ]"
226,[496.25 503.5  501.25 507.   507.75 515.75 514.   503.25 494.   503.25]
227,"[513.   510.25 513.25 505.   497.5  503.25 494.75 484.25 483.5  477.25
 473.5 ]"
228,"[474.5  476.75 478.   469.75 472.5  469.5  465.75 465.5  458.25 456.25
 449.  ]"
229,"[459.   451.   445.5  441.   444.   447.   441.   438.75 441.5  450.5
 453.25]"
230,"[444.5  443.   441.   442.75 443.   424.25 422.75 418.5  417.   409.25
 408.25 404.  ]"
231,"[400.5  399.75 390.25 374.   378.25 379.5  371.25 364.   360.25 362.5
 361.5  363.   367.75 361.5  361.75 357.  ]"
232,"[352.5  358.75 356.25 363.25 359.5  351.75 356.75 358.5  358.   362.
 365.75]"
233,"[360.75 362.5  359.5  362.25 365.5  360.   356.   356.   361.75 359.
 355.75 341.25 335.75]"
234,"[346.5  339.25 336.25 338.75 331.75 339.   343.   343.75 341.75 338.25
 331.5  330.25 325.5  329.5  326.   323.   325.75 320.75]"
235,"[321.25 322.75 323.25 332.5  340.5  343.25 344.75 334.   346.   357.
 347.5  352.25 348.   348.25 356.   353.   359.75 353.   363.   364.5
 375.25]"
236,"[374.   376.75 373.5  364.5  370.25 371.25 367.5  369.25 373.75 377.75
 386.25]"
237,"[381.75 377.5  372.   363.25 373.25 372.75 367.5  374.25 378.25 375.75
 375.5  367.75 368.75 376.   381.5  377.5  383.   382.5  390.   396.25
 408.5 ]"
238,"[406.   408.25 411.   410.5  411.75 414.   407.75 414.75 412.75 406.5
 397.   395.75 406.   405.   396.25 394.25 400.25 402.   385.75 381.
 380.  ]"
239,"[387.   390.25 388.   383.75 386.75 384.   381.25 373.25 371.5  370.
 369.75]"
240,[385.75 383.5  385.25 385.75 391.25 388.   385.75 383.   387.25 389.5 ]
241,"[383.75 389.75 385.25 378.75 377.5  375.75 380.   384.5  378.75 382.
 381.5  382.75 379.25 383.25 382.25 384.   382.25 374.   379.   371.  ]"
242,[374.75 373.5  385.   390.25 393.25 395.   391.25 391.   394.5  376.25]
243,"[381.75 386.5  385.   383.   379.25 378.   377.   370.5  373.5  376.
 376.25 379.75 378.   373.   372.5  370.75 364.5  360.75]"
244,"[361.   363.75 362.5  359.75 358.75 361.25 366.5  357.75 358.5  358.25
 357.   356.   361.   365.5  368.  ]"
245,"[362.   360.   365.   360.   355.   349.5  353.5  351.5  352.25 359.
 359.   363.5  360.5  365.25]"
246,"[365.   357.25 356.5  353.   348.25 354.   359.25 358.   353.25 360.
 367.5  366.5  376.5  385.  ]"
247,"[383.25 414.   413.75 419.75 418.5  415.75 416.25 421.25 427.25 433.5
 424.  ]"
248,"[429.5  430.   420.25 405.   406.5  402.75 403.25 392.5  373.   375.
 367.75]"
249,"[373.25 371.   366.5  368.75 372.75 369.75 372.75 390.25 376.5  357.25
 363.75 364.   363.25 366.25 367.25 371.   365.25 368.75 365.5  361.75]"
250,"[363.75 363.25 363.75 356.   354.   347.75 349.5  355.   356.5  361.75
 374.5  379.   390.5 ]"
251,"[386.   379.75 377.25 384.5  380.5  383.25 381.5  389.   386.75 389.
 387.75 388.75 389.25 393.5 ]"
252,[398.25 395.75 391.25 382.75 380.75 384.5  379.   375.5  376.75 373.  ]
253,"[376.75 380.75 378.25 379.75 384.5  380.   376.   380.   382.25 376.5
 380.5  380.5  374.5  373.   366.75 359.  ]"
254,"[362.25 362.   358.25 360.   362.   361.75 364.25 363.25 367.25 364.25
 366.   359.25 365.   367.   364.   370.25 376.25]"
255,"[368.5  370.   371.75 377.25 373.   381.75 377.25 369.75 374.25 374.5
 372.   366.25 365.5  364.5  361.   362.5  359.   358.75]"
256,"[351.5  353.   353.25 353.   357.   351.75 356.75 358.   358.   363.25
 367.75 368.75 367.   370.25 369.75]"
257,"[369.25 369.25 365.5  372.   371.25 372.5  371.   368.5  365.75 362.25
 361.   360.25 360.25 358.75]"
258,[363.   367.25 365.5  365.5  367.5  362.   359.75 355.5  354.5  353.5 ]
259,"[353.75 354.5  353.75 354.5  355.   358.75 359.   362.5  366.   366.75
 368.5  368.25]"
260,"[368.5  367.   369.5  370.   368.5  370.   370.5  373.   367.   351.5
 354.   354.5  356.75 358.   361.5  362.25 356.75 362.75 373.5  374.
 378.5 ]"
261,[381.   384.5  394.75 384.5  371.75 377.   382.25 380.75 387.   390.25]
262,"[390.25 378.25 373.25 371.75 376.   367.75 378.5  374.   385.25 382.
 394.   397.   399.5  390.   394.5  397.75 397.5  404.75 408.25 412.75]"
263,"[404.75 413.75 415.25 418.25 427.25 427.75 431.25 426.5  423.   430.
 436.5  429.  ]"
264,"[425.25 437.75 421.25 396.25 393.   387.25 384.5  385.25 385.25 372.75
 358.75 353.   344.   335.75 335.5 ]"
265,"[349.75 343.75 349.75 365.75 362.25 352.25 357.   341.75 337.5  334.25
 335.   334.75 332.5  335.75 331.25 334.5  325.75]"
266,"[324.25 325.   320.75 324.25 325.25 322.25 322.5  321.   322.25 326.5
 327.5  330.25 332.   334.25]"
267,"[333.25 328.5  327.5  323.5  316.25 311.75 304.   301.5  311.   316.5
 316.75 321.   327.   330.   329.25 319.25 322.25 330.   337.  ]"
268,[337.25 340.5  340.   336.75 336.5  329.   331.75 329.25 329.25 336.75]
269,"[346.   348.25 347.75 340.5  339.75 345.5  337.   349.5  354.25 354.
 353.75 357.5 ]"
270,[351.   352.5  348.25 349.25 354.   357.5  355.   354.75 349.   346.25]
271,"[348.   348.75 346.25 354.25 340.75 343.5  337.25 341.5  338.5  342.
 345.5  349.75 351.  ]"
272,"[350.75 349.25 348.5  336.75 336.75 331.75 337.5  349.5  351.   350.5
 346.5  352.5  354.5  356.25]"
273,"[351.75 356.5  356.25 353.25 350.25 347.25 347.25 345.75 355.   348.25
 349.75 352.   355.75 359.75 361.25]"
274,"[358.   360.   358.25 357.25 358.25 358.5  365.5  365.   366.25 369.75
 369.5 ]"
275,"[363.25 366.25 363.75 362.5  357.75 359.75 368.25 367.5  365.25 363.75
 368.5  370.75 369.5  374.5  375.5  374.25 378.75]"
276,"[373.5  368.25 369.25 371.   365.5  364.   360.25 366.75 375.75 372.75
 374.75]"
277,[372.75 369.5  365.25 359.75 358.   354.5  353.75 363.5  366.   367.5 ]
278,"[363.5  361.25 358.75 356.75 356.25 355.75 357.75 358.5  357.5  364.25
 367.75]"
279,"[363.   364.75 360.75 359.5  367.   366.5  369.   371.   366.5  361.75
 361.75 357.75 357.  ]"
280,"[359.25 365.   359.   362.   358.   369.25 364.   366.25 358.   361.75
 356.75 358.25 365.25 360.5  361.75 367.75 367.75 371.5 ]"
281,"[366.   372.5  375.   369.5  371.25 369.25 374.25 367.   372.   370.5
 372.75 373.   377.25 384.75 385.75 387.75 377.25]"
282,"[381.   377.   379.5  384.   375.25 370.   368.75 362.75 357.75 359.
 359.25 356.75]"
283,[359.75 370.5  378.   381.75 380.25 382.25 391.75 392.25 376.25 361.  ]
284,"[365.25 375.   377.   382.5  391.   379.75 377.25 368.75 372.75 374.25
 374.25 370.75 362.5  365.   363.5  366.5  372.25 369.75 372.25 357.25
 360.75]"
285,"[362.75 355.25 352.5  350.5  352.   349.   346.   342.   342.   338.75
 336.   333.5  329.5 ]"
286,"[342.25 340.   344.25 347.   341.75 344.25 345.5  340.   338.5  341.75
 354.75 351.5  348.25 350.   350.25 353.5 ]"
287,"[353.75 352.25 354.   352.5  355.25 351.5  349.5  348.25 349.5  350.
 349.5  349.25 346.  ]"
288,"[349.   352.75 350.5  350.   348.5  349.   344.5  351.25 352.75 351.
 350.5 ]"
289,"[348.75 348.75 345.75 348.25 350.5  348.25 348.   347.75 348.25 341.5
 343.5  342.25 337.5  338.25 336.5 ]"
290,[343.   345.   345.   345.25 342.25 338.75 336.25 339.   341.75 344.75]
291,"[339.5  339.75 339.25 338.75 340.   336.5  335.75 336.75 336.25 347.5
 347.   347.5  349.25 351.25 352.   352.75 353.75]"
292,"[352.   350.75 353.25 353.   351.   351.25 347.25 349.   349.   348.75
 346.25 348.25 353.   351.5  352.5  352.   351.25 356.5  355.25 356.5
 358.75]"
293,"[361.5  361.5  361.75 361.5  358.75 363.5  365.25 365.75 362.   367.
 366.75 367.25 367.75 367.5  365.5  365.75 366.75 366.25 368.5  370.5
 374.5 ]"
294,"[378.75 377.25 378.25 379.75 379.25 385.75 383.   384.25 385.5  383.5
 386.75 382.75]"
295,"[375.   374.5  375.   376.   377.25 374.   374.   373.5  387.75 387.25
 388.5  381.   389.5  388.5  390.75 389.25 387.  ]"
296,"[388.75 386.25 382.5  380.25 383.   382.   376.5  378.5  381.25 386.5
 386.   389.5  392.5  396.75 396.   399.5 ]"
297,"[398.75 393.25 395.5  394.75 394.75 389.75 389.   402.25 399.25 395.25
 402.5  402.75 404.75 408.5 ]"
298,[404.25 406.   400.   393.5  394.   391.5  380.75 383.75 378.25 376.25]
299,"[377.75 367.25 377.5  376.   363.   361.25 356.   353.75 354.25 357.
 357.25 350.5  352.5  352.5  345.   350.25 337.5 ]"
300,"[342.75 343.5  351.75 345.75 339.75 331.25 336.5  330.25 341.75 346.25
 347.25 351.25 355.25 357.25 352.   359.25 361.5  362.   367.25 372.25]"
301,"[365.   366.75 369.75 371.   370.75 371.25 369.25 357.75 356.5  362.25
 361.5  365.25 364.25 362.   359.75 352.5  346.75 348.5  346.75 341.  ]"
302,"[341.25 341.   351.   354.5  351.75 353.5  354.25 355.5  355.25 341.5
 336.25 337.   348.   343.25 345.75 352.5  357.25 360.5  363.75 363.
 364.75]"
303,"[356.25 365.75 367.5  364.75 367.5  368.25 366.5  364.5  362.75 369.25
 373.75]"
304,"[378.25 375.25 374.25 370.75 367.   369.5  370.25 368.25 361.   367.75
 366.75 364.75 363.25]"
305,"[366.75 371.25 374.   373.25 372.25 373.5  369.75 371.25 366.5  367.
 367.5  364.75 362.25]"
306,"[361.25 361.75 359.   356.   356.5  360.5  360.25 366.5  371.25 374.25
 372.   374.   374.25 375.   376.25 375.5  376.75 381.75]"
307,[375.25 378.5  377.75 373.25 374.5  375.5  375.   375.75 379.75 383.  ]
308,[382.25 380.   382.   376.25 378.25 378.5  371.25 374.   380.   381.75]
309,"[379.   378.75 377.   380.25 379.75 377.25 381.25 376.5  378.25 379.25
 380.75 380.   376.5  374.25 372.75]"
310,"[378.25 378.75 374.75 374.75 369.75 370.75 375.5  375.25 370.5  366.25
 363.75 362.   364.   365.   366.   362.5  356.   354.75 352.5 ]"
311,"[356.5  357.25 361.5  373.25 371.5  371.25 371.5  376.25 378.25 379.75
 377.25 373.75]"
312,"[374.   356.5  361.75 361.5  362.75 365.25 362.5  360.   360.   361.75
 360.   361.   362.75 359.   358.25 358.5  354.75 351.25 346.75]"
313,"[347.5  351.25 352.   353.25 360.   362.   363.   355.75 358.   355.25
 344.5  342.5  347.5  360.5  369.5  379.  ]"
314,"[383.25 389.   394.25 394.5  389.75 404.25 420.25 418.75 436.25 427.
 424.25 425.25 414.75 420.5  415.75 415.75 427.75 430.   442.   453.
 454.75]"
315,"[449.75 441.   450.   442.25 446.75 447.5  443.25 440.   420.25 412.
 413.5  433.   434.   438.5  431.75 434.25 447.75]"
316,"[449.5  441.   435.25 436.   424.5  430.75 422.25 425.5  424.   418.5
 414.5  417.   411.25 400.25]"
317,"[392.75 399.5  405.25 404.   406.5  411.   410.25 385.25 366.   359.
 360.75 371.   365.   359.5  362.5  363.25 359.75 358.5  357.  ]"
318,"[362.75 359.75 358.   349.75 346.   346.5  342.5  340.75 348.5  348.25
 354.5  355.5 ]"
319,"[374.   368.   371.25 372.75 370.75 373.25 374.75 374.25 372.5  371.5
 388.   392.5  387.75 388.75 384.75]"
320,[387.   395.75 394.25 380.25 397.75 397.75 393.25 391.75 394.75 391.  ]
321,"[387.25 388.   387.75 386.75 386.75 384.   386.25 390.75 390.   389.25
 383.25 381.75 378.75 375.25 377.25 373.25 377.75 375.25 375.75 371.25]"
322,"[367.75 370.   366.75 368.5  368.75 370.5  367.5  362.75 371.25 373.5
 372.   368.75]"
323,"[365.5  366.5  365.75 363.25 357.75 367.   366.25 388.   390.   387.
 386.5 ]"
