0,10,20,30,40,50,60,70,80,90,100
0.0660485923290252,0.0985462889075279,0.0633231252431869,0.0105477133765816,0.0134678808972239,0.0068487641401588,0.0083340825513005,0.0245065540075302,0.0213791839778423,0.0103246951475739,0.0191099364310503
