eval_year,mape
0,0.0109388781711459
10,0.0154626164585351
20,0.0195080190896987
30,0.0261563435196876
40,0.0852419361472129
50,0.07773121446371078
60,0.03426889702677727
70,0.02941691130399704
80,0.1264530569314956
90,0.0867508128285408
100,0.0367153361439704
