eval_year,mape
0,0.0140887992456555
10,0.0141295688226819
20,0.0143378162756562
30,0.0210103951394557
40,0.0149944359436631
50,0.01625370793044567
60,0.017616331577301025
70,0.038733918219804764
80,0.0340979322791099
90,0.05989064276218414
100,0.0564502924680709
