eval_year,mape
0,0.0121552171185612
10,0.0148484855890274
20,0.0158729087561368
30,0.0141611564904451
40,0.01524927187711
50,0.01651167683303356
60,0.019667189568281174
70,0.02413981407880783
80,0.0334873162209987
90,0.02026716060936451
100,0.0498280636966228
