eval_year,mape
0,0.07638709247112274
10,0.07345665246248245
20,0.04381399601697922
30,0.00846088957041502
40,0.024815287441015244
50,0.007595991715788841
60,0.02820134162902832
70,0.007538842968642712
80,0.02378762885928154
90,0.02696332335472107
100,0.009564853273332119
