eval_year,mape
0,0.012144959531724453
10,0.015223153866827488
20,0.016281723976135254
30,0.01911626197397709
40,0.023625964298844337
50,0.01573851704597473
60,0.014112891629338264
70,0.016958273947238922
80,0.019488340243697166
90,0.016956493258476257
100,0.019672095775604248
