run_idx,0,10,20,30,40,50,60,70,80,90,100
0,0.0550134479999542,0.0450279414653778,0.0550848357379436,0.0176977328956127,0.0182145535945892,0.0369083136320114,0.0133311739191412,0.0075258472934365,0.007775136269629,0.0171623658388853,0.0100101009011268
1,0.0606749802827835,0.0764210447669029,0.0401977412402629,0.0173094179481267,0.021376334130764,0.0203363802284002,0.0117747662588953,0.0103948609903454,0.0078938351944088,0.0076832575723528,0.0123910158872604
2,0.0607188381254673,0.1117722988128662,0.0459912121295928,0.0155491447076201,0.0156963560730218,0.0087010841816663,0.0073477546684443,0.0106736877933144,0.0189524441957473,0.0130640789866447,0.047836922109127
3,0.0586993284523487,0.0971767902374267,0.058338463306427,0.0121716344729065,0.0199062936007976,0.0140797700732946,0.0102063929662108,0.0176698621362447,0.0127220451831817,0.0227642711251974,0.0254541877657175
4,0.0630351155996322,0.0505827330052852,0.0367127284407615,0.0369879640638828,0.0254549905657768,0.0074678407981991,0.0235471203923225,0.0240261815488338,0.0136280488222837,0.0221751481294631,0.0085290418937802
5,0.0649840608239173,0.0767929479479789,0.0739140585064888,0.0141384257003664,0.0100667281076312,0.0343229807913303,0.0087378788739442,0.0168044827878475,0.0345815978944301,0.0139425862580537,0.0198820419609546
6,0.0628613233566284,0.0886376872658729,0.0612175352871418,0.0227682013064622,0.0250965990126132,0.0079633053392171,0.0093293031677603,0.0190057344734668,0.0171815250068902,0.0140191074460744,0.011016053147614
7,0.0691542252898216,0.1361764073371887,0.0524598211050033,0.0114793358370661,0.012573598884046,0.0071598389185965,0.008811573497951,0.0295303016901016,0.0083120847120881,0.0087513104081153,0.0169395133852958
8,0.0751253962516784,0.0707572251558303,0.0694964975118637,0.0119391018524765,0.0122759528458118,0.0086457757279276,0.006673872936517,0.0063625648617744,0.0079604219645261,0.0326979234814643,0.0250983629375696
9,0.054120734333992,0.091252215206623,0.0599144883453846,0.0187277197837829,0.0075732143595814,0.0194769222289323,0.0082091856747865,0.0312597937881946,0.0083658397197723,0.0090113170444965,0.0117807993665337
10,0.0542845763266086,0.1012330800294876,0.0368276163935661,0.0163926854729652,0.0078656440600752,0.0087250331416726,0.0312434006482362,0.0197328440845012,0.0146958576515316,0.0111718587577342,0.0135000860318541
11,0.0480849146842956,0.0878603607416153,0.0463775470852851,0.0164601970463991,0.0159415919333696,0.0207132305949926,0.0169142596423625,0.022182673215866,0.0122530739754438,0.015781432390213,0.022779393941164
12,0.0606352463364601,0.0832245945930481,0.0812050923705101,0.0268594436347484,0.0082841673865914,0.0136787807568907,0.0141289746388793,0.0190706383436918,0.0281887408345937,0.0256962664425373,0.0145411267876625
13,0.058257158845663,0.0895105227828025,0.0651484951376915,0.015194859355688,0.0122631341218948,0.0181007757782936,0.0132935615256428,0.0066728424280881,0.0171021502465009,0.0111640887334942,0.0123062990605831
14,0.0511329211294651,0.1030391082167625,0.0585956051945686,0.0170775651931762,0.0097074918448925,0.0141583867371082,0.0103066684678196,0.0130460234358906,0.01832852140069,0.0098974974825978,0.0400824658572673
15,0.0760842859745025,0.0867557600140571,0.0544309131801128,0.0101649779826402,0.0181839838624,0.0232361387461423,0.0186063647270202,0.0249688569456338,0.0194452013820409,0.025994261726737,0.0092819919809699
16,0.0704191476106643,0.0713346004486084,0.0510128252208232,0.0096346382051706,0.0128911528736352,0.0130004500970244,0.0083794854581356,0.0113929230719804,0.0256196502596139,0.0183474291115999,0.01617575250566
17,0.068023607134819,0.0851847305893898,0.049522079527378,0.016166727989912,0.0373615138232708,0.0103684552013874,0.0183165073394775,0.0134960729628801,0.0125276930630207,0.0104915965348482,0.0230241436511278
18,0.0470167770981788,0.0693604946136474,0.0672009959816932,0.0159705728292465,0.0076724872924387,0.0072728334926068,0.0067954002879559,0.0103195011615753,0.0116608338430523,0.0129229631274938,0.0124945007264614
19,0.0694971159100532,0.1094831302762031,0.0586328618228435,0.0100383032113313,0.009773189201951,0.0176893845200538,0.0097221722826361,0.0127175040543079,0.0209958646446466,0.0293114446103572,0.0088323922827839
20,0.065971091389656,0.1063125282526016,0.043108694255352,0.0159572605043649,0.0084757478907704,0.0358922183513641,0.0199177134782075,0.0071270461194217,0.0069117690436542,0.0185591131448745,0.0178854670375585
21,0.0623725205659866,0.1011236980557441,0.0300596766173839,0.0138680720701813,0.0114877419546246,0.0120831560343503,0.0106913866475224,0.017437107861042,0.0113578988239169,0.0188813209533691,0.020278250798583
22,0.0613310150802135,0.09474578499794,0.0421430841088295,0.039039772003889,0.0116268210113048,0.0088819554075598,0.0237417556345462,0.0140532469376921,0.0121135357767343,0.0141071695834398,0.0180702861398458
23,0.0519530586898326,0.1020230576395988,0.0623479299247264,0.0122451074421405,0.0132901920005679,0.0078975325450301,0.0077328444458544,0.0130696780979633,0.0090147573500871,0.030142331495881,0.0153692150488495
24,0.0470551513135433,0.0867021456360817,0.0529509149491786,0.0124149592593312,0.0138457808643579,0.0121686710044741,0.0230539962649345,0.0122128007933497,0.0180721767246723,0.0097941262647509,0.0158060770481824
25,0.0750297755002975,0.1010789349675178,0.0482758544385433,0.0114955846220254,0.0273637156933546,0.0244440604001283,0.0074877585284411,0.0267237182706594,0.0103375827893614,0.0467354096472263,0.0235211253166198
26,0.0754911229014396,0.0816885232925415,0.0449159927666187,0.0116305639967322,0.0199467483907938,0.0074377167038619,0.0251951776444911,0.0102089857682585,0.0100392811000347,0.0128659810870885,0.0082159033045172
27,0.0510272532701492,0.0771393924951553,0.0648183152079582,0.0131548019126057,0.0119687626138329,0.0138720264658331,0.014212236739695,0.0103494655340909,0.0087825581431388,0.0182242505252361,0.0118776196613907
28,0.0591500587761402,0.1028712689876556,0.0699987635016441,0.0156394317746162,0.0113863125443458,0.0070278737694025,0.0139436936005949,0.0252152923494577,0.0230306964367628,0.0156369190663099,0.010696230456233
29,0.0822018831968307,0.1049524396657943,0.063840739428997,0.0152492010965943,0.0151125099509954,0.0153051894158124,0.0143238808959722,0.0310036782175302,0.0187832172960042,0.009417662397027,0.014083806425333
