eval_year,mape
0,0.05195305868983269
10,0.10202305763959885
20,0.062347929924726486
30,0.01224510744214058
40,0.013290192000567913
50,0.007897532545030117
60,0.007732844445854425
70,0.013069678097963333
80,0.009014757350087166
90,0.03014233149588108
100,0.015369215048849583
