eval_year,mape
0,0.03713954985141754
10,0.11002190411090851
20,0.0700482726097107
30,0.012627835385501385
40,0.021949054673314095
50,0.010477828793227673
60,0.006948059890419245
70,0.015334141440689564
80,0.015795275568962097
90,0.012621969915926456
100,0.018494024872779846
