0,10,20,30,40,50,60,70,80,90,100
0.08098600059747696,0.12372341752052307,0.20135498046875,0.3782952129840851,0.3403710126876831,0.390055388212204,0.46414715051651,0.27637046575546265,0.4887036085128784,0.4923364222049713,0.49210482835769653
0.10882505029439926,0.19105388224124908,0.136993408203125,0.11533211171627045,0.254459023475647,0.31478312611579895,0.26630768179893494,0.47508856654167175,0.34691905975341797,0.4988129734992981,0.49861928820610046
0.23421959578990936,0.2376176118850708,0.13571202754974365,0.09960232675075531,0.1483795940876007,0.28509268164634705,0.4472913146018982,0.4587700664997101,0.4769943356513977,0.49414336681365967,0.5069629549980164
0.13216561079025269,0.189613476395607,0.1481974869966507,0.14759276807308197,0.27563223242759705,0.1600828915834427,0.47517693042755127,0.4354974627494812,0.49880582094192505,0.494970440864563,0.5024574995040894
0.11437230557203293,0.11349160969257355,0.2497926652431488,0.2818559408187866,0.2899191677570343,0.17921289801597595,0.4908406138420105,0.4657554030418396,0.40793612599372864,0.48960787057876587,0.4959005117416382
0.11897958815097809,0.12374839931726456,0.12825728952884674,0.15232832729816437,0.26589474081993103,0.4750773310661316,0.4454765021800995,0.19110414385795593,0.49605241417884827,0.4960578382015228,0.494851291179657
0.14074261486530304,0.1230149120092392,0.22873945534229279,0.12879078090190887,0.4366361200809479,0.14278127253055573,0.2140510529279709,0.4729653000831604,0.47999152541160583,0.49954846501350403,0.49118712544441223
0.1300773322582245,0.09997493028640747,0.16499395668506622,0.16142484545707703,0.19957780838012695,0.45381608605384827,0.22645410895347595,0.3897817134857178,0.4823860228061676,0.49237456917762756,0.49063384532928467
0.24368779361248016,0.129812091588974,0.09266820549964905,0.13998737931251526,0.29617202281951904,0.14893783628940582,0.06431835144758224,0.4743170738220215,0.2866152822971344,0.4927145838737488,0.5013232231140137
0.19649456441402435,0.14063714444637299,0.1735086590051651,0.26094305515289307,0.23434586822986603,0.41478225588798523,0.4949778616428375,0.4641098976135254,0.48190340399742126,0.48923197388648987,0.5046525001525879
