run_idx,0,10,20,30,40,50,60,70,80,90,100
0,0.0116502922028303,0.0176601372659206,0.0409868657588958,0.0412844084203243,0.0453928373754024,0.0344998463988304,0.034108281135559,0.0503666959702968,0.0469616688787937,0.0474563390016555,0.0493878051638603
1,0.0115496069192886,0.0191840808838605,0.0299639906734228,0.0388879366219043,0.0350648984313011,0.0475908182561397,0.0492528714239597,0.0457210950553417,0.0484716184437274,0.0452749915421009,0.0380048640072345
2,0.0112209971994161,0.0215499084442853,0.0281588435173034,0.0474351681768894,0.0493705347180366,0.0516447126865386,0.0482562147080898,0.0484730303287506,0.046838391572237,0.0489717349410057,0.0443640053272247
3,0.0116408634930849,0.0159913804382085,0.0405251123011112,0.0434853173792362,0.038358487188816,0.0460961051285266,0.0427518859505653,0.0468056909739971,0.0459313578903675,0.0325401127338409,0.0493996664881706
4,0.0111593334004282,0.0180338621139526,0.0272115375846624,0.0438427403569221,0.0488715581595897,0.0434905290603637,0.0473611280322074,0.048671793192625,0.0476681590080261,0.0508746467530727,0.049293465912342
5,0.0115696340799331,0.0189992282539606,0.0199539884924888,0.0338024273514747,0.049577672034502,0.0306361597031354,0.045199267566204,0.0463016554713249,0.0494393780827522,0.0501875914633274,0.0496867857873439
6,0.0119989151135087,0.0176249518990516,0.0328236371278762,0.0241772718727588,0.0493933446705341,0.0458247363567352,0.0505398474633693,0.0354603119194507,0.0500952526926994,0.047846995294094,0.0394248142838478
7,0.0115221785381436,0.018856007605791,0.026103725656867,0.0380706377327442,0.0388288758695125,0.0432006828486919,0.0472415536642074,0.0475366413593292,0.0431769527494907,0.048570055514574,0.04705461114645
8,0.0112714665010571,0.0198209900408983,0.0272551625967025,0.027707502245903,0.0487082488834857,0.0386612378060817,0.0482109896838665,0.0312212258577346,0.0494291856884956,0.0451598800718784,0.0387035012245178
9,0.0112175727263093,0.0178143475204706,0.0254958290606737,0.0448833927512168,0.0271478239446878,0.031852051615715,0.0456828363239765,0.041793555021286,0.0449467897415161,0.0471240766346454,0.044458020478487
10,0.0115511203184723,0.0238693058490753,0.0345373414456844,0.0369695201516151,0.0428058467805385,0.0339935012161731,0.0486506894230842,0.0460396669805049,0.0480443909764289,0.0492362640798091,0.047744620591402
11,0.0110090244561433,0.018242459744215,0.0300326086580753,0.0323716253042221,0.0496895499527454,0.0487021915614604,0.0459349825978279,0.0491415746510028,0.0417743772268295,0.0393398776650428,0.0502846427261829
12,0.0113355880603194,0.0188196208328008,0.0407329685986042,0.0478404201567173,0.0482345856726169,0.0450918227434158,0.0481796935200691,0.0478185340762138,0.0508770011365413,0.0457582399249076,0.0516068823635578
13,0.0114307031035423,0.0279772505164146,0.0423994287848472,0.0469513162970542,0.0395616814494133,0.0436808541417121,0.044959619641304,0.0467510633170604,0.0399598591029644,0.0449774861335754,0.0481877475976944
