,avg,min,max
0,0.2959097623825073,0.2959097623825073,0.3488854467868805
1,0.311719000339508,0.311719000339508,0.3164093196392059
2,0.3299134075641632,0.3299134075641632,0.4258332848548889
3,0.4419459700584411,0.4419459700584411,0.4556171596050262
4,0.4973145425319671,0.4973145425319671,0.5478828549385071
