,0
155,"[274.82000732 273.77999878 269.05999756 272.30999756 270.98001099
 273.5        271.77999878 275.80999756 272.01998901 271.77999878
 270.01998901 270.54998779 267.8500061  269.32000732 270.26000977
 272.04998779 270.51000977 268.47000122 270.         266.66000366
 263.5       ]"
156,"[264.67999268 265.19000244 262.5        266.01998901 272.01998901
 272.20999146 272.05999756 272.98001099 271.92999268 271.1499939 ]"
157,"[269.98001099 266.48999023 261.8999939  262.75       262.54998779
 258.69000244 260.55999756 260.76998901 261.02999878 260.23999023
 256.98001099 257.08999634]"
158,"[261.13000488 259.17999268 259.67999268 262.32998657 262.51000977
 261.51998901 258.3500061  264.48001099 265.58999634 265.86999512
 265.88000488 266.83999634 266.47000122 267.42999268 269.30999756]"
159,"[268.13000488 270.6499939  268.82000732 269.73001099 270.16000366
 269.17999268 269.76000977 268.88000488 268.26000977 269.07998657
 272.58999634 271.91000366 271.38000488 270.61999512 271.85998535
 272.39001465 278.07000732 278.23999023 277.92999268]"
160,"[273.98001099 275.22000122 275.5        276.41000366 279.38000488
 276.97000122 282.88000488 283.66000366 282.27999878 282.38000488]"
161,"[281.38000488 277.27999878 278.52999878 278.97000122 279.05999756
 279.05999756 279.20001221 276.30999756 273.92999268 275.1499939
 273.32998657 273.69000244 267.92001343 267.72000122 268.33999634
 263.82000732]"
162,"[264.6000061  266.47000122 266.22000122 267.20999146 269.
 267.23001099 268.64001465 270.91000366 273.70001221 272.48999023
 271.80999756 274.92999268 277.58999634 278.13000488]"
163,"[276.58999634 277.02999878 276.51998901 276.30999756 275.30999756
 274.27999878 276.29000854 278.91000366 277.47000122 277.38000488
 276.86999512 277.86999512 276.82998657 277.07998657 279.3999939 ]"
164,"[277.72000122 275.30999756 279.42999268 280.01000977 280.67001343
 280.98001099 280.38000488 282.01000977 283.17001343 283.86999512
 284.14001465 283.54998779 286.52999878 286.91000366 286.63000488
 284.5        288.48999023 289.14001465 291.69000244 293.82000732]"
165,"[294.98999023 297.47000122 297.08999634 296.83999634 296.97000122
 296.04000854 299.63000488 298.6499939  296.05999756 292.01998901
 292.54000854 291.80999756 294.23999023 294.80999756 296.76000977
 295.98001099 290.91000366 292.04998779 287.13000488]"
166,"[287.82000732 288.85998535 287.10998535 289.95001221 291.17999268
 294.80999756 293.86999512 294.07998657 293.92999268 292.88000488
 295.32000732 295.14001465]"
167,"[296.67001343 299.44000244 292.69000244 289.92001343 291.32998657
 290.48999023 288.98001099 290.57000732 291.58999634 292.3500061
 292.51998901 294.86999512 296.39001465 295.30999756 296.23999023
 295.29000854 297.16000366 297.10998535 298.48999023 298.98999023]"
168,"[296.3999939  301.35998535 301.72000122 306.01998901 307.1499939
 306.19000244 309.60998535 308.69000244 306.75       306.92999268
 309.57998657 309.64001465 309.11999512]"
169,"[308.11999512 308.16000366 307.76998901 307.60998535 306.
 305.19000244 305.79998779 306.95001221 313.83999634 316.16000366
 315.27999878 317.48001099 317.97000122 321.23999023]"
170,"[321.98001099 318.32000732 319.14001465 319.17001343 321.58999634
 319.04998779 320.51998901 321.97000122 325.51998901 322.02999878
 324.23999023 326.95001221]"
171,"[326.75       326.69000244 326.23999023 323.91000366 323.82998657
 320.07998657 321.3500061  321.89001465 321.25       320.48001099]"
172,"[322.32000732 328.         326.6000061  328.44000244 325.80999756
 319.67999268 317.98001099 319.23001099 320.64001465 321.54998779
 324.91000366 327.07000732 328.77999878 329.80999756 329.95001221
 331.83999634 332.44000244 331.3500061  335.73001099]"
173,"[333.51000977 335.8999939  333.67001343 333.88000488 338.04998779
 341.98999023 342.1499939  346.07998657 343.75       344.33999634
 344.73999023 343.92001343 349.41000366]"
174,"[349.3500061  346.94000244 348.25       344.73999023 343.05999756
 344.70999146 345.66000366 344.45001221 346.02999878 340.67001343
 341.19000244]"
175,"[344.70001221 351.51998901 350.51998901 352.08999634 349.83999634
 350.6499939  351.45001221 353.73001099 352.55999756 349.23999023
 348.3500061 ]"
176,"[348.76000977 347.66000366 348.70001221 345.45999146 343.16000366
 345.05999756 346.73001099 346.54998779 346.47000122 345.70001221
 347.04998779 344.23001099 344.32998657 345.1000061  348.6000061
 349.1499939  350.86999512 354.70999146 356.94000244 356.97000122]"
177,"[358.77999878 359.79998779 359.13000488 356.98999023 355.39001465
 333.6499939  342.8500061  341.16000366 341.76000977 347.13000488
 347.16000366 344.82998657 343.70001221 342.5        337.92999268
 335.05999756]"
178,"[335.07000732 340.35998535 341.20001221 338.48001099 337.61999512
 332.60998535 334.80999756 338.1499939  336.57000732 339.1000061
 339.54998779 337.98999023 340.54000854 340.57998657 341.60998535
 339.3500061  339.58999634 341.91000366 343.97000122 345.60998535
 345.76998901]"
179,"[343.6000061  345.98999023 350.63000488 351.41000366 349.57998657
 348.54998779 347.58999634 348.69000244 348.55999756 351.73001099
 352.75      ]"
180,"[350.92999268 350.14001465 343.69000244 342.45999146 342.83999634
 344.77999878 347.42001343 346.80999756 348.80999756 350.67001343
 353.3999939  359.69000244]"
181,"[358.76000977 355.67001343 352.20001221 353.79000854 349.61999512
 347.30999756 348.52999878 339.92999268 337.         340.75
 337.3999939 ]"
182,"[338.19000244 339.1499939  330.38000488 331.60998535 330.26000977
 326.07998657 325.79998779 325.20001221 322.98001099 329.07998657]"
183,"[328.79000854 330.92001343 331.8500061  329.66000366 333.75
 332.95999146 333.61999512 330.07998657 331.01998901 332.01000977
 334.89001465]"
184,"[332.72000122 327.98999023 327.67001343 325.70001221 324.1499939
 328.67001343 330.26000977 331.89001465 332.73999023 335.54000854
 333.73999023 337.92999268 336.95001221 340.26998901]"
185,"[337.92999268 338.67001343 336.         336.86999512 338.07000732
 341.91000366 343.52999878 341.57000732 339.73999023 335.69000244
 337.22000122 337.63000488 341.5        342.         340.79000854
 339.94000244 338.70001221 343.64001465]"
186,"[341.08999634 340.73001099 340.07998657 341.36999512 342.07000732
 341.92001343 344.33999634 344.73999023 344.67999268 340.72000122
 338.08999634 335.11999512 331.04998779]"
187,"[330.35998535 332.02999878 332.92001343 329.10998535 330.79998779
 332.25       334.48001099 335.57000732 338.39001465 340.52999878
 342.01000977 342.85998535]"
188,"[343.82000732 352.         354.75       354.27999878 354.
 354.47000122 354.64001465 358.         358.42999268 359.29000854
 358.41000366 354.57998657 360.6499939  360.85998535 361.23001099
 363.16000366 367.3999939 ]"
189,"[366.64001465 364.95999146 363.1499939  358.70999146 361.63000488
 366.25       364.8999939  362.8999939  362.91000366 356.88000488
 358.47000122 359.1000061  360.47000122 355.42999268 352.30999756]"
190,"[352.05999756 355.14001465 357.63000488 358.01998901 359.54000854
 360.16000366 355.67999268 358.42001343 359.51998901 356.48999023
 361.23001099 365.44000244 367.30999756 368.95001221]"
191,"[367.51998901 364.22000122 365.32000732 361.60998535 355.30999756
 355.79000854 357.08999634 355.91000366 353.44000244 355.54998779
 356.1499939  355.51998901 351.48001099 344.85998535 334.42999268
 334.82998657 338.3500061  339.94000244 335.51998901]"
192,"[338.83999634 339.39001465 340.05999756 332.39001465 327.82998657
 328.51000977 321.85998535 316.54998779 307.05999756 311.51000977]"
193,"[321.44000244 321.33999634 324.19000244 318.70999146 322.55999756
 323.08999634 324.39001465 320.45999146 323.3999939  321.63000488
 321.04000854 322.54000854 318.6499939  316.82998657 317.76998901
 318.6000061  316.6000061  311.48001099 311.32000732]"
194,"[304.58999634 308.26000977 305.05999756 300.97000122 306.04998779
 314.94000244 315.20999146 311.3999939  312.69000244 311.5
 313.48001099]"
195,"[305.1000061  300.39001465 295.45999146 300.02999878 303.23001099
 298.92001343 298.76000977 305.73999023 312.48001099 314.76000977]"
196,"[312.35998535 312.6000061  310.17001343 304.70999146 301.88000488
 304.05999756 304.         307.01998901 311.8500061  314.58999634]"
197,"[311.61999512 306.01000977 307.60998535 313.73999023 319.48001099
 317.67001343 320.3999939  317.01998901 317.11999512 319.33999634
 315.30999756 316.02999878 315.1000061  316.51000977 318.1000061
 317.95001221 316.42001343 322.22000122 324.1000061  326.3500061 ]"
198,"[329.92001343 329.07000732 327.75       328.89001465 326.44000244
 330.19000244 329.33999634 326.82000732 326.01998901 330.04998779
 330.20001221 330.11999512 331.75       329.8999939  330.8500061
 328.29000854 328.72000122 330.22000122 326.45001221 321.91000366]"
199,"[321.         315.44000244 314.8999939  311.48999023 314.52999878
 315.23001099 312.48999023 313.73001099 316.17001343 327.97000122
 332.23001099 331.05999756 328.30999756 330.20999146 334.77999878
 336.07000732 336.02999878 335.83999634 340.91000366 343.92999268]"
200,"[343.04998779 348.33999634 351.26000977 358.07000732 356.51998901
 359.3500061  368.57998657 365.5        369.01998901 364.22000122]"
201,"[369.05999756 369.39001465 365.14001465 364.97000122 365.6499939
 367.26000977 362.80999756 367.73999023 367.07000732 370.47000122
 369.32998657 376.72000122]"
202,"[376.17001343 375.91000366 374.95001221 372.95999146 370.02999878
 374.57000732 373.5        373.58999634 372.10998535 366.58999634
 367.92001343 366.57998657]"
203,"[367.48001099 369.82998657 376.29998779 375.3500061  375.22000122
 371.29998779 379.5        378.94000244 379.76998901 375.35998535
 378.66000366 373.55999756 373.1499939  377.63000488 380.3999939
 381.19000244 387.61999512 390.45001221]"
204,"[388.45999146 384.20001221 380.95001221 381.76000977 382.76000977
 379.25       379.01998901 373.66000366 375.33999634 380.29000854
 380.51998901 380.79998779 380.07998657 377.32000732 378.51000977
 383.25       375.73999023 376.76000977 371.61999512]"
205,"[368.57000732 372.19000244 372.39001465 372.27999878 375.3500061
 376.19000244 374.95999146 377.48999023 381.94000244 382.79000854
 386.95999146]"
206,"[389.82998657 388.05999756 387.73999023 385.08999634 383.63000488
 379.42999268 378.57000732 381.04998779 376.6499939  377.63000488]"
207,"[382.29000854 380.13000488 378.58999634 375.08999634 375.42001343
 377.75       370.94000244 370.6499939  371.58999634 374.3999939
 371.16000366]"
208,"[377.92001343 377.47000122 373.32998657 374.07998657 377.94000244
 376.10998535 375.73999023 376.97000122 380.25       382.39001465
 381.54000854 381.17999268 385.36999512]"
209,"[384.22000122 382.88000488 379.42001343 378.64001465 380.95999146
 380.92999268 383.1499939  386.69000244 387.80999756 387.11999512
 387.17999268 385.05999756 390.61999512 390.55999756]"
210,"[389.32000732 387.11999512 388.01998901 389.61999512 389.8999939
 389.32998657 385.57998657 376.47000122 379.42999268 390.58999634
 391.32998657 394.17001343]"
211,"[393.8500061  393.05999756 396.64001465 396.47000122 395.42999268
 392.1499939  389.97000122 389.14001465 389.1000061  388.57000732
 384.55999756]"
212,"[385.08999634 387.33999634 383.58999634 385.77999878 385.5
 386.94000244 387.55999756 387.92001343 385.92001343 387.70999146
 386.88000488 386.48999023 385.8999939  387.85998535 389.20001221
 388.26000977 384.47000122 381.25       379.5        380.67001343
 376.79998779]"
213,"[380.54998779 381.45001221 386.47000122 391.01000977 392.79998779
 391.92001343 392.5        390.01998901 387.82998657 387.94000244
 385.07000732]"
214,"[384.20001221 389.51998901 391.48001099 392.95999146 392.45001221
 391.32000732 390.27999878 388.70999146 389.97000122 393.72000122
 392.89001465 393.11999512 396.73999023]"
215,"[397.41000366 397.1499939  382.61999512 385.23999023 379.42001343
 378.52999878 380.05999756 376.14001465 375.33999634 377.95999146]"
216,"[376.54998779 375.22000122 381.3999939  380.95999146 380.07000732
 377.39001465 379.1000061  378.26000977 377.8999939  377.70001221
 381.54998779 384.47000122 384.45999146 382.73999023 383.48001099
 382.51998901 387.04000854 396.82000732 399.32998657 404.83999634]"
217,"[406.45999146 415.14001465 417.08999634 417.26000977 419.33999634
 417.95999146 417.3999939  418.1000061  417.60998535 415.1000061
 414.33999634]"
218,"[420.44000244 420.76998901 418.20999146 418.85998535 416.35998535
 412.64001465 418.13000488 414.95999146 415.48001099 414.98999023
 414.95999146 410.33999634 411.61999512 408.77999878]"
219,"[409.52999878 413.8500061  413.83999634 413.82000732 411.08999634
 413.76998901 413.76000977 417.13000488 413.69000244 412.48001099]"
220,"[407.38000488 408.26000977 413.8999939  411.42999268 412.26998901
 410.45001221 415.3500061  413.85998535 412.70001221 412.45001221
 412.8500061  409.32998657]"
221,"[406.51000977 404.44000244 405.20999146 406.89001465 404.02999878
 403.89001465 405.83999634 406.39001465 409.57998657 409.1499939
 409.79998779 411.29998779]"
222,"[409.91000366 408.88000488 407.51998901 407.85998535 403.5
 403.         403.69000244 404.23001099 400.5        401.54998779
 405.58999634 398.05999756 394.5       ]"
223,"[400.64001465 404.29000854 406.07998657 412.39001465 416.27999878
 416.04000854 410.17999268 410.26000977 409.80999756 411.6000061
 409.01998901]"
224,"[408.45001221 409.10998535 412.01998901 414.95001221 412.52999878
 416.91000366 416.83999634 416.79000854 415.8500061  416.04998779
 418.48999023]"
225,"[416.29000854 416.45001221 413.14001465 410.08999634 412.80999756
 416.36999512 415.39001465 412.6000061  414.01998901 411.41000366
 412.17001343 416.73999023 415.3500061  417.29998779 413.5
 414.58999634 413.26000977 413.48001099 413.35998535 410.05999756
 407.25      ]"
226,"[409.04998779 409.76000977 410.29000854 408.32000732 402.26000977
 400.95999146 403.67001343 403.3999939  404.04000854 403.83999634
 403.11999512]"
227,"[403.45001221 408.94000244 408.14001465 412.88000488 411.76998901
 413.83999634 409.16000366 410.27999878 414.23001099 414.61999512
 414.86999512 417.67999268]"
228,"[417.1000061  417.54000854 415.61999512 413.75       413.76000977
 410.92999268 412.07998657 411.6000061  411.54000854 417.51998901
 422.23001099 423.92001343 424.20999146 425.08999634]"
229,"[424.35998535 422.19000244 420.58999634 418.88000488 419.42001343
 418.8999939  417.77999878 417.73001099 419.91000366 420.73999023
 421.33999634 418.19000244 418.26000977 414.8500061  410.72000122
 411.60998535]"
230,"[413.51000977 413.52999878 414.83999634 414.02999878 416.07000732
 417.98001099 417.98001099 417.07998657 414.44000244 416.35998535
 419.95001221]"
231,"[419.57998657 425.26998901 419.76998901 419.92001343 419.92999268
 422.92999268 422.14001465 417.14001465 417.44000244 418.47000122
 414.3500061  416.61999512 416.79998779 417.79998779 416.29000854
 410.47000122 407.57000732]"
232,"[407.17999268 404.25       407.75       402.66000366 407.44000244
 409.29998779 409.36999512 409.6000061  411.73001099 414.98001099
 415.48001099 415.67001343 414.8999939  414.1000061  418.16000366]"
233,"[418.48999023 420.13000488 420.85998535 418.67999268 422.75
 419.92001343 417.10998535 418.33999634 417.57998657 418.58999634
 418.61999512 422.20001221 422.86999512 422.42999268 420.67999268
 419.26998901 422.8500061  423.60998535 426.6499939  425.11999512
 427.58999634]"
234,"[429.19000244 430.16000366 431.3500061  430.77999878 429.89001465
 429.91000366 432.05999756 435.30999756 436.98999023 435.6499939 ]"
235,"[434.64001465 433.73001099 432.83999634 432.57000732 431.51998901
 435.42999268 441.27999878 440.70001221 440.30999756 439.02999878
 439.76998901]"
236,"[439.1499939  437.98001099 438.82000732 435.70999146 435.38000488
 434.33999634 434.51998901 430.73001099 429.04998779 430.95001221]"
237,"[431.04000854 433.02999878 435.94000244 437.1499939  436.83999634
 435.13000488 433.36999512 435.48999023 436.10998535 440.01000977
 439.95001221 438.10998535 438.66000366 438.77999878 442.51998901
 442.54998779 447.20001221]"
238,"[449.55999756 448.92999268 447.8500061  445.32998657 446.23001099
 447.66000366 444.57998657 433.91000366 433.29998779 431.8999939
 434.22000122 435.23999023 434.79998779]"
239,"[440.86999512 442.33999634 443.38000488 442.01000977 447.8999939
 449.26000977 447.33999634 446.10998535 454.70999146 454.3999939
 456.32998657]"
240,"[453.72000122 449.82998657 451.42999268 451.36999512 448.30999756
 451.89001465 450.17999268 448.88000488 448.76000977 448.07000732]"
241,"[450.88000488 447.77999878 450.76998901 451.97000122 451.67001343
 450.29998779 441.39001465 442.29000854 441.16000366 442.73001099
 441.83999634]"
242,"[448.36999512 449.22000122 448.66000366 448.3999939  448.94000244
 447.45999146 445.1000061  443.63000488 439.45999146 437.02999878]"
243,"[433.54000854 438.01000977 438.01998901 438.89001465 440.19000244
 442.45999146 444.04998779 444.51998901 443.26000977 442.30999756
 442.79998779 444.35998535 444.79998779]"
244,"[439.23001099 439.55999756 440.36999512 440.32000732 447.57000732
 450.58999634 445.83999634 448.         448.8500061  453.44000244
 452.41000366 450.19000244 453.82998657 453.8500061  452.48999023
 450.05999756 447.69000244 444.70999146]"
245,"[445.77999878 445.38000488 447.26000977 447.70999146 446.26998901
 447.42999268 448.54000854 443.67999268 446.22000122 445.92999268
 443.19000244 446.61999512 447.6000061  451.8500061 ]"
246,"[450.69000244 450.52999878 449.01998901 445.83999634 441.42999268
 442.82998657 448.64001465 448.10998535 448.98001099 448.08999634
 450.07998657 449.22000122]"
247,"[445.75       446.02999878 447.30999756 447.17999268 444.51000977
 447.1000061  449.08999634 448.23999023 447.19000244 450.23999023]"
248,"[448.13000488 450.1499939  449.26998901 448.54000854 448.13000488
 448.67999268 450.72000122 449.45001221 450.45999146 448.95999146
 450.14001465 452.38000488 453.13000488 456.04000854 456.42999268
 456.16000366 455.23001099 459.76998901 460.13000488]"
249,"[461.04000854 460.54000854 461.8999939  463.55999756 463.1499939
 461.29998779 461.33999634 458.51998901 456.6499939  457.5       ]"
250,"[461.72000122 462.05999756 459.8999939  461.6000061  459.42999268
 458.82998657 455.04998779 452.95001221 456.20001221 457.73999023
 457.63000488 461.79998779 461.52999878 460.10998535 458.92999268
 461.27999878 461.33999634 461.20001221]"
251,"[460.73999023 459.17999268 460.30999756 460.88000488 461.11999512
 461.48999023 466.82998657 469.5        468.45001221 466.20999146
 466.07000732 465.35998535 463.26998901]"
252,"[464.20001221 464.29998779 464.60998535 467.73001099 467.82998657
 469.1000061  468.44000244 463.01998901 457.48999023 459.57000732]"
253,"[460.20999146 460.32998657 463.72000122 462.64001465 465.39001465
 463.75       466.73999023 464.80999756 463.61999512 462.6000061 ]"
254,"[459.13000488 461.02999878 462.35998535 463.05999756 461.8999939
 461.79000854 461.89001465 463.10998535 464.89001465 466.42999268
 466.76000977]"
255,"[466.29000854 464.17999268 463.92999268 465.70001221 463.05999756
 461.83999634 463.33999634 466.38000488 465.8500061  465.29998779
 467.32000732 467.38000488 470.54000854 470.94000244]"
256,"[470.57998657 468.64001465 466.45001221 465.44000244 466.89001465
 467.54998779 467.11999512 469.8999939  475.26998901 474.13000488
 474.17001343 472.47000122 474.91000366]"
257,"[473.29998779 474.25       474.29998779 474.98001099 474.72000122
 471.97000122 470.92001343 473.20001221 477.04998779 478.70001221
 481.60998535 479.61999512 482.        ]"
258,"[480.70999146 469.80999756 471.76000977 471.04998779 472.76998901
 468.92999268 470.17999268 470.23001099 472.51998901 472.79000854
 470.33999634 467.69000244]"
259,"[471.45999146 470.69000244 464.26000977 466.07000732 467.14001465
 464.44000244 464.80999756 463.01000977 464.73999023 466.91000366
 465.88000488 467.05999756 463.8999939 ]"
260,"[466.44000244 467.39001465 467.01000977 469.42001343 470.8999939
 471.05999756 468.54000854 468.79998779 468.54000854 464.3500061
 460.57998657 460.         452.48001099]"
261,"[445.54998779 445.76998901 438.92001343 448.29000854 448.04998779
 450.88000488 447.1000061  449.86999512 447.57000732 446.26000977
 446.38000488 446.17999268 442.45999146 442.54000854 441.95999146
 448.73001099 447.63000488 452.70999146]"
262,"[451.86999512 449.1000061  450.91000366 453.01998901 453.02999878
 451.72000122 451.38000488 447.82000732 442.32000732 446.01000977
 441.48999023]"
263,"[443.75       444.14001465 444.48999023 449.36999512 453.69000244
 456.48001099 454.92001343 453.20001221 454.80999756 456.33999634]"
264,"[457.05999756 457.32998657 456.5        457.63000488 457.6499939
 460.13000488 458.88000488 458.20999146 457.05999756 457.85998535
 458.67001343 459.1000061  462.36999512 460.60998535 461.92999268
 458.45001221 455.48001099 451.33999634 453.08999634 449.63000488
 442.79998779]"
265,"[447.30999756 446.07000732 447.63000488 444.26998901 446.20001221
 446.36999512 446.13000488 448.38000488 449.54998779 448.05999756
 447.95001221 448.73001099 453.41000366 454.16000366 455.22000122]"
266,"[453.85998535 451.6000061  452.60998535 453.10998535 454.25
 453.35998535 452.57000732 454.23999023 458.26000977 461.01000977
 460.55999756 461.45001221 458.3999939  457.08999634 457.89001465
 457.92001343 460.29998779 458.88000488 461.94000244 461.23001099
 465.01000977]"
267,"[465.17001343 463.17001343 463.67999268 462.32000732 464.51000977
 469.02999878 468.07998657 473.79998779 474.58999634 476.07000732]"
268,"[475.48999023 473.17001343 470.98999023 471.85998535 470.98999023
 473.14001465 468.17999268 466.20999146 467.51000977 468.79998779]"
269,"[474.80999756 471.19000244 470.8500061  463.35998535 461.45999146
 461.26998901 459.67001343 460.82000732 462.04998779 464.83999634
 462.23999023 462.70999146 461.73999023 454.58999634 453.51998901
 452.35998535]"
270,"[455.1000061  459.04000854 465.79000854 465.47000122 467.79000854
 469.1000061  468.95999146 467.66000366 470.27999878 466.8500061
 464.89001465 460.82998657]"
271,"[461.52999878 462.61999512 465.8500061  473.76998901 472.3500061
 468.42001343 466.51000977 467.91000366 462.27999878 463.07000732
 465.6499939  465.3999939  464.36999512 462.3500061  466.04000854
 465.02999878 465.61999512 463.57000732 461.47000122 458.29998779
 450.08999634]"
272,"[449.92999268 452.29000854 454.16000366 455.17001343 453.69000244
 448.92001343 453.29998779 453.32000732 453.10998535 451.23001099
 445.45001221 446.95999146 449.47000122 450.1499939  454.97000122
 455.33999634 458.79998779 457.91000366 457.1000061  459.60998535
 459.67999268]"
273,"[459.82998657 462.47000122 460.85998535 461.17001343 459.26998901
 459.10998535 460.70999146 460.33999634 460.67999268 460.82998657
 461.67999268 461.66000366 461.64001465 465.97000122 469.38000488
 470.04998779 469.70999146]"
274,"[466.95001221 464.77999878 465.82000732 465.85998535 467.44000244
 468.32000732 470.39001465 468.51000977 470.42001343 470.3999939
 472.79000854 478.6499939  481.14001465 480.80999756 481.19000244
 480.19000244]"
275,"[481.45999146 481.6499939  482.54998779 484.54000854 485.22000122
 481.97000122 482.72000122 485.07000732 486.91000366 488.10998535]"
276,"[483.80999756 487.39001465 485.6499939  485.13000488 485.42001343
 485.63000488 482.11999512 483.14001465 483.16000366 489.57000732
 490.04998779 492.89001465 491.88000488 495.41000366]"
277,"[495.51998901 496.14001465 495.07000732 495.67001343 495.95001221
 500.97000122 503.20001221 503.8999939  503.11999512 502.22000122
 500.70999146 501.8500061  505.23999023 505.57000732 506.07998657
 506.42001343 507.01000977 505.52999878 507.17001343 509.23001099]"
278,"[506.13000488 505.36999512 504.92001343 505.29000854 508.48999023
 512.89001465 512.09997559 512.65997314 513.54998779 514.71002197
 514.26000977 514.85998535 520.47998047 520.53997803 520.11999512
 523.96002197 523.55999756 524.35998535 524.36999512]"
279,"[525.54998779 527.73999023 528.19000244 527.07000732 519.58001709
 519.19000244 523.65002441 528.59002686 528.60998535 528.59002686
 523.65002441 523.58001709 533.40002441 533.48999023 532.51000977
 535.59997559 535.54998779]"
280,"[533.13000488 532.34997559 527.94000244 530.88000488 536.04998779
 536.4699707  537.11999512 539.83001709 545.2199707  544.97998047
 543.97998047 551.07000732]"
281,"[549.71002197 544.13000488 542.42999268 544.72998047 543.86999512
 544.75       547.09002686 547.26000977 553.98999023 556.36999512
 557.19000244 554.7800293  560.89001465 561.         559.89001465
 562.7199707 ]"
282,"[558.46002197 550.97998047 553.53997803 553.61999512 556.63000488
 561.09997559 561.60998535 565.2199707  562.92999268 562.05999756]"
283,"[559.64001465 558.79998779 558.75       558.94000244 560.0300293
 560.39001465 559.71002197 557.45001221 555.10998535 559.73999023
 558.57000732 559.9699707 ]"
284,"[559.03997803 559.21002197 558.10998535 559.52001953 557.14001465
 557.46002197 560.09997559 559.04998779 560.         560.91998291
 561.88000488 563.84002686 569.16998291 570.16998291 570.28997803
 572.67999268 573.90997314 576.51000977 578.77001953 583.60998535]"
285,"[583.34997559 582.77001953 584.20001221 586.77001953 583.
 581.72998047 581.80999756 581.40997314 581.03997803 585.86999512
 584.40997314 581.7199707  582.34002686 581.4699707  582.63000488
 582.48999023 578.36999512 577.52001953]"
286,"[579.46002197 583.09997559 584.5        583.0300293  586.7800293
 587.44000244 590.65002441 587.46002197 585.05999756 586.53997803
 582.4699707  576.7199707  579.70001221 583.25       581.5
 584.2199707  589.7199707  590.57000732 588.46002197 586.32000732
 591.71002197]"
287,"[593.26000977 592.7199707  592.29998779 589.28997803 593.96002197
 597.34002686 600.07000732 596.84997559 600.23999023 598.40002441
 599.9699707  601.32000732 606.45001221 607.64001465 605.36999512
 606.97998047 613.67999268 617.67999268 620.17999268]"
288,"[616.16998291 617.47998047 619.52001953 618.7800293  621.69000244
 616.91998291 616.34002686 606.80999756 611.92999268 605.94000244]"
289,"[610.48999023 611.95001221 614.29998779 614.5300293  614.11999512
 615.92999268 620.72998047 621.32000732 617.70001221 616.71002197]"
290,"[618.46002197 609.45001221 598.47998047 602.69000244 601.80999756
 599.82000732 608.44000244 606.36999512 608.23999023 611.83001709
 613.40002441 612.78997803 619.96002197 617.0300293  621.61999512
 624.2199707  630.15002441 636.02001953]"
291,"[638.46002197 635.84002686 641.42999268 646.33001709 649.92999268
 656.07000732 656.36999512 661.45001221 660.51000977 655.58001709]"
292,"[651.32000732 647.97998047 640.65002441 648.09997559 658.85998535
 659.08001709 650.46002197 647.23999023 644.75       640.42999268
 644.36999512 650.80999756 655.78997803]"
293,"[652.         653.65002441 633.5        640.02001953 637.09002686
 638.54998779 640.86999512 641.42999268 652.65002441 651.69000244
 649.97998047 649.19000244 650.61999512 650.03997803 652.9699707
 648.90997314 648.94000244 645.5        653.72998047 655.26000977
 655.88000488]"
294,"[655.85998535 644.23999023 642.19000244 633.5        631.17999268
 636.71002197 642.48999023 645.         641.60998535 643.60998535
 645.07000732 647.89001465 651.58001709 650.16998291 652.86999512
 653.46002197 654.15997314]"
295,"[654.16998291 654.58001709 643.38000488 641.63000488 640.80999756
 638.26000977 644.77001953 645.44000244 652.09002686 661.51000977
 665.59997559 665.41998291 664.84997559 668.90997314 673.15002441
 672.76000977 678.41998291]"
296,"[676.         678.51000977 672.22998047 667.92999268 671.70001221
 669.11999512 667.67999268 672.55999756 678.44000244 673.0300293
 673.30999756 672.15997314 670.9699707  669.03997803 667.91998291
 665.84997559 665.15997314 662.05999756 661.96002197]"
297,"[662.09997559 666.84002686 668.84997559 668.47998047 664.39001465
 668.54998779 670.63000488 675.88000488 673.60998535 672.40002441
 657.44000244 652.53997803 654.75       656.05999756 645.66998291
 646.19000244 629.79998779 628.36999512]"
298,"[634.07000732 643.55999756 638.72998047 633.77001953 626.86999512
 626.65002441 631.16998291 635.90002441 630.90997314 635.26000977
 639.95001221 650.02001953 662.48999023]"
299,"[660.22998047 662.38000488 664.15997314 662.59002686 662.09997559
 665.77001953 660.20001221 662.04998779 662.2800293  665.21002197
 666.58001709 665.69000244 665.07000732 670.67999268]"
300,"[667.0300293  663.88000488 666.40002441 664.80999756 657.40002441
 651.98999023 654.7199707  655.60998535 649.44000244 655.67999268
 663.76000977 663.80999756 667.2800293  671.15002441 680.53997803
 683.97998047]"
301,"[682.94000244 681.4699707  683.         687.0300293  686.47998047
 685.60998535 685.83001709 685.85998535 686.19000244 687.33001709
 689.08001709 694.01000977 692.7800293  701.46002197 703.34002686
 700.64001465]"
302,"[696.73999023 694.60998535 700.65997314 703.53997803 702.57000732
 704.40997314 706.98999023 710.82000732 709.84997559 706.57000732]"
303,"[707.27001953 702.28997803 700.91998291 697.26000977 701.5
 700.90002441 705.27001953 703.77001953 706.72998047 714.14001465
 724.59002686 727.65002441 730.82000732]"
304,"[731.86999512 729.55999756 731.13000488 735.88000488 737.61999512
 737.02001953 742.15997314 743.95001221 742.75       748.72998047
 757.0300293 ]"
305,"[755.96002197 755.         757.02001953 756.55999756 748.2800293
 745.09997559 744.38000488 739.59997559 749.76000977 747.53997803
 740.72998047 729.29998779 728.64001465 720.97998047]"
