,0
146,"[22.03590393 21.94100952 21.66354942 21.57413483 21.75968933 21.84486961
 21.92706108 22.11411095 21.97538185 22.0779953  22.25383759 22.54275322
 22.54648972 22.56517029 22.92008972]"
147,"[22.98883247 23.03092384 22.90439987 22.87799835 22.68198204 22.33129692
 22.68247986 22.51062584 22.48820877 22.10962868 22.05109787 21.97438431]"
148,"[22.18982697 22.11087227 22.52108574 22.57961655 22.54051208 22.33054924
 22.18310165 22.23316574 22.17712593 22.05508232 21.94898033 21.66404724]"
149,"[21.41124535 21.34275246 21.56043625 21.55470848 21.65209389 21.76118469
 21.67400932 21.57886696 21.17438316 21.13453293 21.30588913 21.09343719
 21.42917824 21.70937729 21.90688705 21.90738678 22.11834526 22.13378716
 22.32108498]"
150,"[22.24312782 22.14374924 22.11112213 22.0700264  22.49866867 22.37587929
 22.49343872 22.07974052 22.08820724 21.84885406 21.87226677 21.82793427
 21.8159771  22.0921936  22.11685181 21.82046127 21.72731018 21.56267738
 21.26205444]"
151,"[21.3166008  21.62494469 21.71834373 21.82095909 21.96790886 22.36691284
 22.13677597 25.19082832 24.98883629 25.08098984 25.68896103]"
152,"[25.5430088  25.28522491 25.28024292 25.80926132 25.66430473 25.66828918
 25.58011818 25.55695534 25.44263458 25.47327042 25.1046524 ]"
153,"[25.30589676 25.17040443 25.20004463 25.71536255 25.7841053  25.74251175
 25.69244766 25.53429031 25.46231079 25.75521278 25.70091629 26.05060577
 26.36144066 26.47850227 26.39083099 26.26355743 26.23317146 26.35571289
 26.33479118 26.64687157 26.85284805]"
154,"[27.01523972 26.83167839 26.6491127  26.42071915 26.7243309  26.6466217
 27.01748276 27.05409431 27.41275024 27.77339745 27.69220352 27.83217812]"
155,"[27.85559082 27.63292503 27.91312408 27.72408295 27.52184105 27.82869148
 28.36517906 28.42420959 28.15048409 28.14899063 27.96966362 28.62769508
 28.60826874 28.79755974]"
156,"[28.65584183 28.98386192 29.01673889 28.89419746 27.99083328 27.42794228
 27.97040939 27.56966209 28.27875328 29.41399956 28.2299366  28.3477459
 28.47327423 28.89071083 29.32607841 29.21375084 29.64338875 29.55646515
 29.88548279 29.95771027 30.15895653]"
157,"[29.94625473 29.99033928 29.98236847 30.19955444 30.38610458 30.39034081
 30.36642838 30.27776146 29.95497131 30.25933075 30.34276772 30.37639236
 30.25634193 30.17614174 29.88772392 30.06979179 29.61549377 29.21051216]"
158,"[29.69120979 30.16842079 29.86929321 29.81723785 29.46555519 28.84015083
 28.85982513 28.19357491 27.84654617 27.92283821 27.77225113]"
159,"[28.28035545 28.27237892 28.4090023  27.08264542 26.83382797 27.66903496
 28.12977028 26.97344398 26.45736122 26.55309868 26.74856186 27.75081062
 26.73160744 26.35863113 26.66728592 26.27486229 26.18610573 25.73833466
 25.78670311]"
160,"[26.31275749 26.2609005  26.49475861 26.32422638 26.31824303 25.68647766
 25.42818642 25.48004532 25.86548615 26.42345428 26.58152008 26.26040268
 25.92781448 25.96022606 26.37059975 26.41597557 26.87322044 27.17838287
 27.55933571 28.2200222 ]"
161,"[28.00710678 27.9273262  27.9178524  27.6206665  27.17239761 27.15843773
 27.61917114 27.74033928 28.0290451  27.9507618  27.86549568 27.49202156
 27.51246452 27.13948822 27.07616234 27.59274483 27.66903496 27.74183464
 28.17015839 28.15370369 28.85328293]"
162,"[28.72114563 28.78297615 28.68524551 29.05373383 29.03702927 29.15645027
 29.03278923 28.47631836 28.7251358  28.47681618 28.87971115 29.16343117
 29.15894318 29.0532341  28.60795784 29.67253494 29.39280128 29.65558052
 29.71741104]"
163,"[29.58627129 29.37036324 29.44914627 29.20033073 29.29058266 28.50174713
 28.22600555 28.57903671 28.17614174 28.24116325 28.09087563 28.36063576
 28.31625748 28.0594635  28.66031265]"
164,"[28.65383148 28.59549141 29.02830315 29.26265907 29.14448357 29.0886364
 29.04824829 28.9305706  28.81389046 28.47183037 28.38207626 28.50174713]"
165,"[28.78746414 28.81788063 29.01932716 29.22376633 29.40526772 28.97096062
 29.07517433 28.98791313 28.70219803 28.57654381]"
166,"[28.91810417 29.15844536 29.38282967 29.72239685 29.28808975 28.97694397
 29.31900406 28.67427444 28.77599525 28.7390976  28.7889595  28.3357048
 28.42595673]"
167,"[28.68524551 28.78846169 28.10982323 28.54662514 27.96721649 27.14995956
 26.58750343 26.82335663 26.42893982 26.15369415 25.48852158]"
168,"[25.9706974  26.25491714 26.56257248 27.12453079 26.91510582 26.96446991
 27.36985588 27.39129639 27.44016266 27.87746239]"
169,"[27.68499184 27.62964249 27.22126389 27.02779579 26.97643661 27.2995491
 27.43916512 27.29057312 27.19433784 27.14547157 26.75205231 26.67825508
 26.77598763 26.66828156 26.8014164  26.88967323 26.97992706 26.94452477
 27.01732445 26.61692238 26.61442947]"
170,"[26.49326324 26.7919426  26.19109154 26.27685738 26.59548187 26.23098373
 26.34467125 25.8619957  25.61966133 24.70168114]"
171,"[25.17538071 25.48503113 25.74681282 26.17164612 26.4568634  26.36611176
 26.62839127 26.44389725 26.44838524 26.24793625 26.16865349 25.62315178]"
172,"[25.02928162 24.9864006  25.06518364 24.74057579 24.56007004 24.74107361
 24.97493172 25.02080536 25.33444405 25.27560616 25.83108139 26.64634132]"
173,"[26.92358017 26.68722916 25.86050034 25.4301815  25.4630909  26.6528244
 26.35165215 26.38954735 26.06643486 26.30677414 26.47730637 26.31924057
 26.77349281 26.72512627 27.07217216 27.37534142]"
174,"[27.06768608 26.91111565 27.06918144 26.87371826 26.52268219 26.73110962
 27.11904526 27.69795418 27.84355545 28.48878479 28.60346985 28.59000587
 28.68773842]"
175,"[28.30653381 28.36462593 27.67452049 27.4835434  27.69945145 27.29107285
 27.64958763 27.46659088 27.89840508 27.82311249]"
176,"[27.94128609 27.86399841 28.43144035 27.86275291 27.68249893 27.3419323
 27.5259285  27.32497978 27.05372429 26.70318604 26.76476669 26.77748108
 27.00635338 26.96496773 26.9265728  26.88468742 26.44688988]"
177,"[26.5535965  26.61692238 26.13075829 26.69570732 26.62540054 26.89441109
 27.27511597 28.17564392 27.76849937 27.68400002]"
178,"[27.45400047 26.86700058 26.89500046 27.03899956 26.54000092 26.21100044
 26.53499985 26.9109993  26.78499985 26.45199966 26.4810009  26.92000008]"
179,"[26.69249916 26.61499977 26.86800003 26.96349907 27.12549973 27.00550079
 26.61599922 26.98950005 26.98900032 26.60549927 26.69949913 26.95899963
 27.01549911 26.83499908 26.66650009 26.34149933 26.33449936]"
180,"[26.83449936 26.73049927 26.61650085 26.36000061 26.40749931 26.46299934
 26.83650017 26.83449936 26.90950012 27.02400017 26.8920002  26.7614994
 26.58449936 26.07600021 26.02549934 26.09199905 26.17000008 26.14299965
 26.25099945 25.84149933]"
181,"[26.0340004  26.50650024 27.32749939 28.05500031 28.01099968 28.99250031
 33.64649963 33.15100098 33.11500168 33.10499954]"
182,"[32.2140007  31.1779995  31.36300087 31.39999962 31.5965004  31.62949944
 31.28050041 31.56049919 31.46249962 32.18899918 32.13399887 31.76499939
 31.68650055 33.03900146 32.97800064 32.82249832 32.85599899 33.04349899]"
183,"[32.80649948 33.04499817 32.34149933 30.62400055 29.48049927 29.10300064
 31.43099976 31.88050079 31.5189991  30.91250038 29.88949966]"
184,"[30.71699905 30.3125     30.03499985 30.7329998  30.63599968 31.06749916
 31.28849983 31.16200066 31.75699997 31.79899979 32.14500046]"
185,"[31.46249962 31.77199936 31.1345005  31.11800003 31.29000092 30.5984993
 29.74449921 29.74850082 30.42099953 30.56450081 31.34550095 32.07350159
 32.27199936 32.11800003 31.95800018 32.18050003 32.33349991 32.61500168
 32.55799866 33.0870018 ]"
186,"[33.11000061 33.30500031 32.51399994 32.13050079 32.58950043 35.09999847
 35.63899994 35.42449951 35.64749908 35.84600067 35.54050064 36.05550003
 36.10800171 36.4054985  36.5625     36.68799973]"
187,"[36.24449921 36.41600037 36.77000046 36.56150055 35.84999847 36.44800186
 36.26499939 37.         36.92050171 37.83000183 37.79899979 37.41400146
 37.40750122 37.51300049 37.13000107 38.35200119]"
188,"[38.11899948 37.6269989  38.34049988 38.16249847 38.11849976 37.58050156
 37.47299957 36.94350052 37.38850021 37.16999817]"
189,"[37.90449905 37.4715004  36.96549988 37.38850021 37.5        37.51549911
 37.41999817 38.12549973 38.83000183 38.54999924 37.94400024 37.09199905
 37.12900162 37.18099976 36.31949997 35.7234993  35.80149841]"
190,"[36.30350113 35.02799988 35.73600006 34.72249985 35.08950043 34.92250061
 35.32949829 36.26250076 35.58349991 35.65200043 34.99950027 36.54800034
 37.14749908 37.59999847 38.23249817]"
191,"[36.34749985 35.40050125 34.17850113 34.13700104 33.9054985  34.20600128
 34.1554985  34.11999893 34.54999924 35.41999817 34.86750031 35.04550171]"
192,"[35.32300186 34.79249954 34.97800064 35.28749847 35.25350189 34.88850021
 35.94049835 35.94250107 35.62099838 35.54449844 34.75799942 34.69850159
 35.26200104 35.64099884 36.3409996  36.5245018  36.41650009 36.80450058
 36.88899994 36.88000107 37.10449982]"
193,"[37.03749847 36.90299988 36.76499939 36.67649841 37.23849869 37.5265007
 37.24750137 37.49549866 37.26449966 36.88999939 37.28450012 37.01399994
 36.95750046 36.80500031 37.15449905 37.58599854 37.65999985 37.95000076
 38.33050156]"
194,"[37.69649887 37.63349915 37.95700073 35.93849945 36.15750122 35.4070015
 35.29199982 34.55099869 34.65050125 34.91049957]"
195,"[34.61800003 34.78499985 35.07149887 35.55599976 35.64500046 36.1590004
 35.76449966 35.66550064 35.54150009 35.82450104 35.31150055 35.33150101
 35.01599884 35.48699951 35.2120018  36.00450134 36.26350021 36.20600128
 36.63299942 36.7859993 ]"
196,"[36.70750046 36.52000046 36.11700058 35.82749939 35.83250046 36.41400146
 36.42900085 35.97050095 35.91799927 35.91350174 35.94599915 35.51800156
 34.58599854]"
197,"[34.6855011  34.79700089 34.8730011  35.09349823 33.76100159 33.4129982
 34.0019989  34.20550156 34.60499954 34.96049881 34.74750137 34.88850021
 34.76800156 35.28150177 35.75450134 36.0320015  35.84899902 36.04750061
 35.99250031 36.68899918 36.84799957]"
198,"[37.05950165 36.93149948 37.13700104 36.98849869 36.92100143 37.08850098
 37.29550171 38.4394989  38.64400101 38.55350113 38.6590004 ]"
199,"[38.58050156 39.11100006 39.08800125 39.21300125 39.23400116 39.24250031
 39.1609993  39.12200165 38.85699844 38.99549866 38.875      38.77099991
 38.60749817 38.60400009 38.48199844 38.47050095 38.47700119 38.60749817]"
200,"[38.45449829 38.35250092 38.43899918 38.57300186 39.00400162 39.01750183
 38.76599884 37.98300171 38.45100021 37.98450089 38.12450027]"
201,"[38.58800125 38.44400024 38.28499985 38.57049942 38.81100082 39.36050034
 39.34500122 38.71049881 39.15050125 39.07799911 38.75049973]"
202,"[38.86449814 38.62799835 38.82149887 38.82350159 38.8429985  38.75400162
 39.29700089 39.1534996  39.30699921 38.90950012 38.92649841 38.9980011
 39.76300049 40.07500076 39.8484993  39.96849823 40.6554985 ]"
203,"[40.38349915 39.95349884 39.76750183 39.76850128 39.22700119 39.18050003
 38.43500137 38.10649872 38.10100174 39.12599945 39.52550125 39.26549911
 38.12799835 37.70100021 36.80400085]"
204,"[37.92449951 38.22399902 38.56150055 38.02700043 38.45999908 38.41350174
 38.04949951 38.08399963 38.41199875 38.54199982 37.90200043 37.39599991
 37.52500153 38.12599945 37.95550156 38.55950165 38.82099915 39.46450043
 39.46350098 39.80500031 39.85350037]"
205,"[39.89250183 39.54000092 39.70999908 39.82099915 39.72800064 39.56299973
 39.49549866 39.57749939 39.25249863 39.13949966 38.5909996 ]"
206,"[39.30699921 39.34500122 39.70100021 40.30749893 40.33250046 40.23949814
 40.39550018 40.31800079 40.39400101 40.23049927 40.30350113 40.10874939
 40.25099945 40.96549988 41.19350052 41.78350067]"
207,"[41.60749817 41.16550064 40.11600113 39.83950043 39.78475189 39.92649841
 40.07450104 40.06700134 40.3484993  40.41899872 40.47800064 40.68349838]"
208,"[40.9620018  41.02249908 40.94900131 41.20800018 41.4034996  41.58300018
 41.5379982  41.56650162 41.43199921 41.4640007  41.16049957]"
209,"[41.76200104 41.53150177 41.45399857 41.38899994 41.59550095 41.76850128
 41.93399811 42.16249847 42.27700043 42.28099823 42.36000061 42.43899918
 42.60599899]"
210,"[42.41999817 41.52299881 41.47949982 40.87900162 40.7215004  40.9754982
 41.04600143 41.57049942 41.57500076 41.47800064]"
211,"[41.92750168 41.72850037 41.57049942 41.39400101 41.23350143 41.23649979
 41.16749954 41.2159996  41.1780014  41.85850143 41.8409996  41.91049957
 42.08250046 42.15950012 43.13800049 43.61500168 43.58649826 43.71250153
 45.29800034]"
212,"[45.62850189 45.8219986  46.35200119 46.58300018 46.35649872 46.71500015
 46.60850143 46.43899918 46.52999878 46.61100006 46.85400009 47.15000153]"
213,"[45.98099899 46.51200104 46.70050049 47.0929985  47.44100189 47.7480011
 48.47700119 48.57350159 48.79399872 48.24300003 48.34749985 48.77999878]"
214,"[49.18399811 48.82849884 49.04700089 49.17050171 47.49150085 47.14500046
 47.66999817 47.5379982  47.1155014  46.98899841 47.86849976 47.53150177
 47.97249985]"
215,"[47.85449982 48.27949905 47.61349869 46.36650085 47.0245018  45.88949966
 45.43650055 44.93500137 45.58549881 45.33449936]"
216,"[45.92950058 46.43999863 46.50450134 47.19150162 47.35800171 47.79949951
 47.67100143 48.27000046 48.54449844 48.40750122 48.64599991 49.01699829]"
217,"[47.53499985 47.38999939 46.70449829 47.07649994 46.52500153 46.54150009
 46.51950073 46.18249893 46.39799881 46.4679985  46.33950043 46.14500046]"
218,"[45.36199951 45.7195015  46.13349915 46.11100006 46.34799957 45.54899979
 45.53350067 45.33300018 46.23450089 46.34999847 46.06399918 45.79449844
 45.69049835 46.0644989  46.47850037 46.96649933]"
219,"[46.86700058 46.42250061 46.39049911 46.79750061 46.32500076 46.45399857
 46.60350037 46.75450134 46.25550079 46.01449966 45.75      ]"
220,"[46.09049988 46.57899857 46.62250137 46.42649841 46.04850006 46.24300003
 47.22449875 47.47499847 47.95550156 47.66350174 47.88949966 47.58399963
 48.4980011  48.94449997 48.84999847 48.63000107 49.46250153 49.39149857
 49.48400116 49.59999847]"
221,"[49.60900116 49.64049911 49.22249985 49.40999985 48.42250061 48.52700043
 48.66650009 48.62799835 50.96350098 50.85549927 50.83200073 51.27500153
 51.27899933 51.62400055 51.29499817 51.66650009 51.99250031]"
222,"[51.56299973 51.4034996  51.28749847 51.29999924 51.04550171 51.625
 50.95449829 50.91899872 51.72449875 51.79800034 52.0304985  52.71049881]"
223,"[52.37049866 51.08300018 51.07049942 50.50849915 49.93399811 50.25749969
 50.91899872 51.54650116 51.85250092 52.05500031 52.02399826 52.0304985
 52.45750046 53.20949936 53.85699844]"
224,"[53.5340004  53.24750137 53.18149948 53.00600052 52.8370018  52.46849823
 52.4070015  52.31999969 53.25       54.12400055 54.31999969 55.11149979
 55.34700012 55.31299973]"
225,"[55.13050079 55.27600098 56.11299896 56.08800125 56.59899902 56.48949814
 56.87549973 57.79050064 58.49850082 58.2120018  58.51850128 58.79199982
 58.77899933]"
226,"[58.18450165 58.49700165 58.38499832 55.59500122 52.79000092 54.02999878
 52.42900085 50.07600021 51.88899994 52.59700012 52.60499954 53.48500061
 54.47600174]"
227,"[54.74000168 55.1230011  55.56700134 55.33150101 56.33950043 57.1875
 55.91450119 55.23649979 53.47600174 53.94599915]"
228,"[54.54650116 54.75299835 55.48199844 56.29999924 58.0019989  58.22499847
 56.90850067 57.47449875 57.47900009 56.78649902 54.99100113 54.88550186
 54.54399872 52.45399857]"
229,"[51.07849884 52.66049957 50.25500107 50.22800064 51.58950043 50.32350159
 50.67050171 51.25699997 51.39049911 50.35200119 50.77249908 51.58200073
 50.99850082 51.62549973 51.46350098 51.89899826 53.70800018 53.60400009
 54.38499832]"
230,"[53.64799881 53.37250137 50.99900055 51.05899811 52.0019989  51.50249863
 50.86650085 51.8655014  51.21900177 51.18600082 52.41049957 52.73949814
 52.69549942 54.13800049 54.87850189 54.9129982  55.00999832]"
231,"[53.96149826 54.08850098 53.92950058 53.31800079 53.97900009 53.48649979
 53.98450089 53.9620018  53.78300095 53.01599884 53.38999939 54.24950027
 55.97499847 56.96450043 56.98300171 56.84400177]"
232,"[56.19300079 56.04349899 56.49950027 56.9659996  56.73949814 57.60599899
 57.61299896 58.67300034 58.40299988 58.49200058]"
233,"[57.88299942 57.77399826 56.2405014  55.92300034 55.19900131 55.71099854
 55.78250122 56.3730011  55.14450073 56.21350098 57.00849915 57.70249939
 57.64199829 57.69499969 59.17399979 59.44100189 59.19300079 59.93999863]"
234,"[59.79399872 59.34799957 59.24549866 60.27500153 62.40399933 63.18500137
 63.41650009 61.92499924 60.98699951 60.86299896 61.00049973]"
235,"[61.30749893 61.1855011  61.23849869 62.11100006 62.2804985  62.45500183
 61.88050079 61.75049973 62.10499954 60.71900177 60.32450104 60.04800034
 60.38850021]"
236,"[60.08100128 60.36650085 60.26900101 61.03250122 62.0909996  61.55749893
 62.46500015 61.95600128 60.90950012 59.84999847 59.32400131 58.5719986
 58.24150085 58.23199844 58.86800003]"
237,"[58.14099884 58.76649857 58.62649918 57.80250168 58.06100082 58.55450058
 59.34349823 58.30450058 58.66849899 59.23249817 59.0245018  59.73199844
 59.67350006 59.76549911 60.00550079 60.14749908 58.40950012 57.86750031
 57.44850159 56.94100189 54.06100082]"
238,"[53.9659996  55.50400162 54.61249924 56.06399918 55.78450012 54.39849854
 54.82300186 55.05799866 55.18450165 52.53549957 54.7784996  53.57350159
 51.00400162 51.8105011 ]"
239,"[53.83850098 53.5        52.88949966 52.00450134 52.79050064 54.66949844
 54.11999893 53.30749893 51.93149948 51.80250168 52.18299866 53.23550034
 53.07450104 51.         51.2879982 ]"
240,"[51.88050079 51.19400024 52.43099976 52.22050095 54.31150055 54.41500092
 54.7215004  55.32149887 52.54100037 53.43650055 51.82899857 51.97750092
 52.58750153 53.18399811 53.09500122 52.10499954 50.82649994 51.4355011
 51.15050125 50.47050095 48.97700119]"
241,"[48.81100082 51.97299957 52.19400024 51.85400009 51.7804985  52.29249954
 50.8030014  53.53549957 53.41949844 53.81399918 53.73300171]"
242,"[53.51649857 52.85950089 52.23450089 53.85749817 54.04850006 54.49499893
 54.9129982  53.52600098 53.7784996  53.69499969 54.54949951 53.50400162
 53.03099823 54.45299911 55.81850052 55.53749847 56.63999939 57.29949951]"
243,"[55.76150131 54.9355011  54.75299835 54.75049973 56.06850052 56.00799942
 56.08349991 55.68249893 55.9280014  55.68999863 54.8484993  55.51850128
 55.47000122 55.75650024 55.80250168 55.99599838 57.04949951 57.38999939
 58.10150146]"
244,"[57.89300156 57.16500092 57.11600113 58.7879982  59.65999985 59.66600037
 59.27750015 59.22299957 59.21300125 59.94250107 61.19850159]"
245,"[61.57699966 60.27500153 59.65000153 59.23099899 58.65100098 58.42449951
 58.66550064 59.7215004  60.0245018  60.29600143]"
246,"[60.75       60.35749817 60.19200134 59.86249924 60.10800171 60.23099899
 60.89350128 61.05500031 61.35649872 61.81700134 61.81850052 62.44200134
 63.22750092 62.79999924 63.17250061 63.60900116 64.3789978 ]"
247,"[59.42399979 58.40399933 58.13050079 59.27000046 59.4695015  58.70500183
 58.31349945 58.11899948 58.21350098 56.60150146]"
248,"[56.02199936 58.21049881 58.94900131 58.11500168 56.94250107 57.48149872
 57.57099915 57.03850174 56.67350006 56.70750046 55.82300186 55.89749908
 55.18149948 51.81150055 52.65250015]"
249,"[52.11100006 52.21699905 53.30199814 54.01900101 53.93600082 53.85150146
 54.43849945 54.26750183 54.625      55.18000031 55.11650085 55.57099915
 56.09400177]"
250,"[55.77600098 54.31750107 53.99000168 53.80049896 54.04550171 54.89749908
 55.5625     56.07899857 56.57949829 55.81750107 56.24150085 57.02399826
 57.21049881]"
251,"[57.24499893 57.51699829 57.67900085 57.31750107 57.31650162 56.50500107
 56.9034996  57.3105011  56.89049911 56.60599899 62.52050018 61.97050095]"
252,"[61.25699997 60.83399963 60.45050049 59.69950104 57.61600113 58.49750137
 58.69950104 60.24000168 59.40050125 58.73550034]"
253,"[59.86349869 58.21450043 58.36299896 58.88000107 59.92250061 59.1344986
 59.5625     59.47650146 57.5644989  58.44449997 58.39199829 58.55099869
 59.64250183 59.40499878 58.41949844 59.07049942 60.56900024 60.24649811
 60.22050095 60.29999924 61.00849915]"
254,"[61.71250153 61.97800064 61.56499863 61.45750046 61.62049866 61.9355011
 61.49649811 61.70149994 60.93799973 62.32600021 62.06949997 61.25450134
 60.95000076 60.25500107 58.83150101]"
255,"[59.39149857 60.45000076 60.38399887 59.45650101 60.1155014  60.43349838
 60.77249908 60.85699844 62.15050125 62.18199921 62.6534996  62.2745018
 62.30749893 62.13999939 62.95650101 63.04949951 63.25650024 64.5       ]"
256,"[63.13100052 63.0644989  63.00550079 63.68700027 64.5684967  64.60150146
 64.58999634 65.44300079 65.5684967  64.95950317 64.94000244 64.90000153
 65.57299805 66.74349976]"
257,"[66.03500366 65.77300262 65.15249634 65.06749725 64.76699829 65.33450317
 65.67749786 65.64949799 65.2480011  64.4960022  64.76399994 66.02700043
 66.40650177 67.03099823 67.1780014  67.23300171 67.25099945 67.5134964
 67.39150238 68.0585022 ]"
