run_id,experiment,datatype,protocol,augmentation_idx,synthetic_days,train_windows,mape,fit_seconds
22,tatr,prices,continuous_chunked,0,0,1197,0.07001210749149323,0.995
22,tatr,prices,continuous_chunked,1,252,1386,0.08084695786237717,0.221
22,tatr,prices,continuous_chunked,2,504,1575,0.0685715451836586,0.24
22,tatr,prices,continuous_chunked,3,756,1764,0.08185634016990662,0.258
22,tatr,prices,continuous_chunked,4,1008,1953,0.07257828116416931,0.278
22,tatr,prices,continuous_chunked,5,1260,2142,0.06551609188318253,0.292
22,tatr,prices,continuous_chunked,6,1512,2331,0.05393901467323303,0.31
22,tatr,prices,continuous_chunked,7,1764,2520,0.09099534898996353,0.322
22,tatr,prices,continuous_chunked,8,2016,2709,0.0798846036195755,0.338
22,tatr,prices,continuous_chunked,9,2268,2898,0.08494511991739273,0.366
22,tatr,prices,continuous_chunked,10,2520,3087,0.06459927558898926,0.381
22,tatr,prices,continuous_chunked,11,2772,3276,0.10141739994287491,0.388
22,tatr,prices,continuous_chunked,12,3024,3465,0.09562674909830093,0.404
22,tatr,prices,continuous_chunked,13,3276,3654,0.08923209458589554,0.427
22,tatr,prices,continuous_chunked,14,3528,3843,0.10849371552467346,0.449
22,tatr,prices,continuous_chunked,15,3780,4032,0.1235189214348793,0.458
22,tatr,prices,continuous_chunked,16,4032,4221,0.20785927772521973,0.477
22,tatr,prices,continuous_chunked,17,4284,4410,0.09162640571594238,0.49
22,tatr,prices,continuous_chunked,18,4536,4599,0.16041649878025055,0.512
22,tatr,prices,continuous_chunked,19,4788,4788,0.10757356882095337,0.53
22,tatr,prices,continuous_chunked,20,5040,4977,0.12158460170030594,0.547
22,tatr,prices,continuous_chunked,21,5292,5166,0.0921257957816124,0.563
22,tatr,prices,continuous_chunked,22,5544,5355,0.1840377151966095,0.591
22,tatr,prices,continuous_chunked,23,5796,5544,0.23858585953712463,0.597
22,tatr,prices,continuous_chunked,24,6048,5733,0.13482019305229187,0.617
22,tatr,prices,continuous_chunked,25,6300,5922,0.08887092769145966,0.631
22,tatr,prices,continuous_chunked,26,6552,6111,0.10318056493997574,0.659
22,tatr,prices,continuous_chunked,27,6804,6300,0.13565029203891754,0.667
22,tatr,prices,continuous_chunked,28,7056,6489,0.15637603402137756,0.688
22,tatr,prices,continuous_chunked,29,7308,6678,0.07815779745578766,0.702
22,tatr,prices,continuous_chunked,30,7560,6867,0.0892629399895668,0.727
22,tatr,prices,continuous_chunked,31,7812,7056,0.16626141965389252,0.732
22,tatr,prices,continuous_chunked,32,8064,7245,0.1304452270269394,0.752
22,tatr,prices,continuous_chunked,33,8316,7434,0.1980726271867752,0.783
22,tatr,prices,continuous_chunked,34,8568,7623,0.13604767620563507,0.802
22,tatr,prices,continuous_chunked,35,8820,7812,0.16618870198726654,0.805
22,tatr,prices,continuous_chunked,36,9072,8001,0.21637219190597534,0.826
22,tatr,prices,continuous_chunked,37,9324,8190,0.23506538569927216,0.851
22,tatr,prices,continuous_chunked,38,9576,8379,0.11839612573385239,0.885
22,tatr,prices,continuous_chunked,39,9828,8568,0.06729315221309662,0.883
22,tatr,prices,continuous_chunked,40,10080,8757,0.0914822369813919,0.904
22,tatr,prices,continuous_chunked,41,10332,8946,0.23240628838539124,0.918
22,tatr,prices,continuous_chunked,42,10584,9135,0.12182149291038513,0.95
22,tatr,prices,continuous_chunked,43,10836,9324,0.2321709394454956,0.962
22,tatr,prices,continuous_chunked,44,11088,9513,0.16286902129650116,0.981
22,tatr,prices,continuous_chunked,45,11340,9702,0.13725648820400238,0.999
22,tatr,prices,continuous_chunked,46,11592,9891,0.16258443892002106,1.029
22,tatr,prices,continuous_chunked,47,11844,10080,0.1880498081445694,1.029
22,tatr,prices,continuous_chunked,48,12096,10269,0.22611409425735474,1.054
