run_id,experiment,datatype,synthetic_proportion_pct,train_windows,mape,fit_seconds
15,tmtr,prices,0,1197,0.10388070344924927,0.207
15,tmtr,prices,10,1134,0.13884438574314117,0.205
15,tmtr,prices,20,1134,0.1068626269698143,0.204
15,tmtr,prices,30,1134,0.08529595285654068,0.203
15,tmtr,prices,40,1134,0.34198376536369324,0.202
15,tmtr,prices,50,1134,0.09695085883140564,0.206
15,tmtr,prices,60,1134,0.48176810145378113,0.203
15,tmtr,prices,70,1134,0.4288487136363983,0.205
15,tmtr,prices,80,1134,0.5325745940208435,0.205
15,tmtr,prices,90,1134,0.5414400100708008,0.208
15,tmtr,prices,100,1197,0.5312403440475464,0.205
