run_id,experiment,datatype,synthetic_proportion_pct,train_windows,mape,fit_seconds
19,tmtr,prices,0,1197,0.1381867527961731,0.201
19,tmtr,prices,10,1134,0.08909644931554794,0.2
19,tmtr,prices,20,1134,0.12130650132894516,0.201
19,tmtr,prices,30,1134,0.20233988761901855,0.199
19,tmtr,prices,40,1134,0.12362364679574966,0.207
19,tmtr,prices,50,1134,0.372560054063797,0.204
19,tmtr,prices,60,1134,0.18533925712108612,0.209
19,tmtr,prices,70,1134,0.20279130339622498,0.209
19,tmtr,prices,80,1134,0.08724643290042877,0.208
19,tmtr,prices,90,1134,0.5232154726982117,0.206
19,tmtr,prices,100,1197,0.5400148034095764,0.207
