run_id,experiment,datatype,synthetic_proportion_pct,train_windows,mape,fit_seconds
26,tmtr,prices,0,1197,0.11080138385295868,0.209
26,tmtr,prices,10,1134,0.07268837839365005,0.206
26,tmtr,prices,20,1134,0.07376023381948471,0.209
26,tmtr,prices,30,1134,0.08797497302293777,0.208
26,tmtr,prices,40,1134,0.1127864196896553,0.207
26,tmtr,prices,50,1134,0.12201936542987823,0.211
26,tmtr,prices,60,1134,0.1759481132030487,0.207
26,tmtr,prices,70,1134,0.5351596474647522,0.205
26,tmtr,prices,80,1134,0.5410552024841309,0.206
26,tmtr,prices,90,1134,0.5333991646766663,0.205
26,tmtr,prices,100,1197,0.5429690480232239,0.206
