run_id,experiment,datatype,synthetic_proportion_pct,train_windows,mape,fit_seconds
5,tmtr,prices,0,1197,0.07706088572740555,0.203
5,tmtr,prices,10,1134,0.06922649592161179,0.2
5,tmtr,prices,20,1134,0.09764795750379562,0.204
5,tmtr,prices,30,1134,0.05961735174059868,0.199
5,tmtr,prices,40,1134,0.1302240788936615,0.199
5,tmtr,prices,50,1134,0.28737694025039673,0.199
5,tmtr,prices,60,1134,0.46190762519836426,0.199
5,tmtr,prices,70,1134,0.5250627398490906,0.199
5,tmtr,prices,80,1134,0.5205726027488708,0.199
5,tmtr,prices,90,1134,0.5238866209983826,0.203
5,tmtr,prices,100,1197,0.5356832146644592,0.201
