run_id,experiment,datatype,protocol,augmentation_idx,synthetic_days,train_windows,mape,fit_seconds
20,tatr,prices,continuous_chunked,0,0,1197,0.08098269999027252,0.989
20,tatr,prices,continuous_chunked,1,252,1386,0.061486225575208664,0.221
20,tatr,prices,continuous_chunked,2,504,1575,0.04959460347890854,0.239
20,tatr,prices,continuous_chunked,3,756,1764,0.08175307512283325,0.255
20,tatr,prices,continuous_chunked,4,1008,1953,0.06912234425544739,0.274
20,tatr,prices,continuous_chunked,5,1260,2142,0.056303780525922775,0.288
20,tatr,prices,continuous_chunked,6,1512,2331,0.02765042707324028,0.306
20,tatr,prices,continuous_chunked,7,1764,2520,0.07257604598999023,0.318
20,tatr,prices,continuous_chunked,8,2016,2709,0.0699521005153656,0.339
20,tatr,prices,continuous_chunked,9,2268,2898,0.06475837528705597,0.361
20,tatr,prices,continuous_chunked,10,2520,3087,0.09773056209087372,0.376
20,tatr,prices,continuous_chunked,11,2772,3276,0.07585438340902328,0.489
20,tatr,prices,continuous_chunked,12,3024,3465,0.12158019840717316,0.402
20,tatr,prices,continuous_chunked,13,3276,3654,0.09956654906272888,0.421
20,tatr,prices,continuous_chunked,14,3528,3843,0.07214958965778351,0.445
20,tatr,prices,continuous_chunked,15,3780,4032,0.10120110958814621,0.455
20,tatr,prices,continuous_chunked,16,4032,4221,0.20256048440933228,0.469
20,tatr,prices,continuous_chunked,17,4284,4410,0.10674586147069931,0.485
20,tatr,prices,continuous_chunked,18,4536,4599,0.11573267728090286,0.512
20,tatr,prices,continuous_chunked,19,4788,4788,0.12073573470115662,0.521
20,tatr,prices,continuous_chunked,20,5040,4977,0.1247549057006836,0.544
20,tatr,prices,continuous_chunked,21,5292,5166,0.07304682582616806,0.559
20,tatr,prices,continuous_chunked,22,5544,5355,0.11568839848041534,0.582
20,tatr,prices,continuous_chunked,23,5796,5544,0.14031369984149933,0.587
20,tatr,prices,continuous_chunked,24,6048,5733,0.16186435520648956,0.61
20,tatr,prices,continuous_chunked,25,6300,5922,0.1221919134259224,0.626
20,tatr,prices,continuous_chunked,26,6552,6111,0.0897245854139328,0.651
20,tatr,prices,continuous_chunked,27,6804,6300,0.10194724798202515,0.659
20,tatr,prices,continuous_chunked,28,7056,6489,0.13961079716682434,0.681
20,tatr,prices,continuous_chunked,29,7308,6678,0.09304297715425491,0.695
20,tatr,prices,continuous_chunked,30,7560,6867,0.11992645263671875,0.723
20,tatr,prices,continuous_chunked,31,7812,7056,0.07345914840698242,0.728
20,tatr,prices,continuous_chunked,32,8064,7245,0.11586987972259521,0.747
20,tatr,prices,continuous_chunked,33,8316,7434,0.13344378769397736,0.786
20,tatr,prices,continuous_chunked,34,8568,7623,0.22804512083530426,0.805
20,tatr,prices,continuous_chunked,35,8820,7812,0.1134433001279831,0.811
20,tatr,prices,continuous_chunked,36,9072,8001,0.22865191102027893,0.829
20,tatr,prices,continuous_chunked,37,9324,8190,0.14402508735656738,0.854
20,tatr,prices,continuous_chunked,38,9576,8379,0.11012407392263412,0.888
20,tatr,prices,continuous_chunked,39,9828,8568,0.14752186834812164,0.886
20,tatr,prices,continuous_chunked,40,10080,8757,0.1723390519618988,0.91
20,tatr,prices,continuous_chunked,41,10332,8946,0.1797855794429779,0.922
20,tatr,prices,continuous_chunked,42,10584,9135,0.15272510051727295,0.952
20,tatr,prices,continuous_chunked,43,10836,9324,0.16668014228343964,0.968
20,tatr,prices,continuous_chunked,44,11088,9513,0.13558664917945862,0.981
20,tatr,prices,continuous_chunked,45,11340,9702,0.20776546001434326,1.007
20,tatr,prices,continuous_chunked,46,11592,9891,0.1707639992237091,1.033
20,tatr,prices,continuous_chunked,47,11844,10080,0.1974879801273346,1.03
20,tatr,prices,continuous_chunked,48,12096,10269,0.13226057589054108,1.058
20,tatr,prices,continuous_chunked,49,12348,10458,0.12106957286596298,1.085
20,tatr,prices,continuous_chunked,50,12600,10647,0.22642070055007935,1.102
20,tatr,prices,continuous_chunked,51,12852,10836,0.18831513822078705,1.106
20,tatr,prices,continuous_chunked,52,13104,11025,0.22224944829940796,1.123
20,tatr,prices,continuous_chunked,53,13356,11214,0.2578277885913849,1.165
20,tatr,prices,continuous_chunked,54,13608,11403,0.2589917778968811,1.184
20,tatr,prices,continuous_chunked,55,13860,11592,0.1215919628739357,1.176
20,tatr,prices,continuous_chunked,56,14112,11781,0.24388712644577026,1.203
20,tatr,prices,continuous_chunked,57,14364,11970,0.17364485561847687,1.227
20,tatr,prices,continuous_chunked,58,14616,12159,0.14889031648635864,1.257
20,tatr,prices,continuous_chunked,59,14868,12348,0.23624509572982788,1.256
20,tatr,prices,continuous_chunked,60,15120,12537,0.20272639393806458,1.27
20,tatr,prices,continuous_chunked,61,15372,12726,0.17549295723438263,1.303
20,tatr,prices,continuous_chunked,62,15624,12915,0.12597320973873138,1.319
20,tatr,prices,continuous_chunked,63,15876,13104,0.19691866636276245,1.327
20,tatr,prices,continuous_chunked,64,16128,13293,0.18400034308433533,1.35
20,tatr,prices,continuous_chunked,65,16380,13482,0.21576668322086334,1.38
20,tatr,prices,continuous_chunked,66,16632,13671,0.17077387869358063,1.398
20,tatr,prices,continuous_chunked,67,16884,13860,0.22185856103897095,1.389
20,tatr,prices,continuous_chunked,68,17136,14049,0.17757076025009155,1.412
20,tatr,prices,continuous_chunked,69,17388,14238,0.23596309125423431,1.457
20,tatr,prices,continuous_chunked,70,17640,14427,0.24268998205661774,1.473
20,tatr,prices,continuous_chunked,71,17892,14616,0.2132025808095932,1.463
20,tatr,prices,continuous_chunked,72,18144,14805,0.13536123931407928,1.627
20,tatr,prices,continuous_chunked,73,18396,14994,0.11407731473445892,1.515
20,tatr,prices,continuous_chunked,74,18648,15183,0.23435282707214355,1.554
20,tatr,prices,continuous_chunked,75,18900,15372,0.2551100552082062,1.535
20,tatr,prices,continuous_chunked,76,19152,15561,0.21439452469348907,1.561
20,tatr,prices,continuous_chunked,77,19404,15750,0.27658674120903015,1.583
20,tatr,prices,continuous_chunked,78,19656,15939,0.11324778199195862,1.617
20,tatr,prices,continuous_chunked,79,19908,16128,0.21127620339393616,1.591
20,tatr,prices,continuous_chunked,80,20160,16317,0.17824015021324158,1.637
20,tatr,prices,continuous_chunked,81,20412,16506,0.25695914030075073,1.674
20,tatr,prices,continuous_chunked,82,20664,16695,0.21006150543689728,1.693
20,tatr,prices,continuous_chunked,83,20916,16884,0.17345042526721954,1.695
20,tatr,prices,continuous_chunked,84,21168,17073,0.25032860040664673,1.717
20,tatr,prices,continuous_chunked,85,21420,17262,0.24701932072639465,1.749
20,tatr,prices,continuous_chunked,86,21672,17451,0.2598837614059448,1.771
20,tatr,prices,continuous_chunked,87,21924,17640,0.2105151116847992,1.761
20,tatr,prices,continuous_chunked,88,22176,17829,0.26143595576286316,1.788
20,tatr,prices,continuous_chunked,89,22428,18018,0.22871793806552887,1.82
20,tatr,prices,continuous_chunked,90,22680,18207,0.21930310130119324,1.848
20,tatr,prices,continuous_chunked,91,22932,18396,0.21874743700027466,1.837
20,tatr,prices,continuous_chunked,92,23184,18585,0.23411710560321808,1.864
20,tatr,prices,continuous_chunked,93,23436,18774,0.23532800376415253,1.881
20,tatr,prices,continuous_chunked,94,23688,18963,0.23910315334796906,1.924
20,tatr,prices,continuous_chunked,95,23940,19152,0.24466896057128906,1.906
20,tatr,prices,continuous_chunked,96,24192,19341,0.2512064278125763,1.929
20,tatr,prices,continuous_chunked,97,24444,19530,0.24749450385570526,1.974
20,tatr,prices,continuous_chunked,98,24696,19719,0.19165535271167755,1.98
20,tatr,prices,continuous_chunked,99,24948,19908,0.09680534154176712,1.983
20,tatr,prices,continuous_chunked,100,25200,20097,0.24982035160064697,2.005
