run_id,experiment,datatype,synthetic_proportion_pct,train_windows,mape,fit_seconds
12,tmtr,prices,0,1197,0.07594968378543854,0.203
12,tmtr,prices,10,1134,0.0815758928656578,0.204
12,tmtr,prices,20,1134,0.14835552871227264,0.205
12,tmtr,prices,30,1134,0.20282217860221863,0.207
12,tmtr,prices,40,1134,0.11179276555776596,0.199
12,tmtr,prices,50,1134,0.3293744921684265,0.199
12,tmtr,prices,60,1134,0.22148582339286804,0.199
12,tmtr,prices,70,1134,0.48740723729133606,0.2
12,tmtr,prices,80,1134,0.28650328516960144,0.199
12,tmtr,prices,90,1134,0.5470894575119019,0.199
12,tmtr,prices,100,1197,0.5450009703636169,0.201
