run_id,experiment,datatype,synthetic_proportion_pct,train_windows,mape,fit_seconds
24,tmtr,prices,0,1197,0.09603884071111679,0.206
24,tmtr,prices,10,1134,0.08103160560131073,0.204
24,tmtr,prices,20,1134,0.09154020994901657,0.205
24,tmtr,prices,30,1134,0.10330996662378311,0.204
24,tmtr,prices,40,1134,0.1510104238986969,0.204
24,tmtr,prices,50,1134,0.2156103104352951,0.214
24,tmtr,prices,60,1134,0.30562031269073486,0.202
24,tmtr,prices,70,1134,0.5411872267723083,0.208
24,tmtr,prices,80,1134,0.5406140685081482,0.203
24,tmtr,prices,90,1134,0.5391378402709961,0.203
24,tmtr,prices,100,1197,0.53769850730896,0.204
