run_id,experiment,datatype,synthetic_proportion_pct,train_windows,mape,fit_seconds
8,tmtr,prices,0,1197,0.11287636309862137,0.201
8,tmtr,prices,10,1134,0.12442737817764282,0.199
8,tmtr,prices,20,1134,0.049001432955265045,0.199
8,tmtr,prices,30,1134,0.17870332300662994,0.199
8,tmtr,prices,40,1134,0.14477360248565674,0.198
8,tmtr,prices,50,1134,0.15093323588371277,0.198
8,tmtr,prices,60,1134,0.21452845633029938,0.198
8,tmtr,prices,70,1134,0.5486515164375305,0.198
8,tmtr,prices,80,1134,0.24884675443172455,0.198
8,tmtr,prices,90,1134,0.5355086922645569,0.199
8,tmtr,prices,100,1197,0.5448981523513794,0.2
