run_id,experiment,datatype,protocol,augmentation_idx,synthetic_days,train_windows,mape,fit_seconds
14,tatr,prices,continuous_chunked,0,0,1197,0.06112619861960411,0.98
14,tatr,prices,continuous_chunked,1,252,1386,0.049938272684812546,0.219
14,tatr,prices,continuous_chunked,2,504,1575,0.04600413516163826,0.237
14,tatr,prices,continuous_chunked,3,756,1764,0.07004766166210175,0.26
14,tatr,prices,continuous_chunked,4,1008,1953,0.06655585765838623,0.273
14,tatr,prices,continuous_chunked,5,1260,2142,0.058018919080495834,0.288
14,tatr,prices,continuous_chunked,6,1512,2331,0.07723157852888107,0.313
14,tatr,prices,continuous_chunked,7,1764,2520,0.08215732127428055,0.32
14,tatr,prices,continuous_chunked,8,2016,2709,0.07237117737531662,0.335
14,tatr,prices,continuous_chunked,9,2268,2898,0.0734216496348381,0.361
14,tatr,prices,continuous_chunked,10,2520,3087,0.11404754966497421,0.379
14,tatr,prices,continuous_chunked,11,2772,3276,0.09786177426576614,0.387
14,tatr,prices,continuous_chunked,12,3024,3465,0.07015202939510345,0.404
14,tatr,prices,continuous_chunked,13,3276,3654,0.09382849186658859,0.423
14,tatr,prices,continuous_chunked,14,3528,3843,0.08379469811916351,0.448
14,tatr,prices,continuous_chunked,15,3780,4032,0.11741489917039871,0.457
14,tatr,prices,continuous_chunked,16,4032,4221,0.07538998126983643,0.475
14,tatr,prices,continuous_chunked,17,4284,4410,0.0806044191122055,0.488
14,tatr,prices,continuous_chunked,18,4536,4599,0.08744864165782928,0.51
14,tatr,prices,continuous_chunked,19,4788,4788,0.10477038472890854,0.522
14,tatr,prices,continuous_chunked,20,5040,4977,0.08668000996112823,0.54
14,tatr,prices,continuous_chunked,21,5292,5166,0.08541730046272278,0.557
14,tatr,prices,continuous_chunked,22,5544,5355,0.13142596185207367,0.587
14,tatr,prices,continuous_chunked,23,5796,5544,0.16022630035877228,0.598
14,tatr,prices,continuous_chunked,24,6048,5733,0.09135962277650833,0.614
14,tatr,prices,continuous_chunked,25,6300,5922,0.1541978120803833,0.63
14,tatr,prices,continuous_chunked,26,6552,6111,0.135320246219635,0.658
14,tatr,prices,continuous_chunked,27,6804,6300,0.14247944951057434,0.663
14,tatr,prices,continuous_chunked,28,7056,6489,0.17206762731075287,0.687
14,tatr,prices,continuous_chunked,29,7308,6678,0.18445174396038055,0.698
14,tatr,prices,continuous_chunked,30,7560,6867,0.11970322579145432,0.727
