run_id,experiment,datatype,synthetic_proportion_pct,train_windows,mape,fit_seconds
21,tmtr,prices,0,1197,0.051191285252571106,0.205
21,tmtr,prices,10,1134,0.15268126130104065,0.204
21,tmtr,prices,20,1134,0.09358315169811249,0.201
21,tmtr,prices,30,1134,0.19330842792987823,0.206
21,tmtr,prices,40,1134,0.1358611285686493,0.207
21,tmtr,prices,50,1134,0.21454307436943054,0.204
21,tmtr,prices,60,1134,0.25147712230682373,0.203
21,tmtr,prices,70,1134,0.4854346513748169,0.202
21,tmtr,prices,80,1134,0.257159024477005,0.203
21,tmtr,prices,90,1134,0.5305591225624084,0.203
21,tmtr,prices,100,1197,0.5404809713363647,0.204
