run_id,experiment,datatype,synthetic_proportion_pct,train_windows,mape,fit_seconds
16,tmtr,prices,0,1197,0.11716583371162415,0.204
16,tmtr,prices,10,1134,0.05935344845056534,0.201
16,tmtr,prices,20,1134,0.08843835443258286,0.201
16,tmtr,prices,30,1134,0.10747440904378891,0.204
16,tmtr,prices,40,1134,0.15725938975811005,0.203
16,tmtr,prices,50,1134,0.1996377408504486,0.201
16,tmtr,prices,60,1134,0.27274295687675476,0.201
16,tmtr,prices,70,1134,0.3005877435207367,0.2
16,tmtr,prices,80,1134,0.544562578201294,0.203
16,tmtr,prices,90,1134,0.5326963067054749,0.2
16,tmtr,prices,100,1197,0.5464572310447693,0.205
