run_id,experiment,datatype,synthetic_proportion_pct,train_windows,mape,fit_seconds
11,tmtr,prices,0,1197,0.1541607677936554,0.202
11,tmtr,prices,10,1134,0.1118052750825882,0.2
11,tmtr,prices,20,1134,0.09812793135643005,0.199
11,tmtr,prices,30,1134,0.11156634241342545,0.2
11,tmtr,prices,40,1134,0.12330101430416107,0.199
11,tmtr,prices,50,1134,0.2368721067905426,0.199
11,tmtr,prices,60,1134,0.5239043831825256,0.201
11,tmtr,prices,70,1134,0.5288585424423218,0.199
11,tmtr,prices,80,1134,0.5393955111503601,0.199
11,tmtr,prices,90,1134,0.5361958742141724,0.199
11,tmtr,prices,100,1197,0.5238646268844604,0.201
