run_id,experiment,datatype,synthetic_proportion_pct,train_windows,mape,fit_seconds
14,tmtr,prices,0,1197,0.09520142525434494,0.205
14,tmtr,prices,10,1134,0.09142498672008514,0.202
14,tmtr,prices,20,1134,0.10203153640031815,0.204
14,tmtr,prices,30,1134,0.13398243486881256,0.203
14,tmtr,prices,40,1134,0.2082424759864807,0.205
14,tmtr,prices,50,1134,0.10728371888399124,0.202
14,tmtr,prices,60,1134,0.42124032974243164,0.203
14,tmtr,prices,70,1134,0.5298588275909424,0.201
14,tmtr,prices,80,1134,0.5299439430236816,0.207
14,tmtr,prices,90,1134,0.5419946312904358,0.203
14,tmtr,prices,100,1197,0.5438888072967529,0.204
