run_id,experiment,datatype,synthetic_proportion_pct,train_windows,mape,fit_seconds
13,tmtr,prices,0,1197,0.07903897762298584,2.344
13,tmtr,prices,10,1134,0.08792334794998169,0.219
13,tmtr,prices,20,1134,0.10314963757991791,0.211
13,tmtr,prices,30,1134,0.22155256569385529,0.205
13,tmtr,prices,40,1134,0.14595481753349304,0.206
13,tmtr,prices,50,1134,0.19608213007450104,0.204
13,tmtr,prices,60,1134,0.32213374972343445,0.208
13,tmtr,prices,70,1134,0.19651174545288086,0.209
13,tmtr,prices,80,1134,0.5323241353034973,0.204
13,tmtr,prices,90,1134,0.5290926694869995,0.207
13,tmtr,prices,100,1197,0.5370575785636902,0.207
