run_id,experiment,datatype,synthetic_proportion_pct,train_windows,mape,fit_seconds
20,tmtr,prices,0,1197,0.056500229984521866,0.204
20,tmtr,prices,10,1134,0.2149301916360855,0.201
20,tmtr,prices,20,1134,0.1223277822136879,0.201
20,tmtr,prices,30,1134,0.24121685326099396,0.201
20,tmtr,prices,40,1134,0.10947298258543015,0.201
20,tmtr,prices,50,1134,0.33541032671928406,0.202
20,tmtr,prices,60,1134,0.5244486331939697,0.206
20,tmtr,prices,70,1134,0.3091220259666443,0.205
20,tmtr,prices,80,1134,0.5265550017356873,0.202
20,tmtr,prices,90,1134,0.5347750782966614,0.199
20,tmtr,prices,100,1197,0.5421386957168579,0.201
