run_id,experiment,datatype,synthetic_proportion_pct,train_windows,mape,fit_seconds
0,tmtr,prices,0,1197,0.07826169580221176,0.199
0,tmtr,prices,10,1134,0.1125359907746315,0.196
0,tmtr,prices,20,1134,0.11282356828451157,0.196
0,tmtr,prices,30,1134,0.21191507577896118,0.196
0,tmtr,prices,40,1134,0.13611498475074768,0.195
0,tmtr,prices,50,1134,0.5071280598640442,0.197
0,tmtr,prices,60,1134,0.4774487018585205,0.196
0,tmtr,prices,70,1134,0.4501505494117737,0.196
0,tmtr,prices,80,1134,0.5289980173110962,0.2
0,tmtr,prices,90,1134,0.5385677218437195,0.196
0,tmtr,prices,100,1197,0.5498878359794617,0.199
