run_idx,0,10,20,30,40,50,60,70,80,90,100
0,0.0116352317854762,0.0174823552370071,0.0197788495570421,0.0470018237829208,0.0166107192635536,0.0165698956698179,0.0180921349674463,0.0328671932220459,0.0225197281688451,0.0221908912062644,0.0212340876460075
1,0.0110356789082288,0.0374520607292652,0.0175294652581214,0.0150192203000187,0.0255635473877191,0.0264771934598684,0.0199138782918453,0.0260985549539327,0.2767234146595001,0.0445982702076435,0.0327104143798351
2,0.0110822645947337,0.0256517864763736,0.0314002111554145,0.0235187876969575,0.0200641024857759,0.0202307663857936,0.017709020525217,0.0331297777593135,0.0198438875377178,0.0183521695435047,0.0327585265040397
3,0.011594058945775,0.016500812023878,0.0206854995340108,0.0382548123598098,0.0171014368534088,0.0193052683025598,0.037991527467966,0.0348592735826969,0.0942938849329948,0.0222635529935359,0.0182919353246688
4,0.010857312940061,0.014862815849483,0.0170194786041975,0.0176587328314781,0.0163215771317482,0.0642604827880859,0.0306267328560352,0.0294800531119108,0.130824401974678,0.0185040924698114,0.0641008913516998
5,0.0114274211227893,0.014521793462336,0.0202555134892463,0.0314573273062706,0.0311992112547159,0.0153030278161168,0.0214581601321697,0.0277365613728761,0.0269487891346216,0.0287390779703855,0.0474239066243171
6,0.0111353835090994,0.0179452635347843,0.0178672932088375,0.0162125620990991,0.0212381053715944,0.0272336937487125,0.0179604068398475,0.0547848753631114,0.0236002616584301,0.0151664046570658,0.0253449231386184
7,0.0111031299456954,0.0141933849081397,0.0163652915507555,0.0172670315951108,0.0156439617276191,0.0434054620563983,0.0291750524193048,0.0186879653483629,0.0173909664154052,0.1007198095321655,0.0249445531517267
8,0.0112603576853871,0.0149211194366216,0.0187775958329439,0.0212561655789613,0.0303830802440643,0.0442560873925685,0.0230531431734561,0.029675543308258,0.0441971868276596,0.0271624717861413,0.0167794805020093
9,0.0108995949849486,0.0141451116651296,0.0180830024182796,0.0154881943017244,0.0167784132063388,0.0307290367782115,0.0291350185871124,0.0194961186498403,0.0240810811519622,0.0207364838570356,0.0493922792375087
10,0.0113948369398713,0.0147340632975101,0.0184995289891958,0.0174881685525178,0.018676808103919,0.0230377670377492,0.0231846254318952,0.0301386024802923,0.0200459286570549,0.0231846701353788,0.0266152862459421
11,0.0108433794230222,0.0148216169327497,0.0140959434211254,0.0162528473883867,0.0204805824905633,0.0291289556771516,0.0181447565555572,0.0130043774843215,0.0197918005287647,0.0178071577101945,0.0172020848840475
12,0.0121723739430308,0.0164110790938138,0.0171545818448066,0.0251904036849737,0.014624984934926,0.0189632438123226,0.0206507425755262,0.0421400181949138,0.0205960944294929,0.0180983878672122,0.0311438646167516
13,0.0112635819241404,0.0164422933012247,0.0183184128254652,0.016430240124464,0.0278767775744199,0.0181493982672691,0.0164566133171319,0.070981353521347,0.0521676391363143,0.019731281325221,0.0164474472403526
14,0.0113815749064087,0.0161806959658861,0.015281424857676,0.0192598849534988,0.0350778773427009,0.0361920334398746,0.0167937725782394,0.0220451261848211,0.032749556005001,0.018400514498353,0.0531859993934631
15,0.0112098297104239,0.0143598821014165,0.0154825011268258,0.0204488914459943,0.0165458135306835,0.0209876503795385,0.0225459933280944,0.0394545160233974,0.0210410840809345,0.0317036435008049,0.0431631207466125
16,0.0111397504806518,0.0160488858819007,0.0143983038142323,0.0213508270680904,0.2408611476421356,0.0283191837370395,0.0558022037148475,0.0381365045905113,0.0181849878281354,0.0190692953765392,0.04844830930233
17,0.0112382881343364,0.0148795302957296,0.0186247210949659,0.0156333725899457,0.0211761575192213,0.0174215231090784,0.0232992097735404,0.0177646912634372,0.0246606897562742,0.6847800016403198,0.0293812602758407
18,0.0128737492486834,0.0164678953588008,0.0161053352057933,0.0247556157410144,0.0162104200571775,0.0367196537554264,0.0246554315090179,0.803225040435791,0.0246505495160818,0.03794676810503,0.0267159789800643
19,0.0115661341696977,0.0143056455999612,0.0234143603593111,0.0226884949952363,0.0153594128787517,0.0200537182390689,0.0426776595413684,0.0156462229788303,0.0160475764423608,0.2973048388957977,0.0502812638878822
20,0.0110735930502414,0.0165507700294256,0.0159290712326765,0.0349978506565094,0.0185301061719656,0.0152870891615748,0.0156379230320453,0.0186550095677375,0.0253295674920082,0.0175150986760854,0.0278682876378297
