eval_year,mape
0,0.011410660110414028
10,0.014324451796710491
20,0.020340589806437492
30,0.018055327236652374
40,0.021134192124009132
50,0.03375456482172012
60,0.015008791349828243
70,0.020119545981287956
80,0.0180218368768692
90,0.021235939115285873
100,0.022477492690086365
