eval_year,mape
0,0.011139750480651855
10,0.016048885881900787
20,0.01439830381423235
30,0.02135082706809044
40,0.24086114764213562
50,0.028319183737039566
60,0.055802203714847565
70,0.03813650459051132
80,0.01818498782813549
90,0.01906929537653923
100,0.04844830930233002
