protocol,baseline_mape,best_proportion_pct,best_mape,best_pct_vs_real_only,final_mape_100pct,final_pct_vs_real_only
independent_argmax,0.2738143503665924,25,0.22213828563690186,-18.87266487695214,0.5551765561103821,102.75655945975511
continuous_argmax,0.15815111994743347,50,0.05720292776823044,-63.830210126084694,0.11423899978399277,-27.765924248931206
independent_sampled,0.13395275175571442,0,0.13395275175571442,0.0,0.5459825992584229,307.5934179046316
continuous_sampled,0.1973894238471985,75,0.10597482323646545,-46.31180274455746,0.24148620665073395,22.339992662256975
