,0
0,0
1,16
2,27
3,48
4,65
5,76
6,96
7,108
8,122
9,137
10,147
11,161
12,174
13,184
14,199
15,213
16,228
17,247
18,258
19,277
20,290
21,300
22,321
23,333
24,345
25,361
26,381
27,395
28,405
29,415
30,431
31,447
32,460
33,473
34,492
35,511
36,532
37,544
38,560
39,578
40,595
41,608
42,622
43,639
44,653
45,663
46,684
47,700
48,718
49,728
50,739
51,751
52,768
53,782
54,801
55,820
56,830
57,840
58,858
59,878
60,889
61,905
62,926
63,947
64,964
65,982
66,997
67,1010
68,1025
69,1039
70,1050
71,1071
72,1092
73,1113
74,1123
75,1135
76,1149
77,1159
78,1170
79,1188
80,1205
81,1225
82,1235
83,1254
84,1269
85,1281
86,1292
87,1306
88,1316
89,1330
90,1345
91,1356
92,1367
93,1378
94,1390
95,1408
96,1429
97,1443
98,1458
99,1474
100,1489
101,1507
102,1523
103,1541
104,1558
105,1574
106,1593
107,1604
108,1625
109,1640
110,1650
111,1671
112,1681
113,1701
114,1711
115,1727
116,1739
117,1760
118,1779
119,1791
120,1804
121,1823
122,1838
123,1857
124,1868
125,1878
126,1891
127,1912
128,1931
129,1949
130,1962
131,1980
132,1991
133,2007
134,2020
135,2035
136,2046
137,2057
138,2073
139,2087
140,2101
141,2112
142,2123
143,2133
144,2144
145,2157
146,2170
147,2188
148,2207
149,2217
150,2229
151,2249
152,2263
153,2279
154,2297
155,2315
156,2325
157,2344
158,2365
159,2375
160,2390
161,2400
162,2419
163,2429
164,2441
165,2462
166,2476
167,2488
168,2507
169,2517
170,2527
171,2547
172,2560
173,2573
174,2590
175,2601
176,2615
177,2628
178,2646
179,2656
180,2671
181,2681
182,2696
183,2717
184,2735
185,2748
186,2758
187,2774
188,2790
189,2810
190,2823
191,2842
192,2857
193,2872
194,2891
195,2901
196,2922
197,2933
198,2945
199,2959
200,2975
201,2989
202,3010
203,3021
204,3037
205,3047
206,3058
207,3074
208,3084
209,3102
210,3114
211,3124
212,3145
213,3158
214,3174
215,3189
216,3200
217,3221
218,3237
219,3249
220,3264
221,3285
222,3303
223,3320
224,3333
225,3347
226,3362
227,3379
228,3390
229,3409
230,3419
231,3431
232,3446
233,3462
234,3481
235,3491
236,3505
237,3519
238,3536
239,3547
240,3566
241,3578
242,3599
243,3617
244,3628
245,3643
246,3659
247,3669
248,3679
249,3700
250,3713
251,3730
252,3745
253,3763
254,3773
