,0
0,7
1,5
2,8
3,10
4,0
5,0
6,3
7,2
8,9
9,2
10,10
11,8
12,1
13,2
14,10
15,2
16,7
17,1
18,8
19,1
20,6
21,9
22,4
23,1
24,9
25,9
26,3
27,2
28,1
29,2
30,9
31,2
32,7
33,8
34,2
35,2
36,9
37,6
38,2
39,0
40,9
41,1
42,2
43,6
44,6
45,9
46,6
47,7
48,9
49,6
50,9
51,10
52,0
53,5
54,10
55,8
56,9
57,8
58,9
59,1
60,9
61,7
62,10
63,7
64,10
65,8
66,8
67,6
68,7
69,6
70,1
71,10
72,2
73,8
74,3
75,2
76,2
77,2
78,2
79,2
80,1
81,0
82,9
83,9
84,4
85,2
86,9
87,0
88,9
89,7
90,5
91,7
92,1
93,9
94,6
95,0
96,1
97,9
98,0
99,5
100,1
101,9
102,0
103,9
104,2
105,7
106,5
107,8
108,7
109,0
110,1
111,9
112,1
113,4
114,7
115,6
116,4
117,7
118,6
119,8
120,9
121,6
122,2
123,7
124,10
125,5
126,7
127,3
128,2
129,1
130,0
131,6
132,8
133,7
134,2
135,2
136,2
137,2
138,3
139,9
140,8
141,2
142,5
143,9
144,8
145,6
146,9
147,7
148,2
149,7
150,0
151,8
152,6
153,2
154,1
155,2
156,8
157,9
158,9
159,6
160,2
161,4
162,9
163,1
164,10
165,2
166,7
167,1
168,9
169,7
170,5
171,2
172,10
173,2
174,7
175,2
176,9
177,5
178,8
179,8
180,0
181,10
182,9
183,2
184,2
185,1
186,2
187,8
188,7
189,6
190,10
191,2
192,2
193,9
194,3
195,7
196,6
197,1
198,9
199,8
200,5
201,4
202,7
203,8
204,2
205,7
206,6
207,10
208,2
209,9
210,6
211,2
212,9
213,2
214,9
215,3
216,2
217,1
218,2
219,2
220,2
221,2
222,9
223,6
224,2
225,9
226,0
227,10
228,9
229,1
230,9
231,6
232,8
233,7
234,2
235,9
236,10
237,4
238,7
239,1
240,4
241,2
242,1
243,2
244,9
245,9
246,10
247,2
248,0
249,10
250,4
251,7
252,0
253,1
254,2
255,8
