,0
143,"[21.39845085 21.58249664 21.66698456 21.74850845 21.93403244 21.7964344
 21.89821243 22.07262421 22.35918999 22.36289024 22.38142014]"
144,"[22.73344803 22.80163193 22.84337807 22.71788597 22.69169998 22.49728203
 22.14945221 22.49777412 22.3273201  22.30508423 21.92958832 21.87153625
 21.79544449]"
145,"[22.0091362  21.93082237 22.33769608 22.39575195 22.3569603  22.14870834
 22.00246048 22.05212021 21.99653435 21.87548447 21.77024841 21.48763466
 21.23689461]"
146,"[21.16895676 21.38487053 21.37918854 21.47577858 21.58398247 21.49751472
 21.40315056 21.00195694 20.96242905 21.13239288 20.92167473 21.25468063
 21.5325985  21.72849655 21.72899055 21.93823433 21.95354843 22.1393261 ]"
147,"[22.06199837 21.9634304  21.93106842 21.89030647 22.31546021 22.19367027
 22.31027412 21.89994431 21.90834236 21.67093849 21.69415855 21.65018463
 21.63833046 21.91229439 21.93675423 21.64277649 21.55038071 21.38709068
 21.08891296]"
148,"[21.14302063 21.44884872 21.54149246 21.64327049 21.78902245 22.18477631
 21.95651436 24.98569489 24.7853508  24.87675285]"
149,"[25.47977638 25.33500862 25.07932663 25.0743866  25.59909439 25.45531654
 25.45927238 25.37181664 25.34884262 25.23545265 25.26584053 24.90022278]"
150,"[25.09982681 24.96544075 24.99483871 25.50595856 25.57414246 25.53288841
 25.48323059 25.32636452 25.25497055 25.54548645 25.49163246 25.83847237
 26.14677811 26.26288605 26.17593002 26.04969025 26.01955223 26.14109802
 26.12034225 26.42988396]"
151,"[26.63418388 26.79525185 26.61318588 26.43210602 26.20557213 26.50671196
 26.429636   26.79747772 26.83379173 27.1895256  27.5472374  27.46670532
 27.60553741 27.62875748]"
152,"[27.40790939 27.68582344 27.49832344 27.29772949 27.60207939 28.13419914
 28.19274902 27.9212513  27.91977119 27.74190331 28.39457703 28.37530708
 28.56305885 28.42249489 28.74784279 28.78045464]"
153,"[28.65890884 27.76290131 27.20459366 27.74264336 27.34516144 28.04847717
 29.17447853 28.00005722 28.11690712 28.24141502 28.65545082 29.08727455
 28.9758606  29.40199852 29.31578445 29.64212227 29.71376228 29.91337013]"
154,"[29.70240021 29.74612617 29.73821831 29.95363808 30.13866806 30.14287186
 30.11915207 30.03120422 29.71104431 30.0129261  30.09568596 30.12903404
 30.00996208 29.9304142  29.64434624 29.8249321  29.37433243 28.97264862]"
155,"[29.44943237 29.9227581  29.62606812 29.57443619 29.22561455 28.6053009
 28.62481499 27.96398926 27.61979294 27.69545937]"
156,"[27.5460968  28.05006599 28.04215431 28.1776638  26.86210823 26.6153183
 27.44372368 27.90070724 26.75379944 26.24191475 26.33687401 26.53075027
 27.52483368 26.51393127 26.14399147 26.45013428 26.06090355 25.97286987
 25.52874756]"
157,"[25.57671738 26.09848785 26.0470562  26.27901077 26.10986137 26.10393143
 25.47731018 25.22112083 25.27256203 25.65486336 26.20828629 26.36506462
 26.04656029 25.71668053 25.7488308  26.15586472 26.20086861 26.65439034
 26.95706749 27.33491707 27.99022484]"
158,"[27.7790432  27.69991302 27.69051361 27.39574814 26.95112801 26.93728638
 27.39426422 27.51444244 27.80080223 27.72315598]"
159,"[27.63858604 27.26815033 27.28842735 26.91849136 26.85567856 27.36805534
 27.44372368 27.51593018 27.94076538 27.92444611 28.61832809 28.48726654
 28.54859161 28.45166016 28.81714439]"
160,"[28.80057716 28.91902733 28.79637146 28.24443436 28.4912262  28.24492836
 28.6445446  28.925951   28.92150116 28.8166523 ]"
161,"[28.375      29.43091202 29.15345192 29.41409492 29.47542191 29.34534645
 29.13119888 29.20933914 28.96255112 29.05206871 28.26965523 27.99616051
 28.34631729 27.94670296 28.01119232 27.8621273  28.12969208 28.08567429
 27.83097458]"
162,"[28.42692757 28.42050171 28.36263657 28.79192162 29.0243721  28.90715599
 28.85176277 28.81170464 28.69498634 28.57925797]"
163,"[28.2399807  28.15095901 28.26965523 28.55304527 28.58321381 28.78302002
 28.98579597 29.16581917 28.73504829 28.83840942 28.75186157 28.46847343]"
164,"[28.34384346 28.68262291 28.92100716 29.14356041 29.48036575 29.04959297
 28.74098206 29.08025551 28.44077682 28.54166985 28.50507545 28.55452728
 28.10496521 28.1944809  28.45166016 28.55403519 27.88092232 28.31416893
 27.73947525 26.92887688 26.37100029]"
165,"[26.60493088 26.21372795 25.94072342 25.28096771 25.75921822 26.04112053
 26.34627151 26.9036541  26.6959343  26.74489784 27.14698219 27.16824532
 27.21671677 27.65045166]"
166,"[27.45954895 27.40465164 26.99959755 26.80770683 26.75676537 27.07724762
 27.21572495 27.06834412 26.97288895 26.92442322 26.5342083  26.46101379]"
167,"[26.55794907 26.45111847 26.58316994 26.6707077  26.7602272  26.72511292
 26.79732132 26.400177   26.39770699 26.27752876 26.57377434 25.97781754
 26.06288528 26.37891388 26.01738167 26.13014412 25.65140152 25.41103745
 24.50053406]"
168,"[24.97037315 25.27750587 25.53715515 25.95852852 26.24142265 26.15141106
 26.41155434 26.2285614  26.23301125 26.03419876]"
169,"[25.95555878 25.4145031  24.82546425 24.78293419 24.86107635 24.53911018
 24.3600769  24.53960419 24.77156258 24.81705856]"
170,"[25.12814331 25.06978416 25.62073517 26.42935944 26.70433998 26.46991158
 25.6499157  25.22310257 25.25574303 26.43578911 26.13706779 26.17465591
 25.85417557 26.092556   26.26169968 26.10491943 26.55547714 26.50749969
 26.85172081 27.15242004]"
171,"[26.84727097 26.69197845 26.84875679 26.65488243 26.30670357 26.51343727
 26.89821243 27.47240448 27.6168251  28.2567997  28.37054825 28.35719299
 28.45413017]"
172,"[28.07603073 28.13365173 27.44916344 27.25974464 27.4738903  27.06883812
 27.42443275 27.24292755 27.6712265  27.59654808 27.71375847 27.63709831
 28.19992256]"
173,"[27.63586426 27.45707893 27.11928177 27.30178261 27.10247231 26.83342361
 26.48573875 26.54682159 26.55943108 26.78643608 26.74538803 26.70730782
 26.66576195 26.23152924 26.33736801 26.400177   25.91797256]"
174,"[26.47832108 26.4085865  26.6754055  27.05301094 27.94620705 27.54237747
 27.45857048 27.23043823 26.64822006 26.67599106 26.81881905]"
175,"[26.32388496 25.99756241 26.31892586 26.69186211 26.56688881 26.23659897
 26.2653656  26.70078659 26.47513962 26.39827347 26.64921188 26.74393463
 26.9046154  26.78559685]"
176,"[26.39926338 26.76972389 26.76922607 26.38884926 26.48208618 26.73946953
 26.79551125 26.61647987 26.44935226 26.1269989  26.12005424 26.61598396
 26.51282883]"
177,"[26.39975929 26.1453495  26.19246101 26.2475071  26.61796761 26.61598396
 26.69037247 26.80394363 26.67301559 26.54358101 26.3680191  25.86366081
 25.81357002 25.87952995 25.95689774 25.93011665 26.03723717 25.63107109]"
178,"[25.82200241 26.29065704 27.10496902 27.82654572 27.78290367 28.75641251
 33.37251282 32.88105011 32.84534454 32.8354187 ]"
179,"[31.95168304 30.92411041 31.1076088  31.14430618 31.3392086  31.3719368
 31.02578163 31.30349731 31.20630074 31.9268837  31.87233162 31.5063343
 31.42847443 32.76996613 32.7094574 ]"
180,"[32.55522537 32.5884552  32.77442169 32.5393486  32.77590942 32.07814407
 30.37462616 29.24043846 28.86601257 31.17505455]"
181,"[31.62089539 31.26233673 30.66077614 29.64610672 30.46686935 30.06566238
 29.79042244 30.48273659 30.38653183 30.81451607 31.0337162  30.90824699
 31.49839973 31.54005814 31.88323784]"
182,"[31.20630074 31.51327705 30.88096809 30.86460495 31.03520203 30.3493309
 29.50228691 29.5062561  30.1732769  30.31561089 31.09025002 31.81232834
 32.00920868 31.85646057 31.69776344 31.91845703 32.07020187 32.34941483
 32.29287338 32.81756973 32.84038544]"
183,"[33.0337944  32.24923706 31.86886024 32.32411957 34.81417465 35.3487854
 35.13603592 35.3572197  35.55410385 35.25108719 35.76190186 35.81396866
 36.10904694 36.26477051 36.38925171 35.94935608 36.11946106 36.47057724]"
184,"[36.26377487 35.55806732 36.15119934 35.96969604 36.69870758 36.61985016
 37.52194977 37.49119568 37.10933685 37.10289001 37.20752335 36.82764435
 38.03969574]"
185,"[37.80859756 37.3205986  38.02829361 37.85174179 37.80809784 37.27447891
 37.16785431 36.64266586 37.08403778 36.86732101]"
186,"[37.59584045 37.16636276 36.66448593 37.08403778 37.19462967 37.21001053
 37.11528397 37.81504059 38.51380157 38.2360878  37.63502502 36.78995895
 36.82666016 36.87822723 36.02374649 35.43259811]"
187,"[35.50996399 36.00788116 34.74276733 35.44499588 34.43975449 34.80377197
 34.63812256 35.04180908 35.96721649 35.29374313 35.36168289 34.71449661
 36.25038147 36.84500504 37.29381561 37.92116928]"
188,"[36.0515213  35.11223602 33.90018463 33.85902023 33.62939835 33.92746353
 33.87737274 33.84215927 34.26865005 35.13156509 34.58357239 34.76012421
 35.03536224 34.50917816 34.69317627 35.00015259 34.96643066 34.60440063
 35.64783478 35.64981461]"
189,"[35.3309288  35.25505447 34.47495651 34.41594315 34.97485352 35.35077667
 36.04507446 36.22707748 36.11995697 36.50479889 36.5886116  36.57968903
 36.80235291]"
190,"[36.73590088 36.60249329 36.46562195 36.37783813 36.93526077 37.22091675
 36.94419098 37.19016647 36.96105194 36.58960342 36.98088837 36.71259308
 36.65655136 36.50529099 36.85194397 37.27993011 37.35333252 37.64097214
 38.01837158]"
191,"[37.389534   37.32704926 37.64791489 35.64585114 35.86307526 35.11867905
 35.00460815 34.26964951 34.36833572 34.6262207  34.33610535 34.50173569
 34.78591156 35.26646805 35.35473633]"
192,"[35.86455154 35.47327042 35.37507248 35.25208664 35.53278351 35.02396011
 35.04379654 34.73086166 35.19802475 34.92526627 35.71131516 35.96820068
 35.91116714 36.33469009 36.4864502 ]"
193,"[36.40858459 36.22262192 35.82289886 35.53575134 35.54071426 36.11747742
 36.13235855 35.67758942 35.62552261 35.62105179 35.65328979 35.22877502
 34.30436325 34.40305328 34.51364517 34.58902359 34.80772781 33.48608398
 33.14091873]"
194,"[33.72512054 33.92696381 34.32320786 34.67581558 34.46455383 34.60440063
 34.48487473 34.99420166 35.4633522  35.73859024]"
195,"[35.55707169 35.75396347 35.69940948 36.39023972 36.5479393  36.75772476
 36.63076401 36.8345871  36.68729401 36.62034988 36.78648376 36.9917984
 38.12648392 38.329319   38.23955917 38.34419632 38.26633835 38.7925148
 38.76970291 38.89368439 38.91451263]"
196,"[38.92294693 38.84210968 38.80342865 38.54058075 38.67795563 38.55844116
 38.45528793 38.29311371 38.28964615 38.16864014 38.15722656]"
197,"[38.16367722 38.29311371 38.14136124 38.04019165 38.12598801 38.25889969
 38.68638611 38.69977188 38.4503212  37.67369843 38.13789368 37.67518997]"
198,"[37.81404495 38.27377319 38.13094711 37.9732399  38.25641632 38.49496078
 39.03998566 39.02461624 38.39527512 38.83170319 38.75978088 38.4349556
 38.54802322 38.31344604]"
199,"[38.50537109 38.50736237 38.52669525 38.43842316 38.977005   38.83467102
 38.98691559 38.592659   38.60951614 38.68043518 39.43920135 39.74866867
 39.52401352 39.64302826 40.32443619 40.05465698]"
200,"[39.62816238 39.44367599 39.44466019 38.9075737  38.86144638 38.12202835
 37.79619598 37.79074097 38.80739212 39.20363998 38.94575882 37.81751633
 37.39399338 36.50429916]"
201,"[37.61567307 37.91273499 38.24748993 37.71733856 38.14681244 38.10070038
 37.73966217 37.77387619 38.09920502 38.22814941 37.59335327 37.09148407
 37.21943665 37.8155365  37.64642715 38.2455101  38.504879   39.14313507
 39.14214325 39.48086548 39.52897263]"
202,"[39.56765366 39.21802139 39.38663483 39.4967308  39.40449142 39.24083328
 39.17387772 39.25521469 38.93286133 38.82078171 38.27674484]"
203,"[38.98691559 39.02461624 39.37771225 39.97927094 40.00407028 39.91182327
 40.06655884 39.98968887 40.06507111 39.9029007  39.97530365 39.78213882
 39.92322922 40.63191223 40.85805893 41.44325638]"
204,"[41.26868439 40.83028793 39.78933334 39.5150795  39.46078873 39.60137558
 39.74817276 39.74073792 40.01993942 40.08986282]"
205,"[40.14838791 40.352211   40.62844467 40.68844604 40.61554718 40.87243652
 41.06634903 41.24438477 41.19974899 41.22802353 41.09461594]"
206,"[41.12635803 40.82532501 41.42192459 41.19330978 41.11643982 41.05196381
 41.25678635 41.42837143 41.59252548 41.81916809 41.93273544 41.93669891
 42.01505661 42.09341431 42.25905609 42.0745697 ]"
207,"[41.18487167 41.14172745 40.54611588 40.38990021 40.64182663 40.71175385
 41.231987   41.23645782 41.1402359  41.58607864]"
208,"[41.38870239 41.231987   41.05693054 40.89772797 40.90071487 40.83226776
 40.88037872 40.84268188 41.51764679 41.50028992 41.56921768 41.73982239
 41.81619644 42.78673172 43.25984192 43.2315712  43.35654449 44.92913437]"
209,"[45.25694275 45.4488678  45.97455597 46.2036705  45.97901154 46.33459473
 46.22896576 46.06084442 46.15110397 46.23144531 46.47246552 46.76605225]"
210,"[45.6065712  46.13324738 46.32022095 46.70951843 47.0546875  47.35918045
 48.08224487 48.17796326 48.39666748 47.85015488]"
211,"[47.95380402 48.38278198 48.78348923 48.43088913 48.6476059  48.77009964
 47.10477829 46.76109695 47.2818222  47.15089417 46.73183823 46.60636139
 47.47870255 47.14445114 47.58185577 47.46481323 47.88635635 47.22577667
 45.98893738 46.64157867 45.51581573]"
212,"[45.06650925 44.5690918  45.21429443 44.96533585 45.5554924  46.06183624
 46.12580872 46.80721664 46.9723587  47.41026306 47.28281784 47.87693787
 48.14919662]"
213,"[48.01331329 48.2498703  48.61784363 47.1479187  47.00409698 46.3241806
 46.69315338 46.14614487 46.16250992 46.14068985 45.80643082 46.02017593
 46.08959961 45.96215057 45.76923752 44.99261093]"
214,"[45.3472023  45.75783157 45.73551941 45.97058487 45.17809296 45.1627121
 44.96384811 45.85800934 45.9725647  45.68889999 45.42159271 45.3184433
 45.68939209 46.10002136 46.58404922]"
215,"[46.48535919 46.04448318 46.01273346 46.4164238  45.94778061 46.07571793
 46.22399902 46.37377548 45.87883759 45.6397934  45.37744904]"
216,"[45.71518326 46.19969559 46.24284744 46.04844284 45.67352295 45.86644363
 46.83995056 47.08840561 47.56499863 47.27537155 47.49952698 47.19651794
 48.10307693 48.5459404  48.45220947 48.23400116 49.05972672 48.98930359
 49.08104706 49.19610596 49.20503235]"
217,"[49.23627472 48.82167435 49.00765228 48.02819443 48.13183975 48.27020264
 48.2320137  50.54850769 50.44137573 50.41807556 50.85746384 50.86143112
 51.2036171  50.87730026 51.24578094 51.5691185 ]"
218,"[51.143116   50.98491669 50.86986542 50.88225937 50.62983322 51.20461655
 50.53957367 50.50436401 51.30330276 51.37620544 51.60680771 52.2812767 ]"
219,"[51.94404221 50.66702652 50.65462875 50.09719849 49.5273819  49.84824371
 50.50436401 51.12675095 51.43026352 51.63111115 51.60036469 51.60680771
 52.03033447 52.77620697 53.41843414]"
220,"[53.09807205 52.81389999 52.7484436  52.57437515 52.40674591 52.04124069
 51.9802475  51.89395142 52.81637955 53.68326187 53.87767029 54.66271973
 54.89630508 54.86258316 54.68156815 54.82588196 55.65606689 55.63126755
 56.13811111 56.02950287 56.41236115]"
221,"[57.31990814 58.02214813 57.73797989 58.04198074 58.3132515  58.300354
 57.71069336 58.02065277 57.90956116 55.14228821 52.3601265  53.59002686
 52.00207138 49.66822433 51.466465   52.16869736 52.17662811 53.04946518]"
222,"[54.03239441 54.29425049 54.67412949 55.11451721 54.88092804 55.88072205
 56.72182083 55.45918655 54.78670502 53.04054642 53.50671768 54.10232162
 54.30714417 55.03020477 55.84154129 57.52968216 57.75086212]"
223,"[56.44509125 57.00647736 57.01094437 56.32408142 54.54320526 54.43856049
 54.09984207 52.0268631  50.66257095 52.23168182 49.8457756  49.8189888
 51.16939926]"
224,"[49.91371536 50.25788879 50.83961105 50.97202682 49.94197845 50.35905838
 51.16197205 50.58321762 51.20511627 51.04442978 51.47638321 53.27064896
 53.16749954 53.94213486]"
225,"[53.21113586 52.93788528 50.58370209 50.64321899 51.57854843 51.08310699
 50.4522934  51.44316483 50.80192184 50.76919174 51.98371887 52.31003571
 52.26639175 53.69715118 54.43162155]"
226,"[54.46583557 54.56204987 53.5220871  53.6480484  53.49034882 52.88383484
 53.53944778 53.05095673 53.5449028  53.52258301 53.34503937 52.58428955
 52.95523453 53.80774689 55.51918793 56.50063705 56.51898575]"
227,"[56.38111115 55.73541641 55.58713531 56.03942108 56.50212097 56.27746201
 57.13690948 57.14384842 58.19522476 57.92741776 58.01569748]"
228,"[57.41165543 57.30353928 55.78252792 55.46761703 54.74951172 55.25733185
 55.32825851 55.91395187 54.69545364 55.75575256 56.54427338 57.23262024
 57.17261887 57.22518921 58.69214249 58.95697021 58.71098709 59.45190048
 59.30708694]"
229,"[58.86472321 58.76305771 59.78417587 61.89583588 62.67047882 62.90009689
 61.42074203 60.49037552 60.36738968 60.50376892]"
230,"[60.80826569 60.68726349 60.7398262  61.60522079 61.77334213 61.94643021
 61.37660217 61.24766159 61.59926987 60.2245636  59.83327103 59.55902481]"
231,"[59.89674759 59.59175873 59.87493134 59.77822113 60.5355072  61.585392
 61.05622864 61.95634079 61.45148468 60.41350937 59.36263275 58.84091949
 58.095047   57.7672348  57.75780487]"
232,"[58.38863373 57.66755295 58.28796005 58.14910126 57.33181    57.58820724
 58.07768631 58.86026001 57.82972336 58.19075394 58.7501564  58.54386139
 59.24559784 59.18757248 59.27882385 59.51687241]"
233,"[59.65771484 57.93386841 57.3962822  56.98069382 56.47732544 53.62078094
 53.52655029 55.05202484 54.16778564 55.60746765 55.33024597 53.95552826
 54.37657547 54.60965347 54.73513031 52.10770035 54.33243561 53.13725281
 50.58867264]"
234,"[51.38860321 53.40009308 53.06435013 52.45881271 51.58102417 52.36061859
 54.22431946 53.67929459 52.87341309 51.5086174 ]"
235,"[51.38066483 51.75806808 52.80200195 52.6423111  50.58470154 50.8703537
 51.4580307  50.7771225  52.00404739 51.79526901 53.86923599 53.97189713
 54.27589798 54.87101364]"
236,"[52.11315155 53.00136566 51.40694809 51.55424118 52.15927505 52.75091553
 52.6626358  51.68070602 50.41262054 51.01665878 50.73397446 50.05951309
 48.57817841 48.41353607]"
237,"[51.54977798 51.76898193 51.43174744 51.35884857 51.86667633 50.38930893
 53.09955978 52.98450089 53.37578201 53.29545212 53.08071136 52.4290657
 51.8091507  53.41893005 53.60838318 54.05124283 54.46583557]"
238,"[53.09013367 53.34057236 53.25775909 54.10529709 53.06831741 52.59915924
 54.00958252 55.36396408 55.08525467 56.17877579 56.83290863]"
239,"[55.30743027 54.48815155 54.30714417 54.3046608  55.61193085 55.55192184
 55.62680817 55.22906876 55.47257233 55.23651123 54.40185928 55.06641006
 55.01830292 55.30247498 55.34809113 55.5400238  56.58494186 56.92266846
 57.62837601]"
240,"[57.42157745 56.69950485 56.65089798 58.30928802 59.17418289 59.18013382
 58.7947998  58.74074173 58.73082733 59.45438766 60.70015717 61.07556915]"
241,"[59.78417587 59.16426468 58.74867249 58.17339706 57.94874573 58.18778229
 59.23518753 59.53571701 59.80500412 60.25531006 59.86600113 59.70185089
 59.37503815 59.6185379  59.74052811 60.39763641 60.55782318 60.85687256
 61.31362152 61.31510925 61.93353653]"
242,"[62.71263504 62.28861237 62.65808487 63.09102631 63.8547554  58.94010162
 57.92840958 57.65713882 58.78735733 58.98523712 58.22696304 57.83864975
 57.64574051 57.73946381 56.14059067 55.56580734 57.73648071 58.46896744]"
243,"[57.64176941 56.47881699 57.01342392 57.10219574 56.57403183 56.21200562
 56.24573135 55.36842728 55.44232559 54.73214722 51.38959885]"
244,"[52.22374344 51.68665314 51.79179001 52.86795807 53.57911301 53.49679184
 53.41298676 53.9951973  53.82559586 54.18018341 54.73067093 54.66768265
 55.11847687 55.63722229 55.32180786]"
245,"[53.87518692 53.550354   53.36239624 53.60540771 54.45046616 55.1100502
 55.62234116 56.1187706  55.36297607 55.78351974 56.55965042 56.74462891
 56.77884674 57.04863358 57.20932007 56.85075378]"
246,"[56.84977341 56.0448761  56.44012833 56.84381485 56.42723465 56.14505005
 62.01138687 61.46586609 60.7581749  60.33862305]"
247,"[59.95824432 59.21336365 57.1468277  58.0211525  58.22151184 59.74946213
 58.91679764 58.25720978 59.37602234 57.74045181]"
248,"[57.88774109 58.4005394  59.43455124 58.65296173 59.07748032 58.99217987
 57.09575272 57.96858597 57.91650772 58.07421494 59.15682602 58.92126083
 57.94377899 58.58948517 60.07577896 59.75590134 59.7301178  59.80897522
 60.51169968 61.20996857 61.47330856]"
249,"[61.06367111 60.95704651 61.11871719 61.43114853 60.99572372 61.19906235
 60.44177628 61.81847763 61.56406403 60.75570297 60.45368576 59.76434326
 58.35243225]"
250,"[58.90787125 59.95775223 59.89228439 58.97234344 59.62596893 59.94138718
 60.27762604 60.36143875 61.64440536 61.67564774 62.14331055 61.7673912
 61.80012894 61.63398361 62.44384003 62.53608322 62.74139404]"
251,"[63.97476578 62.61691666 62.55096054 62.49244308 63.16839218 64.04270935
 64.07545471 64.06403351 64.91010284 65.03456879 64.43054199 64.41118622
 64.37152863 65.03902435 66.20000458]"
252,"[65.49727631 65.23740387 64.62194824 64.53765106 64.23958588 64.8024826
 65.14269257 65.11490631 64.71668243 63.97080994 64.23662567 65.48934937
 65.86574554 66.4851532  66.63095093 66.68551636 66.70336914 66.96372986]"
253,"[66.84273529 67.50429535 67.20424652 67.08026886 67.24988556 66.93000793
 66.89280701 66.63095093 67.46609497 67.04405975]"
