seed,protocol,baseline_mape,best_blocks,best_mape,best_pct_vs_no_aug,final_blocks,final_mape,final_pct_vs_no_aug
42,continuous_chunked,0.06973497569561,30,0.0104335416108369,-85.0382946193617,100,0.0164784584194421,-76.3698800278216
42,independent_fixed,0.0765474438667297,0,0.0765474438667297,0.0,100,0.1612058579921722,110.59600405839045
42,continuous_cross_refit_scaler,0.0737357586622238,30,0.0099131502211093,-86.55584427289824,100,0.0277054775506258,-62.42599513006729
43,continuous_chunked,0.0559794157743454,50,0.0087845548987388,-84.30752665560215,100,0.0201877560466527,-63.937179823329856
43,independent_fixed,0.0629964172840118,0,0.0629964172840118,0.0,100,0.166090577840805,163.65083127188888
43,continuous_cross_refit_scaler,0.0473376773297786,100,0.01697663590312,-64.13715910721174,100,0.01697663590312,-64.13715910721174
