family,sample_id,persistence,n_seeds,pooled_delta_mean,pooled_delta_std,oos_corr_mean,direction_acc_mean,strategy_edge_mean,strategy_sharpe_mean,strategy_sharpe_std,acf_r_lag1_mean,acf_abs_r_lag1_mean
iid_signs,iid_signs,,500,0.09407032869957473,0.06961272539087329,0.003553838692634715,0.5019839679358717,0.005367988212136414,0.08531633965194484,0.7444306112247104,-0.0028813903849851177,0.15535669386601836
markov_signs,markov_signs_p0.65,0.65,500,0.20882774822924427,0.11083540581137415,0.14817448226842628,0.5968176352705411,0.1395551827414604,2.3337780879791477,0.9582667378379254,0.1739590540288071,0.15535669386601836
markov_signs,markov_signs_p0.75,0.75,500,0.3434749940850895,0.17717947658685274,0.2785785146763889,0.6952344689378757,0.2764701130330422,4.796554155523661,1.0522898472812712,0.28917920979230083,0.15535669386601836
markov_signs,markov_signs_p0.85,0.85,500,0.5126033877154628,0.24150599677871032,0.41120239411204335,0.7976192384769539,0.41857249145084213,7.722088932724085,1.1840395910322363,0.40394567418279814,0.15535669386601836
markov_signs,markov_signs_p0.90,0.9,500,0.6163972872567227,0.2926173507303477,0.48112086397782566,0.8483406813627254,0.48850119195317965,9.427447405941354,1.3312213231887162,0.4613308162745546,0.15535669386601836
real,real_eval,,500,0.09759553588717407,0.07648854241945119,0.0003546042022087973,0.5025290581162324,0.003531375899055952,0.07013665193781851,0.7660393330416401,0.00023034454216857414,0.15535669386601836
