seed,sample_id,family,persistence,pooled_delta,acf_r_lag1,acf_abs_r_lag1,oos_corr,directional_accuracy,strategy_edge,strategy_sharpe
392,iid_signs,iid_signs,,0.05461826215859479,-0.031001216893139245,0.10953567079117076,-0.13928274462989745,0.4849699398797595,-0.07950300006958606,-1.2495297713465503
392,markov_signs_p0.65,markov_signs,0.65,0.2677307674259949,0.25928222086669817,0.10953567079117076,0.2427177967452369,0.6412825651302605,0.2730129353282337,4.4434647757707655
392,markov_signs_p0.75,markov_signs,0.75,0.3017373550637084,0.2636155406743802,0.10953567079117076,0.2732452480632313,0.7294589178356713,0.32952984598482216,5.4595377211407365
392,markov_signs_p0.85,markov_signs,0.85,0.4820596084534784,0.38387335760255453,0.10953567079117076,0.43378877050925413,0.8216432865731463,0.47832753293456565,8.504164119376831
392,markov_signs_p0.90,markov_signs,0.9,0.6644493683952758,0.4880874984297307,0.10953567079117076,0.5093052707747738,0.8897795591182365,0.5989448201658285,11.62838060929438
393,real_eval,real,,0.05944611807335764,-0.024528714055712775,0.104482503273031,0.014688060169885641,0.5250501002004008,0.0397716333187618,0.7285542764722097
393,iid_signs,iid_signs,,0.04488299140673391,0.03400272130590876,0.104482503273031,0.01755970140827273,0.49298597194388777,0.003902380286105196,0.07141234399610646
393,markov_signs_p0.65,markov_signs,0.65,0.1281382513166636,0.13302044395635246,0.104482503273031,0.09590749213059373,0.5811623246492986,0.105033374839274,1.9363078640190134
393,markov_signs_p0.75,markov_signs,0.75,0.19672938588705935,0.2290454601614192,0.104482503273031,0.2546871209280653,0.6733466933867736,0.20633287935218525,3.8872435339533586
393,markov_signs_p0.85,markov_signs,0.85,0.37069099372388886,0.3858217925644991,0.104482503273031,0.36695604169202617,0.7955911823647295,0.3989393784192375,8.22127216707997
393,markov_signs_p0.90,markov_signs,0.9,0.43863324294441053,0.45162884655225044,0.104482503273031,0.4268560514557994,0.8517034068136272,0.4133009483507084,8.602550889582906
394,real_eval,real,,0.10248492514276546,-0.07485797027671474,0.1594918256103262,-0.10965686609923543,0.47695390781563124,-0.07631629803323056,-1.2492324941375537
394,iid_signs,iid_signs,,0.1021149740944571,-0.05640136088470727,0.1594918256103262,0.10425338109700097,0.46893787575150303,-0.01378485536600011,-0.22503152830098738
394,markov_signs_p0.65,markov_signs,0.65,0.15620872711539002,0.15125035998033082,0.1594918256103262,0.07270922596468138,0.6212424849699398,0.1065503226932624,1.7488961809627501
394,markov_signs_p0.75,markov_signs,0.75,0.32639212448080196,0.3138864962325996,0.1594918256103262,0.28625445224356943,0.7074148296593187,0.30679237224305983,5.277160022156126
394,markov_signs_p0.85,markov_signs,0.85,0.4655143063176626,0.4012646989174507,0.1594918256103262,0.410346890796244,0.8296593186372746,0.4706498230192067,8.776252905768537
394,markov_signs_p0.90,markov_signs,0.9,0.529956559917404,0.4703359653744911,0.1594918256103262,0.4317401064753538,0.8817635270541082,0.535574822517191,10.474215261829167
395,real_eval,real,,0.22466705695179692,-0.04521285344725462,0.3008911274443675,-0.02846716997550092,0.4749498997995992,-0.048775775586122394,-0.7779602657635073
395,iid_signs,iid_signs,,0.2100586875023308,0.06757574973324575,0.3008911274443675,-0.02808258964936096,0.49298597194388777,0.024856454091635567,0.3963049332891759
395,markov_signs_p0.65,markov_signs,0.65,0.523835393589706,0.23293671173917227,0.3008911274443675,0.16455885887071772,0.6513026052104208,0.20737542253565255,3.3773293174304873
395,markov_signs_p0.75,markov_signs,0.75,0.6380035658777864,0.33759841115256306,0.3008911274443675,0.29028521272284735,0.657314629258517,0.24742942912200297,4.071976825403006
395,markov_signs_p0.85,markov_signs,0.85,1.0161529948882646,0.42110240087649325,0.3008911274443675,0.41460412234744026,0.7995991983967936,0.41637129732901235,7.297681942462326
395,markov_signs_p0.90,markov_signs,0.9,1.3091196396718698,0.5340581697965793,0.3008911274443675,0.5635508349202407,0.87374749498998,0.5555517986593913,10.659662952973536
396,real_eval,real,,0.10028373636456184,-0.052912166059109124,0.1763429873353502,-0.01903927502514157,0.5170340681362725,-0.005158311591108266,-0.07618239232893366
396,iid_signs,iid_signs,,0.11688364696592933,0.005014885454589934,0.1763429873353502,0.017005950661060896,0.46292585170340683,-0.08815891076235438,-1.3061086678831497
396,markov_signs_p0.65,markov_signs,0.65,0.17867392072538257,0.12795079340184826,0.1763429873353502,0.1347173498068045,0.5951903807615231,0.06599334766169668,0.9765813360647739
396,markov_signs_p0.75,markov_signs,0.75,0.3573436543254302,0.26162970351002907,0.1763429873353502,0.3078420536575242,0.7535070140280561,0.4088368681544331,6.5267632791920445
396,markov_signs_p0.85,markov_signs,0.85,0.5785862718961294,0.3866394424946698,0.1763429873353502,0.47956342810699193,0.7675350701402806,0.46203154322567214,7.561325661045366
