stage,protocol,seeds,baseline_mape_mean,best_mape_mean,best_pct_mean,best_pct_min,best_pct_max,final_mape_mean,final_pct_mean,final_pct_min,final_pct_max
tmtr_continuous_offsets,tmtr_continuous_offset30,6,0.08823541986445582,0.038715939658383484,-50.031383003460014,-80.00574731837995,0.0,0.06533412697414552,-17.79579429803091,-45.16541251183518,65.51597592166722
tmtr_continuous_offsets,tmtr_continuous_offset50,6,0.07902853873868779,0.07902853873868779,0.0,0.0,0.0,0.5929165780544281,751.950428392253,440.5958413653018,1444.8062217476588
tmtr_reference,tmtr_reference,6,0.11369125917553898,0.07972271616260207,-26.777511098891466,-46.60991234262726,-4.091512470161509,0.49382850527763367,359.68440308175303,224.81893857165565,478.8211183834246
