eval_year,mean_mape,std_mape,ci95_low,ci95_high,n_runs
0,0.01185543602332468,0.0005978409320999245,0.011647236878828415,0.012077869715479462,30
10,0.018020154846211216,0.004083114312927172,0.01670643944603695,0.019609705385131074,30
20,0.015471595556785624,0.002661874311096824,0.014590137929966017,0.016484239581817103,30
30,0.01445722387482718,0.0016745678312517125,0.013940740003405715,0.01513388500393674,30
40,0.015437915734946675,0.001979760320254759,0.014765303039457589,0.016178697508294083,30
50,0.017485820595174985,0.0031586506765895863,0.016436413116753062,0.018695643347067085,30
60,0.01825801615292822,0.0033223938648936006,0.017138411845080515,0.01950329889388129,30
70,0.019554481593271056,0.005179218147721334,0.017864636993035633,0.021600151638655567,30
80,0.020156011854608795,0.00448725465894201,0.018651805611637675,0.021837830126751154,30
90,0.02197491998473798,0.004798514161031375,0.020349320223710134,0.023716778296511573,30
100,0.024379189560810685,0.006745521478273645,0.02208460922508185,0.026911135617022682,30
