run_idx,synthetic_pct,mae,dataset,k,variant,source_file
26,30,0.0741709843277931,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
27,30,0.0982665345072746,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
28,30,0.1018318906426429,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
29,30,0.1036564856767654,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
0,40,0.091420903801918,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
1,40,0.1010665223002433,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
2,40,0.077552430331707,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
3,40,0.0968444421887397,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
4,40,0.0861834585666656,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
5,40,0.1123620793223381,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
6,40,0.1091287583112716,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
7,40,0.0980119407176971,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
8,40,0.1070708334445953,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
9,40,0.09423828125,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
10,40,0.1201183125376701,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
11,40,0.0991390496492385,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
12,40,0.0997054949402809,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
13,40,0.0562450066208839,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
14,40,0.0894097313284874,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
15,40,0.0905778408050537,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
16,40,0.0859942808747291,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
17,40,0.0975673794746398,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
18,40,0.0997898429632186,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
19,40,0.1003248691558837,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
20,40,0.1050726473331451,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
21,40,0.1094381138682365,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
22,40,0.1047417372465133,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
23,40,0.1082378849387168,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
24,40,0.0729126408696174,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
25,40,0.0862682610750198,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
26,40,0.0988449230790138,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
27,40,0.136165365576744,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
28,40,0.0800892114639282,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
29,40,0.1211621835827827,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
0,50,0.0909824892878532,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
1,50,0.1220753565430641,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
2,50,0.1186217367649078,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
3,50,0.1001846864819526,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
4,50,0.0772106945514679,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
5,50,0.1247558817267417,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
6,50,0.0916867554187774,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
7,50,0.0734785795211792,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
8,50,0.0993639454245567,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
9,50,0.0962567254900932,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
10,50,0.0939967706799507,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
11,50,0.1026232689619064,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
12,50,0.097835436463356,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
13,50,0.0670756846666336,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
14,50,0.0950707420706749,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
15,50,0.0886405482888221,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
16,50,0.0825204476714134,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
17,50,0.0902432054281234,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
18,50,0.1144388690590858,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
19,50,0.0832127481698989,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
20,50,0.1164579540491104,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
21,50,0.1069321855902671,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
22,50,0.0932474210858345,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
23,50,0.1198380142450332,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
24,50,0.0834108963608741,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
25,50,0.107607752084732,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
26,50,0.0946817621588707,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
27,50,0.0742361396551132,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
28,50,0.1224999204277992,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
29,50,0.09360221773386,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
0,60,0.0990315526723861,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
1,60,0.0922313928604126,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
2,60,0.1073984801769256,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
3,60,0.1062511354684829,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
4,60,0.0914572849869728,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
5,60,0.093422383069992,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
6,60,0.0841066017746925,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
7,60,0.0894457846879959,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
8,60,0.1027230769395828,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
9,60,0.1045704707503318,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
10,60,0.1165201365947723,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
11,60,0.0992863029241561,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
12,60,0.1044077351689338,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
13,60,0.0749047100543975,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
14,60,0.0986441522836685,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
15,60,0.113082930445671,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
16,60,0.0804261863231659,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
17,60,0.122189961373806,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
18,60,0.0908869206905365,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
19,60,0.0877523198723793,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
20,60,0.0846468210220336,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
21,60,0.0820205137133598,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
22,60,0.1091781184077262,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
23,60,0.1159914806485176,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
24,60,0.0939790457487106,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
25,60,0.0849259123206138,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
26,60,0.0720288679003715,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
27,60,0.092800348997116,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
28,60,0.0823690369725227,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
29,60,0.1122925207018852,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
0,70,0.0947267115116119,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
1,70,0.1082866266369819,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
2,70,0.0876931175589561,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
3,70,0.0914211645722389,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
4,70,0.1018052324652671,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
5,70,0.1060777157545089,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
6,70,0.103355199098587,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
7,70,0.1119824051856994,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
8,70,0.1232230737805366,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
9,70,0.1142778322100639,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
10,70,0.1031942367553711,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
11,70,0.0958404317498207,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
12,70,0.094061754643917,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
13,70,0.0691598355770111,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
14,70,0.0788647681474685,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
15,70,0.0860180035233497,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
16,70,0.0869787782430648,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
17,70,0.116630382835865,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
18,70,0.1154073327779769,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
19,70,0.0783052742481231,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
20,70,0.1223632395267486,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
21,70,0.0777702927589416,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
22,70,0.1102174222469329,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
23,70,0.1379990577697754,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
24,70,0.1127522587776184,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
25,70,0.1169805005192756,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
26,70,0.1137098148465156,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
27,70,0.1114601045846939,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
28,70,0.0984669774770736,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
29,70,0.0805571675300598,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
0,80,0.1051435992121696,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
1,80,0.1140234768390655,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
2,80,0.107417955994606,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
3,80,0.0838849246501922,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
4,80,0.1060591340065002,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
5,80,0.1074506863951683,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
6,80,0.0914620608091354,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
7,80,0.1101061254739761,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
8,80,0.1104351431131362,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
9,80,0.1077457070350647,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
10,80,0.0938001051545143,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
11,80,0.1017631813883781,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
12,80,0.0920204743742942,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
13,80,0.0997287184000015,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
14,80,0.1045449674129486,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
15,80,0.089877963066101,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
16,80,0.1042984649538993,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
17,80,0.1127606332302093,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
18,80,0.1163685172796249,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
19,80,0.0893043801188469,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
20,80,0.1301486045122146,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
21,80,0.0795481130480766,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
22,80,0.1047049239277839,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
23,80,0.1167048886418342,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
24,80,0.0894351005554199,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
25,80,0.1043008267879486,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
26,80,0.0846385434269905,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
27,80,0.0972025319933891,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
28,80,0.0896044373512268,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
29,80,0.1108186319470405,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
0,90,0.0896633267402648,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
1,90,0.1116331741213798,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
2,90,0.0912230983376503,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
3,90,0.1112945526838302,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
4,90,0.0916274189949035,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
5,90,0.0970049351453781,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
6,90,0.1138286814093589,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
7,90,0.1160907596349716,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
8,90,0.1079516261816024,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
9,90,0.110010415315628,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
10,90,0.1105963960289955,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
11,90,0.0931642800569534,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
12,90,0.0766395404934883,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
13,90,0.0885603204369545,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
14,90,0.0785366147756576,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
15,90,0.0999716222286224,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
16,90,0.110037513077259,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
17,90,0.1138252317905426,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
18,90,0.088866077363491,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
19,90,0.1008606404066085,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
20,90,0.1076927036046981,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
21,90,0.0905928462743759,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
22,90,0.0851560682058334,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
23,90,0.103716492652893,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
24,90,0.0781314745545387,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
25,90,0.0896752625703811,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
26,90,0.0935093909502029,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
27,90,0.0913763716816902,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
28,90,0.0963810831308364,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
29,90,0.1221306771039962,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
0,100,0.0927896723151207,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
1,100,0.0959495306015014,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
2,100,0.090856947004795,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
3,100,0.0918789282441139,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
4,100,0.0944346860051155,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
5,100,0.1125357300043106,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
6,100,0.1219321936368942,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
7,100,0.0718857944011688,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
8,100,0.1284988671541214,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
9,100,0.1194168850779533,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
10,100,0.1083435714244842,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
11,100,0.1037943214178085,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
12,100,0.1006697639822959,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
13,100,0.0824106037616729,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
14,100,0.1177726909518241,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
15,100,0.0938271358609199,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
16,100,0.1100863218307495,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
17,100,0.0945008844137191,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
18,100,0.1269198358058929,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
19,100,0.1009420976042747,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
20,100,0.0940319076180458,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
21,100,0.0772445350885391,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
22,100,0.1070429161190986,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
23,100,0.1349130719900131,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
24,100,0.0939915031194686,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
25,100,0.1030451878905296,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
26,100,0.097646877169609,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
27,100,0.0987825542688369,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
28,100,0.1199424043297767,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
29,100,0.0986987575888633,SP500,K14,random_init,results/tatr/sp500/k14/random_init/results_matrix.csv
0,0,0.0550134740769863,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
1,0,0.0606749504804611,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
2,0,0.0611130185425281,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
3,0,0.0500223375856876,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
4,0,0.0630350932478904,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
5,0,0.0649840161204338,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
6,0,0.0628613606095314,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
7,0,0.0691542252898216,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
8,0,0.0751253962516784,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
9,0,0.0541207492351532,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
10,0,0.0542845800518989,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
11,0,0.0480849146842956,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
12,0,0.0606352835893631,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
13,0,0.0582571513950824,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
14,0,0.0509018041193485,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
15,0,0.0760842934250831,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
16,0,0.0741653740406036,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
17,0,0.0680235996842384,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
18,0,0.0470167994499206,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
19,0,0.0691681876778602,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
20,0,0.066179059445858,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
21,0,0.062372513115406,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
22,0,0.0596737042069435,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
23,0,0.0371395498514175,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
24,0,0.0470551438629627,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
25,0,0.0750297904014587,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
26,0,0.0754910930991172,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
27,0,0.0497619025409221,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
28,0,0.0579650215804576,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
29,0,0.0809758752584457,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
0,10,0.0651830062270164,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
1,10,0.112391673028469,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
2,10,0.1165516301989555,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
3,10,0.1013459116220474,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
4,10,0.0810533761978149,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
5,10,0.1135036200284957,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
6,10,0.0949532836675643,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
7,10,0.125588834285736,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
8,10,0.1059536337852478,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
9,10,0.0836867988109588,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
10,10,0.0725787580013275,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
11,10,0.0836594924330711,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
12,10,0.0828952938318252,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
13,10,0.0946813523769378,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
14,10,0.0903055593371391,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
15,10,0.1034838929772377,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
16,10,0.0990094766020774,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
17,10,0.0585030950605869,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
18,10,0.0924913436174392,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
19,10,0.0817698165774345,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
20,10,0.1163274869322776,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
21,10,0.0781667083501815,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
22,10,0.0894916206598281,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
23,10,0.1100219041109085,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
24,10,0.1083215922117233,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
25,10,0.1091138795018196,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
26,10,0.0672647878527641,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
27,10,0.0852693319320678,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
28,10,0.0876113548874855,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
29,10,0.1079657077789306,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
0,20,0.0646456480026245,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
1,20,0.0728311464190483,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
2,20,0.0591448880732059,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
3,20,0.0625755116343498,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
4,20,0.0542532615363597,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
5,20,0.0733776912093162,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
6,20,0.0798141509294509,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
7,20,0.0770089253783226,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
8,20,0.0584248043596744,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
9,20,0.0621832646429538,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
10,20,0.0692523792386055,SP500,K14,single,results/tatr/sp500/k14/single/results_matrix.csv
