run_idx,synthetic_pct,mae,dataset,k,variant,source_file
13,70,0.018020337447524,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
14,70,0.0253630336374044,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
15,70,0.0181301664561033,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
16,70,0.029844107106328,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
17,70,0.037321601063013,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
18,70,0.0152784120291471,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
19,70,0.0198457892984151,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
20,70,0.0197393801063299,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
21,70,0.0165811162441968,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
22,70,0.0233504138886928,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
23,70,0.020791620016098,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
24,70,0.0165794640779495,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
25,70,0.0149516854435205,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
26,70,0.0173280220478773,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
27,70,0.0187717899680137,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
28,70,0.0162569060921669,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
29,70,0.0199568811804056,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
0,80,0.0161274075508117,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
1,80,0.0187882222235202,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
2,80,0.0225784666836261,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
3,80,0.0161820668727159,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
4,80,0.0189129263162612,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
5,80,0.0171069502830505,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
6,80,0.0326614864170551,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
7,80,0.0158639252185821,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
8,80,0.0177487097680568,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
9,80,0.0165214501321315,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
10,80,0.016068460419774,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
11,80,0.0192726179957389,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
12,80,0.0217595323920249,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
13,80,0.0217067953199148,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
14,80,0.0213351305574178,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
15,80,0.0174498669803142,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
16,80,0.0170557536184787,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
17,80,0.0273306798189878,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
18,80,0.01514149364084,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
19,80,0.0141922086477279,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
20,80,0.0249307267367839,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
21,80,0.022082919254899,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
22,80,0.0219069439917802,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
23,80,0.0240481235086917,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
24,80,0.0218665059655904,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
25,80,0.0175108928233385,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
26,80,0.0189609937369823,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
27,80,0.022764965891838,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
28,80,0.0155690452083945,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
29,80,0.0312350876629352,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
0,90,0.0187373962253332,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
1,90,0.0175410229712724,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
2,90,0.017972195520997,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
3,90,0.0272295698523521,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
4,90,0.0287270005792379,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
5,90,0.0249036364257335,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
6,90,0.0254141986370086,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
7,90,0.0202495828270912,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
8,90,0.0360177680850029,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
9,90,0.0304785501211881,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
10,90,0.0184354279190301,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
11,90,0.0185089912265539,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
12,90,0.0216458011418581,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
13,90,0.0279023386538028,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
14,90,0.0210802815854549,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
15,90,0.0251264907419681,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
16,90,0.0231061484664678,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
17,90,0.0236772149801254,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
18,90,0.0153771704062819,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
19,90,0.0221215616911649,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
20,90,0.0184023398905992,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
21,90,0.0208152960985898,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
22,90,0.0158256143331527,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
23,90,0.0224319770932197,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
24,90,0.0218606516718864,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
25,90,0.0226475689560174,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
26,90,0.0228949971497058,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
27,90,0.0152615718543529,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
28,90,0.0206212047487497,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
29,90,0.014234029687941,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
0,100,0.0359810478985309,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
1,100,0.021906180307269,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
2,100,0.0257742516696453,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
3,100,0.0242194142192602,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
4,100,0.0256445575505495,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
5,100,0.0191257856786251,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
6,100,0.0296481382101774,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
7,100,0.0461648479104042,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
8,100,0.0164493583142757,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
9,100,0.0251110661774873,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
10,100,0.0299244187772274,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
11,100,0.0254289004951715,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
12,100,0.02458231523633,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
13,100,0.0268795881420373,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
14,100,0.0248080380260944,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
15,100,0.0279176104813814,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
16,100,0.0207134298980236,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
17,100,0.0171884447336196,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
18,100,0.0242119766771793,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
19,100,0.0238666366785764,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
20,100,0.0173133611679077,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
21,100,0.0197341684252023,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
22,100,0.0141614414751529,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
23,100,0.0226363763213157,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
24,100,0.028755722567439,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
25,100,0.0347294732928276,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
26,100,0.0270117353647947,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
27,100,0.0139740863814949,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
28,100,0.0150521798059344,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
29,100,0.0224611349403858,GOOG,K11,single,results/tatr/goog/k11/single/results_matrix.csv
0,0,0.0550134740769863,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
1,0,0.0606749504804611,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
2,0,0.0611130185425281,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
3,0,0.0500223375856876,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
4,0,0.0630350932478904,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
5,0,0.0649840161204338,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
6,0,0.0628613606095314,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
7,0,0.0691542252898216,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
8,0,0.0751253962516784,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
9,0,0.0541207492351532,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
10,0,0.0542845800518989,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
11,0,0.0480849146842956,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
12,0,0.0606352835893631,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
13,0,0.0582571513950824,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
14,0,0.0509018041193485,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
15,0,0.0760842934250831,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
16,0,0.0741653740406036,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
17,0,0.0680235996842384,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
18,0,0.0470167994499206,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
19,0,0.0691681876778602,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
20,0,0.066179059445858,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
21,0,0.062372513115406,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
22,0,0.0596737042069435,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
23,0,0.0371395498514175,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
24,0,0.0470551438629627,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
25,0,0.0750297904014587,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
26,0,0.0754910930991172,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
27,0,0.0497619025409221,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
28,0,0.0579650215804576,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
29,0,0.0809758752584457,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
0,10,0.1093207150697708,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
1,10,0.0605645477771759,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
2,10,0.1180777549743652,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
3,10,0.0784001424908638,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
4,10,0.052835863083601,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
5,10,0.0997669398784637,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
6,10,0.0898827090859413,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
7,10,0.0683148652315139,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
8,10,0.0646863356232643,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
9,10,0.0790267437696456,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
10,10,0.1003242209553718,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
11,10,0.1328178495168686,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
12,10,0.0728322640061378,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
13,10,0.0768257603049278,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
14,10,0.0901059880852699,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
15,10,0.1303496658802032,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
16,10,0.0632174313068389,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
17,10,0.0738273710012435,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
18,10,0.0910597816109657,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
19,10,0.0862831026315689,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
20,10,0.0901026055216789,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
21,10,0.0723737329244613,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
22,10,0.0966704860329628,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
23,10,0.0987856835126876,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
24,10,0.0775342658162117,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
25,10,0.0543122105300426,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
26,10,0.051382191479206,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
27,10,0.087144561111927,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
28,10,0.1072203963994979,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
29,10,0.0794974118471145,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
0,20,0.110396459698677,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
1,20,0.0990510210394859,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
2,20,0.0993852093815803,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
3,20,0.1064694002270698,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
4,20,0.171627402305603,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
5,20,0.0619110986590385,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
6,20,0.0757360905408859,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
7,20,0.0704331547021865,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
8,20,0.0978307873010635,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
9,20,0.1265358328819275,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
10,20,0.0782270729541778,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
11,20,0.10624910145998,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
12,20,0.0964814350008964,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
13,20,0.0938275679945945,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
14,20,0.0905842781066894,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
15,20,0.1056445613503456,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
16,20,0.0788909718394279,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
17,20,0.1141900494694709,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
18,20,0.1105787903070449,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
19,20,0.0969294533133506,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
20,20,0.0954931378364563,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
21,20,0.0828979685902595,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
22,20,0.2311706691980362,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
23,20,0.0825666785240173,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
24,20,0.0848999544978141,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
25,20,0.0868314057588577,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
26,20,0.1897088289260864,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
27,20,0.1044631004333496,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
28,20,0.1011880859732627,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
29,20,0.10158072412014,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
0,30,0.100442849099636,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
1,30,0.0981369540095329,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
2,30,0.0954527109861373,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
3,30,0.1478438824415207,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
4,30,0.0988817140460014,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
5,30,0.1019072085618972,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
6,30,0.1173638850450515,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
7,30,0.1287621408700943,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
8,30,0.0902920141816139,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
9,30,0.1361220628023147,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
10,30,0.095022477209568,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
11,30,0.1127304807305336,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
12,30,0.1558003425598144,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
13,30,0.1278046667575836,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
14,30,0.111682541668415,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
15,30,0.1212534233927726,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
16,30,0.1673747599124908,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
17,30,0.1159609109163284,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
18,30,0.113453596830368,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
19,30,0.1079181879758834,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
20,30,0.0970903784036636,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
21,30,0.1109884679317474,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
22,30,0.134660854935646,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
23,30,0.0966097116470336,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
24,30,0.1787427365779876,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
25,30,0.1255614608526229,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
26,30,0.1195005178451538,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
27,30,0.1142592430114746,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
28,30,0.1237608343362808,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
29,30,0.1118261441588401,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
0,40,0.1544016748666763,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
1,40,0.0942769795656204,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
2,40,0.2197192758321762,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
3,40,0.1279651671648025,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
4,40,0.0949725955724716,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
5,40,0.1504947245121002,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
6,40,0.1717879772186279,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
7,40,0.1186075657606124,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
8,40,0.1603310853242874,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
9,40,0.125659704208374,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
10,40,0.1726858168840408,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
11,40,0.1612511426210403,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
12,40,0.227893978357315,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
13,40,0.082312949001789,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
14,40,0.1643958389759063,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
15,40,0.0952548012137413,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
16,40,0.1086868196725845,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
17,40,0.1396261900663375,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
18,40,0.1788348406553268,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
19,40,0.116352304816246,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
20,40,0.107803113758564,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
21,40,0.0990249216556549,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
22,40,0.0997047573328018,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
23,40,0.1687349528074264,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
24,40,0.0863192602992057,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
25,40,0.1319627165794372,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
26,40,0.0965419486165046,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
27,40,0.1467224359512329,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
28,40,0.1848843246698379,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
29,40,0.0969386547803878,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
0,50,0.1359264701604843,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
1,50,0.1275925636291504,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
2,50,0.2081790715456009,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
3,50,0.0779327899217605,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
4,50,0.1736193746328354,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
5,50,0.166376918554306,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
6,50,0.1456715911626815,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
7,50,0.254473477602005,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
8,50,0.1304914802312851,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
9,50,0.1504396796226501,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
10,50,0.110788807272911,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
11,50,0.1492474973201751,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
12,50,0.1386440247297287,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
13,50,0.1957361996173858,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
14,50,0.0882918238639831,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
15,50,0.0913175791501998,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
16,50,0.136762723326683,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
17,50,0.1410030573606491,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
18,50,0.2110471874475479,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
19,50,0.0941501706838607,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
20,50,0.1096707805991172,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
21,50,0.0932441875338554,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
22,50,0.1046681925654411,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
23,50,0.1455065310001373,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
24,50,0.118308775126934,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
25,50,0.2624775469303131,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
26,50,0.1165227070450782,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
27,50,0.1198277249932289,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
28,50,0.1259447336196899,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
29,50,0.133224681019783,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
0,60,0.0936601758003234,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
1,60,0.0964016765356063,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
2,60,0.1275637745857238,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
3,60,0.1949620395898819,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
4,60,0.0930530652403831,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
5,60,0.1097840219736099,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
6,60,0.1498744636774063,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
7,60,0.1708814203739166,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
8,60,0.2465529143810272,SP500,K14,authors,results/tatr/sp500/k14/authors/results_matrix.csv
