eval_year,mape
0,0.01303279772400856
10,0.015286010690033436
20,0.01413825061172247
30,0.013908986933529377
40,0.013289920054376125
50,0.019867319613695145
60,0.01976028084754944
70,0.015623323619365692
80,0.019966773688793182
90,0.018295835703611374
100,0.021671922877430916
