seed,sample_id,family,persistence,n_obs,pooled_delta,acf_r_lag1,acf_abs_r_lag1,signed_stylized_distance,magnitude_path_distance
58,markov_signs_p0.55,markov_signs,0.55,1000,0.2144693716943262,0.15574150702071599,0.2934894780136582,0.41134212099606177,0.0
58,markov_signs_p0.65,markov_signs,0.65,1000,0.1667029735370407,0.10933310785112428,0.2934894780136582,0.43387850541532447,0.0
58,markov_signs_p0.75,markov_signs,0.75,1000,0.5214640977242184,0.28858038362020877,0.2934894780136582,0.0965634100797537,0.0
58,markov_signs_p0.85,markov_signs,0.85,1000,0.6594624544795565,0.4206567633388804,0.2934894780136582,0.34092122199800917,0.0
58,markov_signs_p0.90,markov_signs,0.9,1000,0.9642583210319023,0.534517881376185,0.2934894780136582,0.8678994001044591,0.0
59,real_eval,real,,1000,0.1025187556470441,-0.06934280350902486,0.16066238069749797,0.0,0.0
59,iid_signs,iid_signs,,1000,0.06890646290785497,0.011605937615257682,0.16066238069749797,0.3655659920193117,0.0
59,markov_signs_p0.55,markov_signs,0.55,1000,0.0956070457867386,0.06045285861622572,0.16066238069749797,0.07359612099001087,0.0
59,markov_signs_p0.65,markov_signs,0.65,1000,0.19985165148308429,0.2363505329824951,0.16066238069749797,0.606540909867672,0.0
59,markov_signs_p0.75,markov_signs,0.75,1000,0.3205265685679484,0.351236382077146,0.16066238069749797,0.4644006032821993,0.0
59,markov_signs_p0.85,markov_signs,0.85,1000,0.4103889253759484,0.4365869265441305,0.16066238069749797,0.3012934003532821,0.0
59,markov_signs_p0.90,markov_signs,0.9,1000,0.41947138430232606,0.43623084293460807,0.16066238069749797,0.6052458772327689,0.0
60,real_eval,real,,1000,0.06269086578548719,-0.0073525226700002656,0.03645742180706952,0.0,0.0
60,iid_signs,iid_signs,,1000,0.03224177676298053,-0.012534598869673862,0.03645742180706952,0.9346135575578522,0.0
60,markov_signs_p0.55,markov_signs,0.55,1000,0.08056725512275005,0.06632641990408815,0.03645742180706952,0.8062276577015973,0.0
60,markov_signs_p0.65,markov_signs,0.65,1000,0.1853234237023315,0.17878364006927125,0.03645742180706952,0.08497813300982122,0.0
60,markov_signs_p0.75,markov_signs,0.75,1000,0.22887126150802048,0.23276128149535016,0.03645742180706952,0.41399618592201043,0.0
60,markov_signs_p0.85,markov_signs,0.85,1000,0.3632396058457831,0.3441719802395619,0.03645742180706952,0.48895366067253887,0.0
60,markov_signs_p0.90,markov_signs,0.9,1000,0.48357730738528054,0.43581978011889366,0.03645742180706952,0.41337473018237647,0.0
61,real_eval,real,,1000,0.11550766100110293,-0.0685099909221952,0.16086757161626394,0.0,0.0
61,iid_signs,iid_signs,,1000,0.06465951926106553,0.028431943575952162,0.16086757161626394,1.2812238701195893,0.0
61,markov_signs_p0.55,markov_signs,0.55,1000,0.08231692051651796,0.03221972825894351,0.16086757161626394,0.42265082818116895,0.0
61,markov_signs_p0.65,markov_signs,0.65,1000,0.1670128154179675,0.16645046664188368,0.16086757161626394,1.0442590758507437,0.0
61,markov_signs_p0.75,markov_signs,0.75,1000,0.3634543356960811,0.33204480618887083,0.16086757161626394,0.36602342582868447,0.0
61,markov_signs_p0.85,markov_signs,0.85,1000,0.4140497195172995,0.34391731864286357,0.16086757161626394,0.8736678610777542,0.0
61,markov_signs_p0.90,markov_signs,0.9,1000,0.5809660913848629,0.4773874940033621,0.16086757161626394,2.2371936536225143,0.0
62,real_eval,real,,1000,0.03368415356730055,-0.012319015299449662,0.05439341057882771,0.0,0.0
62,iid_signs,iid_signs,,1000,0.05433067765610205,0.0021394168385583607,0.05439341057882771,1.3680278945082405,0.0
62,markov_signs_p0.55,markov_signs,0.55,1000,0.014581231100693674,0.014160912363309063,0.05439341057882771,2.133742400479738,0.0
62,markov_signs_p0.65,markov_signs,0.65,1000,0.08214360849022029,0.11365312738746085,0.05439341057882771,1.108032970588128,0.0
62,markov_signs_p0.75,markov_signs,0.75,1000,0.13369281790945023,0.24374396863124212,0.05439341057882771,1.4525854977770392,0.0
62,markov_signs_p0.85,markov_signs,0.85,1000,0.2174250739761897,0.35151291381155997,0.05439341057882771,1.4041030658504603,0.0
62,markov_signs_p0.90,markov_signs,0.9,1000,0.30150170356952194,0.4418743772611311,0.05439341057882771,1.6462030778649364,0.0
63,real_eval,real,,1000,0.12023589790007413,0.029006995589467077,0.19829712237090963,0.0,0.0
63,iid_signs,iid_signs,,1000,0.12707751561162334,-0.0013850984694952066,0.19829712237090963,5.918242746642819,0.0
63,markov_signs_p0.55,markov_signs,0.55,1000,0.22679941760869254,0.08472783944455149,0.19829712237090963,0.3671200350581081,0.0
63,markov_signs_p0.65,markov_signs,0.65,1000,0.30780227259260823,0.09672607748979839,0.19829712237090963,2.300360885656566,0.0
63,markov_signs_p0.75,markov_signs,0.75,1000,0.4806040874375874,0.24696214309671546,0.19829712237090963,3.2528638784284833,0.0
63,markov_signs_p0.85,markov_signs,0.85,1000,0.913389371434148,0.3832241373780063,0.19829712237090963,1.451882350695934,0.0
63,markov_signs_p0.90,markov_signs,0.9,1000,1.0054595297340307,0.4342818729863902,0.19829712237090963,4.85667315559006,0.0
64,real_eval,real,,1000,0.13983656272034195,0.048736778961910636,0.17677751718537366,0.0,0.0
64,iid_signs,iid_signs,,1000,0.16073644568334863,0.02052559659634574,0.17677751718537366,0.21975759416933502,0.0
64,markov_signs_p0.55,markov_signs,0.55,1000,0.17721970393119013,0.09575798051607454,0.17677751718537366,1.0378851528755346,0.0
64,markov_signs_p0.65,markov_signs,0.65,1000,0.2664911007643066,0.16529491263510757,0.17677751718537366,0.9178136018219835,0.0
64,markov_signs_p0.75,markov_signs,0.75,1000,0.4363638036890284,0.27532271749623927,0.17677751718537366,0.7749803720520141,0.0
64,markov_signs_p0.85,markov_signs,0.85,1000,0.5836937461178513,0.3723254374149139,0.17677751718537366,0.8228002395823945,0.0
64,markov_signs_p0.90,markov_signs,0.9,1000,0.9168464748474425,0.4939978684263515,0.17677751718537366,1.2692320472072234,0.0
65,real_eval,real,,1000,0.07780304191273238,-0.010718368793910756,0.12799681643156063,0.0,0.0
65,iid_signs,iid_signs,,1000,0.1375149952844382,-0.06944421718490405,0.12799681643156063,1.4357481210241947,0.0
65,markov_signs_p0.55,markov_signs,0.55,1000,0.0947322943691579,0.06772775556554517,0.12799681643156063,0.5541393899282209,0.0
65,markov_signs_p0.65,markov_signs,0.65,1000,0.30471345461945715,0.1854284020911219,0.12799681643156063,0.7283138142020533,0.0
65,markov_signs_p0.75,markov_signs,0.75,1000,0.4253609443799765,0.28985771288442597,0.12799681643156063,0.8880185341850062,0.0
65,markov_signs_p0.85,markov_signs,0.85,1000,0.6206559142564007,0.3613043910321581,0.12799681643156063,0.5016839831897124,0.0
65,markov_signs_p0.90,markov_signs,0.9,1000,0.7465065325108684,0.40054850673240766,0.12799681643156063,1.4294813762453253,0.0
66,real_eval,real,,1000,0.04728009774451755,0.010275006709317736,0.0749084833055462,0.0,0.0
66,iid_signs,iid_signs,,1000,0.13038926360548483,0.020170257869824692,0.0749084833055462,3.2545500605000957,0.0
66,markov_signs_p0.55,markov_signs,0.55,1000,0.13047055571446364,-0.014357844907809197,0.0749084833055462,2.778327470939501,0.0
66,markov_signs_p0.65,markov_signs,0.65,1000,0.3699450486312214,0.17023528919494235,0.0749084833055462,0.9041123599064275,0.0
66,markov_signs_p0.75,markov_signs,0.75,1000,0.42021616055968786,0.2557125935158309,0.0749084833055462,0.14447686880228633,0.0
66,markov_signs_p0.85,markov_signs,0.85,1000,0.5754608419928712,0.32639114986097856,0.0749084833055462,1.491276884580944,0.0
66,markov_signs_p0.90,markov_signs,0.9,1000,0.7787771186180608,0.4097436083022352,0.0749084833055462,2.280956906839693,0.0
67,real_eval,real,,1000,0.14410442058810605,-0.005423901087825952,0.31523386539591064,0.0,0.0
67,iid_signs,iid_signs,,1000,0.33616743333248505,-0.09359017925748345,0.31523386539591064,5.977763751695133,0.0
67,markov_signs_p0.55,markov_signs,0.55,1000,0.22124409022744884,0.0415912050220361,0.31523386539591064,0.7808823904356049,0.0
67,markov_signs_p0.65,markov_signs,0.65,1000,0.33969749457829523,0.08968352726190054,0.31523386539591064,0.6676960155873265,0.0
67,markov_signs_p0.75,markov_signs,0.75,1000,1.3128505859178294,0.36309226115598214,0.31523386539591064,8.02845730811192,0.0
67,markov_signs_p0.85,markov_signs,0.85,1000,1.646271354890343,0.41481870708602725,0.31523386539591064,1.0481975315662388,0.0
67,markov_signs_p0.90,markov_signs,0.9,1000,2.136886627145915,0.5265183027116448,0.31523386539591064,4.846144391484663,0.0
68,real_eval,real,,1000,0.12861821460298392,-0.10023385899166755,0.2931757478804863,0.0,0.0
68,iid_signs,iid_signs,,1000,0.15934324912194162,0.12302836829541128,0.2931757478804863,0.15063807439682075,0.0
68,markov_signs_p0.55,markov_signs,0.55,1000,0.1863974834647817,-0.008604924994284011,0.2931757478804863,0.47364767483336345,0.0
68,markov_signs_p0.65,markov_signs,0.65,1000,0.3012467508694494,0.2561984103691772,0.2931757478804863,0.38610268653169383,0.0
68,markov_signs_p0.75,markov_signs,0.75,1000,0.219630228351177,0.16170647870365873,0.2931757478804863,0.4134275490326717,0.0
68,markov_signs_p0.85,markov_signs,0.85,1000,0.5482188525210677,0.4307719527146094,0.2931757478804863,0.15781875822785807,0.0
68,markov_signs_p0.90,markov_signs,0.9,1000,0.6566670246617953,0.48219854293513936,0.2931757478804863,0.7463177851255687,0.0
69,real_eval,real,,1000,0.11152016272504844,0.049367675169578316,0.20127750994143456,0.0,0.0
69,iid_signs,iid_signs,,1000,0.06928620721237762,0.03320837767268955,0.20127750994143456,0.6544711928252938,0.0
69,markov_signs_p0.55,markov_signs,0.55,1000,0.11699107272842726,0.07914107533308933,0.20127750994143456,1.7735105852121646,0.0
69,markov_signs_p0.65,markov_signs,0.65,1000,0.2814042482991719,0.22001581455395142,0.20127750994143456,0.2675630410674889,0.0
69,markov_signs_p0.75,markov_signs,0.75,1000,0.3128483644461386,0.2635970395758412,0.20127750994143456,0.23347377048625986,0.0
69,markov_signs_p0.85,markov_signs,0.85,1000,0.5933505650763493,0.4361353343130772,0.20127750994143456,2.669258671918408,0.0
69,markov_signs_p0.90,markov_signs,0.9,1000,0.5976817347386594,0.4127049067152985,0.20127750994143456,1.2032637327909488,0.0
70,real_eval,real,,1000,0.048226055743115843,0.03158356135682718,0.10684315730307746,0.0,0.0
70,iid_signs,iid_signs,,1000,0.04796308019018996,-0.03731383881265205,0.10684315730307746,0.2575888944288109,0.0
70,markov_signs_p0.55,markov_signs,0.55,1000,0.0990893179975908,0.12285630629028448,0.10684315730307746,0.5897444304921448,0.0
70,markov_signs_p0.65,markov_signs,0.65,1000,0.13972320261028762,0.17688263007983074,0.10684315730307746,0.7172976402841127,0.0
70,markov_signs_p0.75,markov_signs,0.75,1000,0.22648861724413058,0.29613642544932767,0.10684315730307746,0.4630625348505001,0.0
70,markov_signs_p0.85,markov_signs,0.85,1000,0.28258799588604994,0.3660355318548941,0.10684315730307746,0.4119110476359866,0.0
70,markov_signs_p0.90,markov_signs,0.9,1000,0.328039635844715,0.4012513108292465,0.10684315730307746,0.9660345175436095,0.0
71,real_eval,real,,1000,0.11654078487600372,-0.015243815383227628,0.2411219682972126,0.0,0.0
71,iid_signs,iid_signs,,1000,0.14823529720171214,-0.12053294033280619,0.2411219682972126,0.3033867118125199,0.0
71,markov_signs_p0.55,markov_signs,0.55,1000,0.12834718970359202,0.09272230837344025,0.2411219682972126,0.23103919115212793,0.0
71,markov_signs_p0.65,markov_signs,0.65,1000,0.2363829982059405,0.16214506471115572,0.2411219682972126,0.4024331217609659,0.0
71,markov_signs_p0.75,markov_signs,0.75,1000,0.5482120070169001,0.40622180254184875,0.2411219682972126,0.46392553101282413,0.0
71,markov_signs_p0.85,markov_signs,0.85,1000,0.6076406241390325,0.433588387944655,0.2411219682972126,0.7216450821135171,0.0
71,markov_signs_p0.90,markov_signs,0.9,1000,0.8161489038652694,0.5734947882544155,0.2411219682972126,0.5168051823155334,0.0
72,real_eval,real,,1000,0.33492463573145304,0.09325626493765263,0.34249888967807707,0.0,0.0
72,iid_signs,iid_signs,,1000,0.28895715365921787,0.10223056281149176,0.34249888967807707,1.000880964093312,0.0
72,markov_signs_p0.55,markov_signs,0.55,1000,0.3829791519285839,0.19012408362634126,0.34249888967807707,0.32258602405216297,0.0
72,markov_signs_p0.65,markov_signs,0.65,1000,0.45997409493890345,0.21042203149220665,0.34249888967807707,0.2521586511131028,0.0
72,markov_signs_p0.75,markov_signs,0.75,1000,0.6942718551844799,0.3183889586946942,0.34249888967807707,0.4675066320007538,0.0
72,markov_signs_p0.85,markov_signs,0.85,1000,0.7468528474093046,0.28553125188897827,0.34249888967807707,0.6507536724686723,0.0
72,markov_signs_p0.90,markov_signs,0.9,1000,0.9489459151793732,0.3388000909055041,0.34249888967807707,1.1696704143255092,0.0
73,real_eval,real,,1000,0.11689781485815981,-0.025616910368095446,0.1844117589382031,0.0,0.0
73,iid_signs,iid_signs,,1000,0.19211409793407533,0.043717623385477265,0.1844117589382031,1.1637973297501327,0.0
73,markov_signs_p0.55,markov_signs,0.55,1000,0.050228074893830396,-0.00042695290392810823,0.1844117589382031,0.844611993839686,0.0
73,markov_signs_p0.65,markov_signs,0.65,1000,0.15173799519898318,0.09621254345489234,0.1844117589382031,1.5454253497503385,0.0
73,markov_signs_p0.75,markov_signs,0.75,1000,0.45756319376938276,0.3084594458123058,0.1844117589382031,1.5154652168247729,0.0
73,markov_signs_p0.85,markov_signs,0.85,1000,0.660907464098249,0.3916573408760485,0.1844117589382031,2.073211474272018,0.0
73,markov_signs_p0.90,markov_signs,0.9,1000,0.7031444173525457,0.4302765356752283,0.1844117589382031,0.3036677675810564,0.0
74,real_eval,real,,1000,0.02945243374938876,0.00041844432896417276,0.10820020766198706,0.0,0.0
74,iid_signs,iid_signs,,1000,0.02729265119612994,-0.005240122270844188,0.10820020766198706,0.28201362149477904,0.0
74,markov_signs_p0.55,markov_signs,0.55,1000,0.05748166307844897,0.06372116577552127,0.10820020766198706,0.4119337724993034,0.0
74,markov_signs_p0.65,markov_signs,0.65,1000,0.16657708628802562,0.1466274244918137,0.10820020766198706,0.5915385028393497,0.0
74,markov_signs_p0.75,markov_signs,0.75,1000,0.2841712470550918,0.3379706630660505,0.10820020766198706,0.33579542569232934,0.0
74,markov_signs_p0.85,markov_signs,0.85,1000,0.4152679610438478,0.4601609681335963,0.10820020766198706,0.3746987094425484,0.0
74,markov_signs_p0.90,markov_signs,0.9,1000,0.4482845451382194,0.4873093897862819,0.10820020766198706,0.5407519306481121,0.0
75,real_eval,real,,1000,0.038458521182542435,0.014159707541489087,0.15692610037130042,0.0,0.0
75,iid_signs,iid_signs,,1000,0.10222670017202676,0.030330325695025247,0.15692610037130042,0.4001392813220666,0.0
75,markov_signs_p0.55,markov_signs,0.55,1000,0.049371311155378746,0.0336318040987172,0.15692610037130042,0.30614650201017146,0.0
75,markov_signs_p0.65,markov_signs,0.65,1000,0.19384199293761534,0.23605011853123398,0.15692610037130042,0.4785918928169527,0.0
75,markov_signs_p0.75,markov_signs,0.75,1000,0.23395349895689296,0.3681330290210973,0.15692610037130042,0.23471632684756852,0.0
75,markov_signs_p0.85,markov_signs,0.85,1000,0.3462908722977285,0.43651041410737856,0.15692610037130042,0.6544849030902458,0.0
75,markov_signs_p0.90,markov_signs,0.9,1000,0.3538256679900194,0.50099430787147,0.15692610037130042,0.36729775536253123,0.0
76,real_eval,real,,1000,0.029959086321863157,0.002162819630004144,0.1810329132170503,0.0,0.0
76,iid_signs,iid_signs,,1000,0.12650239720504927,0.0612873207711326,0.1810329132170503,0.17708473167739852,0.0
76,markov_signs_p0.55,markov_signs,0.55,1000,0.13351856923970656,0.08375776616627333,0.1810329132170503,1.0021171694734965,0.0
76,markov_signs_p0.65,markov_signs,0.65,1000,0.14594411248674963,0.15079838847826418,0.1810329132170503,0.23322358197907372,0.0
76,markov_signs_p0.75,markov_signs,0.75,1000,0.24761585043223108,0.22573925319156526,0.1810329132170503,0.71435168084987,0.0
76,markov_signs_p0.85,markov_signs,0.85,1000,0.38345338220888653,0.36671787071704676,0.1810329132170503,0.2981065972667314,0.0
76,markov_signs_p0.90,markov_signs,0.9,1000,0.5676361745931686,0.4824589470252337,0.1810329132170503,0.8061383803824272,0.0
77,real_eval,real,,1000,0.08627406467805024,0.023671865445178124,0.10882597546729049,0.0,0.0
77,iid_signs,iid_signs,,1000,0.0905823657684122,-0.025932129928508147,0.10882597546729049,0.8391660057103385,0.0
77,markov_signs_p0.55,markov_signs,0.55,1000,0.07670583016473705,0.05519683409189576,0.10882597546729049,0.6902015130347328,0.0
77,markov_signs_p0.65,markov_signs,0.65,1000,0.1561280468180822,0.15859519423455726,0.10882597546729049,0.5202646169198037,0.0
77,markov_signs_p0.75,markov_signs,0.75,1000,0.2713374482026781,0.29421794700127235,0.10882597546729049,0.7646274323881689,0.0
77,markov_signs_p0.85,markov_signs,0.85,1000,0.3825234789231766,0.3944036601597804,0.10882597546729049,0.7085867107655821,0.0
77,markov_signs_p0.90,markov_signs,0.9,1000,0.40043984537020794,0.42900991391663457,0.10882597546729049,0.5668527261240031,0.0
78,real_eval,real,,1000,0.0818629456983336,0.011247682062886441,0.19854136272389375,0.0,0.0
78,iid_signs,iid_signs,,1000,0.09909781080162303,-0.022546997653508122,0.19854136272389375,0.3717648002645603,0.0
78,markov_signs_p0.55,markov_signs,0.55,1000,0.22442988474367936,0.11927095119911144,0.19854136272389375,0.3453899927735538,0.0
78,markov_signs_p0.65,markov_signs,0.65,1000,0.27993560045070326,0.24454464084524974,0.19854136272389375,0.48677039530462457,0.0
78,markov_signs_p0.75,markov_signs,0.75,1000,0.42728774128359137,0.32933161194784893,0.19854136272389375,1.0306339774588817,0.0
78,markov_signs_p0.85,markov_signs,0.85,1000,0.5317974396086605,0.41326658196316424,0.19854136272389375,0.6109337365429727,0.0
78,markov_signs_p0.90,markov_signs,0.9,1000,0.6991847960999293,0.5194047072842926,0.19854136272389375,0.6747973828142785,0.0
79,real_eval,real,,1000,0.1298904042092113,-0.07551102442645376,0.18790892399463122,0.0,0.0
79,iid_signs,iid_signs,,1000,0.07692170995575393,-0.010566935243989047,0.18790892399463122,0.6834623382379018,0.0
79,markov_signs_p0.55,markov_signs,0.55,1000,0.06368614590206445,0.03166045658092214,0.18790892399463122,0.9076380580159052,0.0
79,markov_signs_p0.65,markov_signs,0.65,1000,0.14745512589529655,0.09847121772992422,0.18790892399463122,0.5989106985353227,0.0
79,markov_signs_p0.75,markov_signs,0.75,1000,0.39382039254423096,0.33406509259197426,0.18790892399463122,0.6117822691876639,0.0
79,markov_signs_p0.85,markov_signs,0.85,1000,0.579338247139874,0.42361799495898467,0.18790892399463122,0.5397832101835262,0.0
79,markov_signs_p0.90,markov_signs,0.9,1000,0.635354178361517,0.4737504369503937,0.18790892399463122,0.9502582435393101,0.0
80,real_eval,real,,1000,0.18328816644086218,0.044661919649698546,0.20015952554750394,0.0,0.0
80,iid_signs,iid_signs,,1000,0.385266832210963,-0.04292921100902917,0.20015952554750394,0.448105546805271,0.0
80,markov_signs_p0.55,markov_signs,0.55,1000,0.20916084063474183,-0.02471652713836986,0.20015952554750394,1.780340930532442,0.0
80,markov_signs_p0.65,markov_signs,0.65,1000,0.522505491515081,0.17655614460925234,0.20015952554750394,1.61983478478825,0.0
80,markov_signs_p0.75,markov_signs,0.75,1000,0.8917226517696,0.24507629599066014,0.20015952554750394,0.8069092546391203,0.0
80,markov_signs_p0.85,markov_signs,0.85,1000,1.2539457486278904,0.38162242346480185,0.20015952554750394,0.2615872212809798,0.0
80,markov_signs_p0.90,markov_signs,0.9,1000,1.5354531693144227,0.4281551049278883,0.20015952554750394,0.1550544176401429,0.0
81,real_eval,real,,1000,0.0545772667925533,0.05684225359871788,0.11552305336286872,0.0,0.0
81,iid_signs,iid_signs,,1000,0.04097069649265276,0.01766431147901149,0.11552305336286872,0.259358007400999,0.0
81,markov_signs_p0.55,markov_signs,0.55,1000,0.05382271189377701,0.09227383812691033,0.11552305336286872,0.6428368384834038,0.0
81,markov_signs_p0.65,markov_signs,0.65,1000,0.07882469801317545,0.16712333588244907,0.11552305336286872,1.3791177241230301,0.0
81,markov_signs_p0.75,markov_signs,0.75,1000,0.1697293956914587,0.32405299252961894,0.11552305336286872,0.5855742851904806,0.0
81,markov_signs_p0.85,markov_signs,0.85,1000,0.27090438051029325,0.44499323170244104,0.11552305336286872,0.7812878415748585,0.0
81,markov_signs_p0.90,markov_signs,0.9,1000,0.31268529673269185,0.481681090136714,0.11552305336286872,1.7833538870397547,0.0
82,real_eval,real,,1000,0.1372186304128808,-0.045051187857855134,0.2027704555297878,0.0,0.0
82,iid_signs,iid_signs,,1000,0.10533040254153371,0.016471575149554423,0.2027704555297878,0.14833819898640233,0.0
82,markov_signs_p0.55,markov_signs,0.55,1000,0.08802491587659518,0.029688250727043036,0.2027704555297878,0.29410050238150404,0.0
82,markov_signs_p0.65,markov_signs,0.65,1000,0.33156282999625797,0.2724538612304908,0.2027704555297878,0.6434343542589598,0.0
82,markov_signs_p0.75,markov_signs,0.75,1000,0.3877394083145316,0.29779899896483075,0.2027704555297878,0.4105059345164022,0.0
82,markov_signs_p0.85,markov_signs,0.85,1000,0.6565681104639269,0.4491142401185079,0.2027704555297878,0.3030528270729108,0.0
82,markov_signs_p0.90,markov_signs,0.9,1000,0.896366129670667,0.4709383502502464,0.2027704555297878,1.09365395572154,0.0
83,real_eval,real,,1000,0.050273840267550385,0.005545344999868333,0.1900998180370704,0.0,0.0
83,iid_signs,iid_signs,,1000,0.1047539578883893,-0.029322820141978605,0.1900998180370704,2.019223201639476,0.0
83,markov_signs_p0.55,markov_signs,0.55,1000,0.09945478818939477,0.07522283987088524,0.1900998180370704,2.1559376340363943,0.0
83,markov_signs_p0.65,markov_signs,0.65,1000,0.14665135849784883,0.11874468941423721,0.1900998180370704,0.8738530749076144,0.0
83,markov_signs_p0.75,markov_signs,0.75,1000,0.334151007624269,0.30669647790753407,0.1900998180370704,3.60957982296878,0.0
83,markov_signs_p0.85,markov_signs,0.85,1000,0.48434914819664127,0.414824482389063,0.1900998180370704,1.6792206517449526,0.0
83,markov_signs_p0.90,markov_signs,0.9,1000,0.5814540682294799,0.47038392589859085,0.1900998180370704,1.1376105602458255,0.0
84,real_eval,real,,1000,0.054940313800079243,0.07702901572622955,0.1152805715018219,0.0,0.0
84,iid_signs,iid_signs,,1000,0.06232176336663353,-0.030694942303329902,0.1152805715018219,0.5026239809855283,0.0
84,markov_signs_p0.55,markov_signs,0.55,1000,0.08815765574770609,0.07692996468030915,0.1152805715018219,0.495059611601243,0.0
84,markov_signs_p0.65,markov_signs,0.65,1000,0.0943641316440601,0.16707520098513717,0.1152805715018219,0.48619726851376927,0.0
84,markov_signs_p0.75,markov_signs,0.75,1000,0.19530280807169456,0.3233107717473577,0.1152805715018219,0.14875324760688768,0.0
84,markov_signs_p0.85,markov_signs,0.85,1000,0.29262899196961495,0.4068960869001357,0.1152805715018219,0.34300551682172625,0.0
84,markov_signs_p0.90,markov_signs,0.9,1000,0.36747124282359633,0.4924637072396309,0.1152805715018219,0.49574785008052286,0.0
85,real_eval,real,,1000,0.04568771748918885,0.04012272742401767,0.13961347473131114,0.0,0.0
85,iid_signs,iid_signs,,1000,0.04145723233083339,0.00611245274503143,0.13961347473131114,0.3347360013823304,0.0
85,markov_signs_p0.55,markov_signs,0.55,1000,0.030874526407366213,0.058238433801939084,0.13961347473131114,0.18488821524125512,0.0
85,markov_signs_p0.65,markov_signs,0.65,1000,0.07056040429927958,0.16178553690487518,0.13961347473131114,0.3316005776220489,0.0
85,markov_signs_p0.75,markov_signs,0.75,1000,0.17494156382212533,0.3502342316021998,0.13961347473131114,1.2773260663066583,0.0
85,markov_signs_p0.85,markov_signs,0.85,1000,0.19706496461528095,0.3897182798874656,0.13961347473131114,0.35799246574967364,0.0
85,markov_signs_p0.90,markov_signs,0.9,1000,0.3185106316612443,0.4677883138094066,0.13961347473131114,1.2852878631781601,0.0
86,real_eval,real,,1000,0.2595087721973849,-0.11032255781409366,0.23479215773640563,0.0,0.0
86,iid_signs,iid_signs,,1000,0.18476344748366128,-0.011026867106911921,0.23479215773640563,2.1795861816354076,0.0
86,markov_signs_p0.55,markov_signs,0.55,1000,0.2015092426213993,0.015779876120748857,0.23479215773640563,2.020410112186233,0.0
86,markov_signs_p0.65,markov_signs,0.65,1000,0.5506677669176452,0.1745832165811557,0.23479215773640563,4.747194090982552,0.0
86,markov_signs_p0.75,markov_signs,0.75,1000,0.5371423450849009,0.27215112318169954,0.23479215773640563,2.594172696054093,0.0
86,markov_signs_p0.85,markov_signs,0.85,1000,0.8938355308532842,0.3892617672134901,0.23479215773640563,1.0779219046745623,0.0
86,markov_signs_p0.90,markov_signs,0.9,1000,1.0809993592735405,0.4507319750991752,0.23479215773640563,5.212970865077038,0.0
87,real_eval,real,,1000,0.07316477587643629,-0.010357263613693074,0.225029774242263,0.0,0.0
87,iid_signs,iid_signs,,1000,0.10543218302847183,-0.027107594948718134,0.225029774242263,0.1616815481279578,0.0
87,markov_signs_p0.55,markov_signs,0.55,1000,0.14242699691266328,0.11309364672044891,0.225029774242263,0.23041124023122994,0.0
87,markov_signs_p0.65,markov_signs,0.65,1000,0.1427340210829247,0.14348051250595337,0.225029774242263,0.5933115129917914,0.0
87,markov_signs_p0.75,markov_signs,0.75,1000,0.29308626909656416,0.3011639508634611,0.225029774242263,0.6380285824058975,0.0
87,markov_signs_p0.85,markov_signs,0.85,1000,0.4411171895801085,0.42563092791225327,0.225029774242263,0.20977863316925702,0.0
87,markov_signs_p0.90,markov_signs,0.9,1000,0.5045412636875273,0.4677882225114764,0.225029774242263,0.6677272542826758,0.0
88,real_eval,real,,1000,0.03801273101646161,0.06376385293492243,0.13898536324241687,0.0,0.0
88,iid_signs,iid_signs,,1000,0.04062372922984786,-0.026432662424172894,0.13898536324241687,0.23136365520280572,0.0
88,markov_signs_p0.55,markov_signs,0.55,1000,0.08188414709894293,0.09022709451452739,0.13898536324241687,1.341562606387064,0.0
88,markov_signs_p0.65,markov_signs,0.65,1000,0.14356219953317628,0.19326156410944306,0.13898536324241687,0.4592715480746472,0.0
88,markov_signs_p0.75,markov_signs,0.75,1000,0.18335219304664738,0.2873584427495413,0.13898536324241687,1.0166000487622255,0.0
88,markov_signs_p0.85,markov_signs,0.85,1000,0.30368516414914415,0.41396933074987724,0.13898536324241687,0.18900333484653298,0.0
88,markov_signs_p0.90,markov_signs,0.9,1000,0.2784419974881128,0.42846382863983284,0.13898536324241687,0.5834948904352878,0.0
89,real_eval,real,,1000,0.1317761412801271,-0.07835389741745656,0.19447044966151855,0.0,0.0
89,iid_signs,iid_signs,,1000,0.07663016075708631,-0.044265915018200326,0.19447044966151855,0.5220713053063621,0.0
89,markov_signs_p0.55,markov_signs,0.55,1000,0.17734094964461083,0.031896716604219236,0.19447044966151855,0.5088121012373473,0.0
89,markov_signs_p0.65,markov_signs,0.65,1000,0.22641335688779438,0.19973145161831027,0.19447044966151855,0.1777744135808486,0.0
89,markov_signs_p0.75,markov_signs,0.75,1000,0.2984677357732907,0.2895193524151089,0.19447044966151855,0.6187399579390063,0.0
89,markov_signs_p0.85,markov_signs,0.85,1000,0.5691236557466779,0.4669752121745209,0.19447044966151855,0.8107856287738117,0.0
89,markov_signs_p0.90,markov_signs,0.9,1000,0.5911421595481962,0.5023385543456167,0.19447044966151855,0.07833681940312151,0.0
90,real_eval,real,,1000,0.045485515255168765,-0.06614956792826239,0.07791924972155238,0.0,0.0
