,0
0,0
1,10
2,21
3,32
4,46
5,67
6,77
7,92
8,103
9,121
10,131
11,144
12,154
13,175
14,189
15,208
16,218
17,234
18,245
19,259
20,276
21,287
22,304
23,315
24,326
25,337
26,358
27,374
28,389
29,400
30,416
31,431
32,447
33,457
34,470
35,480
36,491
37,512
38,524
39,545
40,565
41,578
42,591
43,610
44,622
45,643
46,655
47,673
48,687
49,697
50,718
51,733
52,753
53,774
54,792
55,802
56,815
57,830
58,851
59,870
60,883
61,893
62,913
63,929
64,939
65,951
66,968
67,987
68,1002
69,1021
70,1042
71,1057
72,1068
73,1082
74,1094
75,1106
76,1116
77,1131
78,1142
79,1158
80,1175
81,1185
82,1202
83,1221
84,1241
85,1255
86,1266
87,1276
88,1288
89,1309
90,1321
91,1336
92,1357
93,1375
94,1385
95,1401
96,1411
97,1432
98,1449
99,1459
100,1475
101,1495
102,1506
103,1520
104,1530
105,1544
106,1557
107,1569
108,1579
109,1590
110,1600
111,1618
112,1635
113,1646
114,1656
115,1677
116,1688
117,1698
118,1711
119,1732
120,1744
121,1756
122,1772
123,1783
124,1801
125,1811
126,1821
127,1831
128,1842
129,1859
130,1880
131,1895
132,1908
133,1922
134,1943
135,1953
136,1973
137,1986
138,2002
139,2022
140,2033
141,2049
142,2064
143,2075
144,2088
145,2103
146,2117
147,2134
148,2146
149,2156
150,2171
151,2192
152,2203
153,2223
154,2241
155,2254
156,2270
157,2289
158,2299
159,2312
160,2323
161,2341
162,2358
163,2368
164,2378
165,2393
166,2409
167,2429
168,2441
169,2451
170,2461
171,2473
172,2493
173,2503
174,2514
175,2532
176,2553
177,2567
178,2579
179,2593
180,2608
181,2623
182,2636
183,2647
184,2668
185,2687
186,2697
187,2709
188,2728
189,2749
190,2766
191,2780
192,2798
193,2816
194,2829
195,2843
196,2860
197,2880
198,2894
199,2905
200,2917
201,2935
202,2948
203,2958
204,2975
205,2994
206,3008
207,3025
208,3040
209,3054
210,3070
211,3090
212,3102
213,3122
214,3137
215,3158
216,3169
217,3179
218,3193
219,3203
220,3221
221,3236
222,3253
223,3266
224,3283
225,3301
226,3319
227,3338
228,3352
229,3367
230,3387
231,3404
232,3414
233,3427
234,3437
235,3455
236,3468
237,3478
238,3498
239,3519
240,3529
241,3540
242,3560
243,3579
244,3589
245,3603
246,3618
247,3630
248,3641
249,3653
250,3673
251,3683
252,3701
253,3711
254,3726
255,3743
256,3763
257,3782
258,3800
259,3811
260,3823
261,3834
262,3844
263,3861
264,3874
265,3890
266,3911
267,3921
268,3937
269,3952
270,3963
271,3979
272,3991
273,4002
274,4023
275,4036
276,4049
277,4060
278,4070
279,4082
280,4094
281,4108
282,4121
283,4134
284,4145
285,4158
286,4178
287,4199
288,4210
289,4231
290,4241
291,4256
292,4271
293,4284
294,4303
295,4313
296,4324
297,4345
298,4356
299,4373
300,4386
301,4405
302,4425
303,4437
304,4449
305,4461
306,4480
307,4490
308,4502
309,4514
310,4525
311,4539
312,4558
313,4568
314,4589
315,4607
316,4626
317,4636
318,4657
319,4667
320,4684
321,4699
322,4710
323,4729
324,4740
325,4750
326,4761
