,0
0,3
1,10
2,9
3,3
4,1
5,10
6,5
7,10
8,6
9,0
10,9
11,0
12,4
13,5
14,2
15,8
16,5
17,6
18,3
19,1
20,2
21,4
22,4
23,6
24,8
25,2
26,2
27,2
28,3
29,10
30,4
31,3
32,2
33,3
34,6
35,8
36,2
37,4
38,5
39,1
40,7
41,3
42,5
43,4
44,6
45,7
46,3
47,5
48,6
49,7
50,1
51,6
52,2
53,2
54,2
55,3
56,5
57,10
58,3
59,3
60,10
61,1
62,5
63,0
64,4
65,5
66,6
67,5
68,8
69,7
70,3
71,7
72,3
73,6
74,9
75,3
76,10
77,1
78,3
79,8
80,10
81,1
82,4
83,6
84,5
85,7
86,9
87,5
88,2
89,3
90,6
91,4
92,2
93,3
94,1
95,2
96,6
97,7
98,7
99,2
100,2
101,2
102,1
103,7
104,4
105,1
106,6
107,2
108,0
109,8
110,5
111,5
112,7
113,2
114,2
115,1
116,6
117,2
118,2
119,7
120,6
121,0
122,2
123,5
124,7
125,9
126,7
127,10
128,6
129,1
130,3
131,2
132,3
133,4
134,5
135,5
136,0
137,7
138,3
139,4
140,2
141,7
142,4
143,6
144,7
145,1
146,3
147,2
148,3
149,5
150,7
151,7
152,8
153,9
154,6
155,3
156,2
157,5
158,5
159,6
160,7
161,1
162,6
163,8
164,10
165,7
166,2
167,4
168,6
169,6
170,1
171,2
172,7
173,2
174,7
175,1
176,7
177,1
178,1
179,6
180,5
181,9
182,3
183,7
184,4
185,4
186,6
187,1
188,9
189,5
190,6
191,2
192,1
193,1
194,6
195,4
196,7
197,7
198,0
199,9
200,4
201,8
202,7
203,4
204,10
205,3
206,6
207,3
208,7
209,4
210,6
211,5
212,9
213,2
214,3
215,2
216,4
217,3
218,10
219,3
220,5
221,7
222,8
223,7
224,7
225,2
226,9
227,4
228,3
229,5
230,3
231,9
232,4
233,0
234,2
235,7
236,2
237,2
238,1
239,4
240,6
241,1
242,10
243,1
244,9
245,8
246,2
247,6
248,4
249,10
250,0
251,7
252,3
253,1
254,2
255,5
256,6
257,4
258,7
259,4
260,6
261,0
262,2
263,2
264,3
265,5
266,2
267,0
268,7
269,8
270,1
271,5
272,6
273,2
274,0
275,5
276,5
277,1
278,7
279,8
280,2
281,2
282,1
283,10
284,5
285,1
286,6
287,8
288,1
289,10
290,8
291,1
292,7
293,2
294,6
295,8
296,9
297,8
298,1
299,3
300,9
301,1
302,8
303,7
304,7
305,0
306,3
307,6
308,9
309,8
310,1
311,4
312,6
313,3
314,7
315,7
316,4
317,5
318,1
319,1
320,6
321,8
322,4
323,3
324,5
325,6
