,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.9090994281918655,0.9518238858173903,0.610977983412327,0.4084909428270673,0.012541010498687664,0.38903404487005183,0.5485298202666444,0.49410163998059226,0.49410163998059226,0.4891388608242647,0.5634169606271398,0.5179229799309645,0.40875232377962045,0.7741379688675245,0.835510345782624,0.8314617627866725,0.8314617627866725,0.8314617627866725,0.8041526029686213,0.8538786763840857,0.6675685909638859
1,0.6658858092193201,0.7607671800225774,0.9506150670233834,0.751859775004645,0.8845045416283357,0.8565196616781111,0.6570265752204355,0.5693482641674923,0.5521323713596332,0.649755479066092,0.5825197017515732,0.3434408696900336,0.3824473109841732,0.38068109390003707,0.38068109390003707,0.4034518499598117,0.2763853828649706,0.2839893714689592,0.2606660373828511,0.038834349127775065,0.00495596380254835
2,0.31556189987719846,0.15497973436179457,0.04005138816140066,0.254095565117452,0.10288565470833626,0.2054408703125139,0.30536347104021744,0.42112415368859524,0.4629085115110477,0.5207786120176725,0.475171765287083,0.48859439896909,0.4206051887373172,0.6460434341023092,0.6700664930623385,0.6307378027569015,0.7587169141866563,0.75690412276177,0.9797297337790007,0.9991111111111112,0.9936419502666969
3,0.9733704593309973,0.9691729795336955,0.8162347820276249,0.5219873868798269,0.44741188268546367,0.3606152634130767,0.2975034962538148,0.4273853831381478,0.36625365149976014,0.1816355462373907,0.2013669112860824,0.1937766693414321,0.19523758972127137,0.18897304703288761,0.19666948519290195,0.18810704634116368,0.23485485313434742,0.13468840458778897,0.017038999532427344,0.004519813198070713,0.013743997668372799
4,0.9361213875851893,0.8403057296525044,0.6643224457464119,0.9035418388766193,0.6758556787574991,0.6805297965672594,0.6797722208096836,0.6892278905755119,0.5493291515582834,0.6289572501122281,0.5684406181284775,0.38120708484085597,0.40251963792460993,0.3161803226921579,0.3291690439770364,0.10216902188509615,0.1343325537372087,0.13298575239040736,0.13298575239040736,0.13674024220616388,0.029637234273532827
5,0.49297628294075163,0.714059015177531,0.7556371826366663,0.970387311817911,0.8184307842478542,0.8953883763809518,0.8881565614952431,0.7342701254020018,0.45124003031247734,0.31306595754647937,0.24134289365667566,0.2783406961982927,0.2783406961982927,0.2783406961982927,0.2773416951992917,0.3097655214247599,0.26944842716438255,0.05664878230626625,0.005126452494873548,0.004329004329004329,0.02525747851335983
6,0.04402892032296891,0.02275588286799307,0.09528611229531168,0.22530976074789472,0.44721793372768326,0.7074396559867652,0.7320909873770367,0.7793706096951811,0.6873635994296514,0.7159196234304815,0.7110478285586868,0.7110478285586868,0.7110478285586868,0.7110478285586868,0.6787662553339389,0.7236046174693506,0.9349406594587047,0.913270329003363,0.991516135820751,0.9942808722672745,0.9564917408353216
7,0.04197385176950755,0.13390844175992367,0.24542268196839978,0.4926399705992315,0.378402563072743,0.2162962734248082,0.31768925483107524,0.5857341314915088,0.5702915902776449,0.5728786527240227,0.6097247873815447,0.5376073860860592,0.5585890843521181,0.5797040741477734,0.5634657304464632,0.8033137372913511,0.8118721675402044,0.8128295228807527,0.792021966664098,0.8971673397340683,0.9820500654760596
8,0.7429752574304597,0.4640417985334388,0.5941836790564384,0.20402853364732607,0.3435332365827234,0.01798870585200927,0.007634856041367072,0.007634856041367072,0.06642960052494687,0.7691959895440457,0.9721504015377395,0.9977272727272727,0.9977272727272727,0.9977272727272727,0.9977272727272727,0.9977272727272727,0.9977272727272727,0.9977272727272727,0.9977272727272727,0.9874547420005485,0.826848040803175
9,0.4490893686321572,0.3932031391496394,0.5782907095384715,0.4776307275540169,0.3328815131420202,0.40354501110830204,0.3934643659470118,0.40112565626959246,0.40112565626959246,0.40112565626959246,0.3789725479910851,0.6046893032968298,0.29585098962910916,0.3882792641367294,0.34715401035378424,0.08945628136230077,0.4179775552809606,0.7000387237866798,0.730604230520086,0.9775441556013577,0.98010824684745
10,0.16047204248272337,0.272390990703828,0.38000218096485344,0.5508951731621309,0.6029475259728342,0.5917529086566969,0.5812747629949212,0.9460846999259613,0.6829258282133951,0.4416822107037967,0.4669432916986947,0.4605956354486947,0.48749019636255847,0.3982502648451609,0.220035826038538,0.2857307501620336,0.25441843345084125,0.2534925075249153,0.126956082453334,0.168354803400046,0.1045404073026841
