eval_year,mape
0,0.06968118995428085
10,0.08588983863592148
20,0.08051035553216934
30,0.09147655963897705
40,0.17678308486938477
50,0.11799388378858566
60,0.11793727427721024
70,0.15706151723861694
80,0.13708415627479553
90,0.14684270322322845
100,0.16745208203792572
