eval_year,mean_mape,std_mape,ci95_low,ci95_high,n_runs
0,0.011293742122749436,0.000409720961226573,0.011161666368910361,0.0114543141261674,30
10,0.015106814075261306,0.0004172439335228521,0.014961905408805817,0.015256152430083565,30
20,0.016254261136054937,0.0004556984607357377,0.016090510199622515,0.016413469014999713,30
30,0.01713686299820737,0.0006721473238036237,0.0168959470512345,0.017376452051103084,30
40,0.01790246739983554,0.0007858679662992639,0.017629976146854413,0.01819132661602144,30
50,0.018147605222960272,0.0008133269344083782,0.01786131239806608,0.018442392164530808,30
60,0.018612396220366114,0.0007255842996711312,0.018346787751652254,0.01886715550906952,30
70,0.01890949998050924,0.0007638802870298672,0.018631055986819127,0.01917639518001422,30
80,0.01923591457307333,0.0008770117764411848,0.01892937853156273,0.019551544290346355,30
90,0.019323280205329207,0.0009469285154589982,0.018985145565432758,0.019659927504447543,30
100,0.019772347124914283,0.0010789427676686934,0.01939028541867927,0.020149614106242813,30
